Time,Stellar mass,Stellar radius,Planet 1 mass,Planet 1 radius,Planet 1 semi maj,Planet 1 ecc,Planet 1 inclination,Planet 1 Omega,Planet 1 omega,Planet 2 mass,Planet 2 radius,Planet 2 semi maj,Planet 2 ecc,Planet 2 inclination,Planet 2 Omega,Planet 2 omega,Planet 3 mass,Planet 3 radius,Planet 3 semi maj,Planet 3 ecc,Planet 3 inclination,Planet 3 Omega,Planet 3 omega,Planet 4 mass,Planet 4 radius,Planet 4 semi maj,Planet 4 ecc,Planet 4 inclination,Planet 4 Omega,Planet 4 omega,Planet 5 mass,Planet 5 radius,Planet 5 semi maj,Planet 5 ecc,Planet 5 inclination,Planet 5 Omega,Planet 5 omega,Planet 6 mass,Planet 6 radius,Planet 6 semi maj,Planet 6 ecc,Planet 6 inclination,Planet 6 Omega,Planet 6 omega,Planet 7 mass,Planet 7 radius,Planet 7 semi maj,Planet 7 ecc,Planet 7 inclination,Planet 7 Omega,Planet 7 omega,Planet 8 mass,Planet 8 radius,Planet 8 semi maj,Planet 8 ecc,Planet 8 inclination,Planet 8 Omega,Planet 8 omega,N pairs:1-2,N pairs:2-3,N pairs:3-4,N pairs:4-5,N pairs:5-6,N pairs:6-7,N pairs:7-8,1 Planets,2 Planets,3 Planets,4 Planets,5 Planets,6 Planets,7 Planets,8 Planets
0.0,1.256,1.355,1.3474727390334028e-05,0.021595244525129485,0.06927510410552995,0.009392908870841127,0.4035765696485578,0.0,2.6417696331525136,3.575193239847804e-05,0.02365094545144215,0.10672406754927509,0.008662484587154502,0.4104417414054382,0.0,1.0404506040494912,3.434993747627424e-05,0.02423944950095778,0.15275625984231822,0.009300237416988487,0.4100928688865212,0.0,3.088527594337677,3.020377603244984e-05,0.032749276567247965,0.2217643825806472,0.007720405459409754,0.40776860619631566,0.0,5.579977929090708,8.968649643512859e-07,0.006353498837989754,0.28936053350142366,0.007179466751931167,0.4075974897104491,0.0,2.0716510562828887,2.634666464039969e-06,0.00811331745823674,0.4269563790713524,0.005507230485018023,0.4051587526091193,0.0,5.772198226449494,4.2865218272915507e-07,0.00515463693136333,0.6497915975444288,0.006363602332587736,0.40850642993783964,0.0,4.450954575931585,8.559509410954934e-07,0.006164244718106648,0.7556551025570581,0.004003267050945985,0.40588624507619625,0.0,5.632367754084053,0.059030763991090925,0.04124266611298038,0.02840810562294526,0.02177164642387725,0.014754953612964859,0.009695086295919397,0.008066910706450407,0.03191224385287261,0.01778809787811055,0.012834560490035115,0.006636459199068013,0.007016692810912391,0.0047901288862068885,0.0018979140203075635,0.008066910706450407
100.01000100010002,1.256,1.355,1.3474727390334028e-05,0.021595244525129485,0.0692739335269181,0.005242938522222771,0.40598289257026804,0.011138446482581948,3.1552484609636893,3.575193239847804e-05,0.02365094545144215,0.10670825032559007,0.012073220870464833,0.4095504560305918,-0.0032461734541218558,2.0164409266142,3.434993747627424e-05,0.02423944950095778,0.15277209587794546,0.007100938851121102,0.4100438079425367,-0.0017426456178411172,4.075093928610374,3.020377603244984e-05,0.032749276567247965,0.22177056637217854,0.007034930192807645,0.4079559412383909,0.0015062666222925892,6.137054099783102,8.968649643512859e-07,0.006353498837989754,0.289363369369802,0.008047131514390803,0.4075694986936494,0.0005185284526637416,3.885326771988077,2.634666464039969e-06,0.00811331745823674,0.42695330904695983,0.0054938975132022855,0.4051584326862115,0.00032250037500232556,5.796381268952768,4.2865218272915507e-07,0.00515463693136333,0.6497962912369561,0.006401894529960053,0.408505887173722,-5.731651414179631e-05,4.4984186975103935,8.559509410954934e-07,0.006164244718106648,0.7556507390462142,0.0038730699380611225,0.40588607232557167,4.062330667921515e-05,5.623830641430762,0.0590436901643149,0.041236903396101955,0.02840702616122511,0.021771720707381828,0.014755057544729331,0.009695021004421087,0.008066953867219546,0.031895330446573535,0.017806786768212936,0.012829877234876842,0.006635305453843288,0.007016663162652493,0.00479030167941004,0.001897801998099745,0.008066953867219546
200.02000200020004,1.256,1.355,1.3474727390334028e-05,0.021595244525129485,0.06927514590346116,0.0024538019083574585,0.4108079319740891,0.012104021803022837,1.874129505593622,3.575193239847804e-05,0.02365094545144215,0.10671072528653534,0.01456345953697721,0.40814016244817325,-0.0022648814496946646,2.870042009061379,3.434993747627424e-05,0.02423944950095778,0.15277590675307368,0.0045624841948210555,0.40943837311941106,-0.003975526081909343,5.426226612047154,3.020377603244984e-05,0.032749276567247965,0.22176327876684057,0.006019097712218825,0.40848678621721685,0.002462450780543012,0.17341646096337815,8.968649643512859e-07,0.006353498837989754,0.2893487561528671,0.01229935457579347,0.4075286620360629,0.001254700074788924,5.0662240602018755,2.634666464039969e-06,0.00811331745823674,0.42694754201187485,0.005496978872062476,0.4051586295518633,0.0006523013116473252,5.825084245048544,4.2865218272915507e-07,0.00515463693136333,0.6498017715741026,0.006272325810589573,0.4085037787302783,-0.00011619157300212718,4.517239475108658,8.559509410954934e-07,0.006164244718106648,0.7556486229937552,0.0038784447008608984,0.40588594328410804,8.254976342695391e-05,5.602329723184468,0.05904623796126747,0.041234653875032876,0.0284075829523041,0.021774704283858512,0.014755257349820566,0.009694923316485655,0.00806724349433132,0.0318892389468034,0.017811584086234594,0.012827070922728771,0.00663287866844559,0.0070194469340379454,0.00479086510687897,0.0018971487486102749,0.00806724349433132
300.03000300030004,1.256,1.355,1.3474727390334028e-05,0.021595244525129485,0.06927385925270092,0.009324128452599586,0.4136980345021269,0.003468655213666942,2.408535688550698,3.575193239847804e-05,0.02365094545144215,0.10670940384451923,0.01362679370588467,0.4081573612358095,0.0010335632596346351,3.7690850512194904,3.434993747627424e-05,0.02423944950095778,0.152772748242624,0.0032589085792010027,0.4079322921838122,-0.004482132171135231,0.7229690601132379,3.020377603244984e-05,0.032749276567247965,0.22176905295005386,0.005783281765656146,0.40916549051204637,0.0022994183179162672,0.5663512908779262,8.968649643512859e-07,0.006353498837989754,0.28932052856291396,0.016076224134023796,0.4075814681892238,0.0022967688720899686,5.976674329168608,2.634666464039969e-06,0.00811331745823674,0.42695240254729283,0.0055230146322487765,0.40516212691051495,0.0009924350515207313,5.847505308551806,4.2865218272915507e-07,0.00515463693136333,0.6497991113918399,0.0062389574149277205,0.40850136186215824,-0.00017153012368329202,4.494401713885617,8.559509410954934e-07,0.006164244718106648,0.7556501593036898,0.0039965879730910914,0.4058854363917395,0.0001235703857659594,5.613523276764572,0.05904540974798546,0.041235085951166664,0.028406764242057188,0.02177916318011096,0.014755093605764165,0.0096949589584551,0.008067374383549266,0.03189911525471258,0.017810323796818784,0.012828321709109487,0.006627601061946221,0.0070240695743467975,0.004790805802978197,0.0018969134192367016,0.008067374383549266
400.0400040004001,1.256,1.355,1.3474727390334028e-05,0.021595244525129485,0.06927787752606489,0.014748628827895929,0.412871738878816,-0.006315710900739822,3.097107485282937,3.575193239847804e-05,0.02365094545144215,0.10671427300364635,0.011074988191278116,0.40935817591657636,0.0015326856696735206,4.66864890100065,3.434993747627424e-05,0.02423944950095778,0.1527675726928438,0.0052314832599830545,0.40664081881994146,-0.0009613737452054295,2.262246126427229,3.020377603244984e-05,0.032749276567247965,0.22176436920237355,0.005747588279297156,0.40959242144255886,0.000949781385103387,0.7449030916009667,8.968649643512859e-07,0.006353498837989754,0.28931707068846274,0.01836731417500255,0.40783869282425717,0.0034512973909940252,0.5329043136911711,2.634666464039969e-06,0.00811331745823674,0.42695440257415035,0.005596726494871773,0.4051708706121962,0.0013408167447527188,5.878563697204733,4.2865218272915507e-07,0.00515463693136333,0.6497917759599061,0.0065186367585216565,0.40849719764417325,-0.00022805512515418783,4.502785885592491,8.559509410954934e-07,0.006164244718106648,0.7556549909966299,0.003953503531939815,0.40588518873310103,0.0001656942572601535,5.645766822153622,0.05903899346033663,0.04123717358240141,0.02840735251150124,0.021781142746464865,0.01475503658138196,0.009695102997659641,0.008067888067229047,0.031912134229231,0.017801819877935218,0.012829821070900164,0.006626209765036371,0.007026106165082908,0.004791174583894739,0.0018959739302581741,0.008067888067229047
500.0500050005001,1.256,1.355,1.3474727390334028e-05,0.021595244525129485,0.06927168290205798,0.019994379332423897,0.40992215459686615,-0.010658983875669086,3.9416325432785793,3.575193239847804e-05,0.02365094545144215,0.10670938347758205,0.007040765974031227,0.40976313989676705,-0.0014024165337751565,5.74846737334863,3.434993747627424e-05,0.02423944950095778,0.1527739336475025,0.006228462034356951,0.40720589662502715,0.004382385383287603,3.3993116280915325,3.020377603244984e-05,0.032749276567247965,0.2217688976649889,0.0060868111345831945,0.40944957113875813,-0.0006576685277843469,1.135579285471925,8.968649643512859e-07,0.006353498837989754,0.2893204588532964,0.018457547570206508,0.40834571045559426,0.0043656939373875586,1.3246041027655782,2.634666464039969e-06,0.00811331745823674,0.4269555579962449,0.005718461876092763,0.40518549257380476,0.0016949815096925136,5.908504008402215,4.2865218272915507e-07,0.00515463693136333,0.6497918830638486,0.006622926679171405,0.4084926912733835,-0.0002833733594015617,4.544480006435158,8.559509410954934e-07,0.006164244718106648,0.755654477566425,0.003843156331197921,0.4058844899856754,0.00020837130529866845,5.652140104545333,0.0590373835264383,0.041235927762130226,0.0284068864840056,0.021780960071452776,0.014755016976540195,0.009695114687669981,0.008068226280638885,0.03193846171470685,0.01780145576430808,0.012829041278124622,0.0066259264125528225,0.00702594309491258,0.004791483010567464,0.001895307685333847,0.008068226280638885
600.0600060006001,1.256,1.355,1.3474727390334028e-05,0.021595244525129485,0.06927655602819446,0.020962158892258283,0.40711098394134126,-0.009333172616849376,4.771972583926355,3.575193239847804e-05,0.02365094545144215,0.1067097197158822,0.0030338244095885645,0.40866125998117364,-0.003152462686213396,0.9226038313914993,3.434993747627424e-05,0.02423944950095778,0.15278572058815593,0.0072453987916514945,0.4094847718398573,0.006031863464241438,4.3629501902356465,3.020377603244984e-05,0.032749276567247965,0.2217477262187661,0.006984821178726293,0.40888255002233426,-0.001205607133325736,1.525954531100557,8.968649643512859e-07,0.006353498837989754,0.2893340525698141,0.01660893891820359,0.4090011534500701,0.004619354510659397,2.0949994677472183,2.634666464039969e-06,0.00811331745823674,0.4269565975173756,0.005809148059767051,0.40520660401331665,0.0020539755769607517,5.949707917736008,4.2865218272915507e-07,0.00515463693136333,0.6498015275665538,0.006456469683704281,0.40848652954442005,-0.0003361297406136721,4.58075910022578,8.559509410954934e-07,0.006164244718106648,0.7556479852450939,0.0038180385398608537,0.4058840712373327,0.0002517441504122941,5.624717913347931,0.05903481424893296,0.04123331154263511,0.02840993214313113,0.021778524484738805,0.014754996477461394,0.009694949682209497,0.008068944462435803,0.03193823880327416,0.01780150270629784,0.012823379399503987,0.006631407658392322,0.007023528007277413,0.004792275676838848,0.0018937763381867432,0.008068944462435803
700.0700070007001,1.256,1.355,1.3474727390334028e-05,0.021595244525129485,0.06927436919032967,0.021201350205396017,0.4052634035774315,-0.004695073430061766,5.598775959523617,3.575193239847804e-05,0.02365094545144215,0.10671349085284901,0.00484161002899098,0.40766051914753276,-0.0009165543574942552,3.3307355769704743,3.434993747627424e-05,0.02423944950095778,0.1527616348808878,0.006803083835520929,0.41126670032006746,0.0018401443181878373,5.371643219245175,3.020377603244984e-05,0.032749276567247965,0.22177997314665465,0.007695341279028695,0.40844785522972016,-0.0002721623087221847,1.9480542461542019,8.968649643512859e-07,0.006353498837989754,0.28932672408761384,0.014717716659371393,0.4096387194472988,0.0041376962381153275,2.8627632457664944,2.634666464039969e-06,0.00811331745823674,0.42695633602963734,0.0058515250851453055,0.4052346230274308,0.0024161358469605475,6.000216146225888,4.2865218272915507e-07,0.00515463693136333,0.6497977551360923,0.0063640339661373896,0.40848090438584495,-0.00038603019293190807,4.561761476066734,8.559509410954934e-07,0.006164244718106648,0.7556503789306221,0.003924399762150754,0.40588349173024574,0.0002957790037185972,5.628383862261514,0.05903356849814945,0.04123955646952874,0.02840609762934405,0.021777785526962478,0.014755012805457858,0.009694994476931562,0.00806933521135672,0.03194327428914929,0.01779401202862071,0.01283345884018469,0.0066283121023815745,0.007022772721504619,0.004792657502049283,0.0018930200920518536,0.00806933521135672
800.0800080008001,1.256,1.355,1.3474727390334028e-05,0.021595244525129485,0.06927325176527493,0.017685116556918505,0.40468837335921337,0.0022376352515855093,0.2404576597791106,3.575193239847804e-05,0.02365094545144215,0.10671102212692976,0.009246431813604395,0.40823066903859406,0.0020553534223345343,4.527459034852871,3.434993747627424e-05,0.02423944950095778,0.15276934783960094,0.004823156287079633,0.4107621245465523,-0.0040349617320104975,0.1259658133476762,3.020377603244984e-05,0.032749276567247965,0.22176947921252702,0.007504940418569143,0.40858140900139517,0.0011416690124543103,2.4049660251998954,8.968649643512859e-07,0.006353498837989754,0.2894382426214883,0.011475134063748978,0.41010574092182034,0.003116922324869667,3.918095175921823,2.634666464039969e-06,0.00811331745823674,0.4269529846562379,0.0059125088327552176,0.40527058004651656,0.002779829867585028,6.053822934560729,4.2865218272915507e-07,0.00515463693136333,0.6497934383008801,0.006540301891189159,0.40847428886348813,-0.00043590099551580415,4.558971284203904,8.559509410954934e-07,0.006164244718106648,0.7556535758050982,0.003924748304876923,0.4058837945069948,0.0003410974209527362,5.658426316746072,0.05903859796577561,0.04123652511086135,0.028407359560634657,0.021767545526045262,0.014755139211055198,0.009695080938143428,0.008070068741312783,0.03192726862899991,0.017802072854914253,0.012829165550226692,0.006639814034589396,0.007012406314990065,0.004793466222880846,0.0018916042468615688,0.008070068741312783
900.0900090009002,1.256,1.355,1.3474727390334028e-05,0.021595244525129485,0.06927664102433803,0.012162722149144056,0.4062853322500646,0.009637104625668488,1.123988495590309,3.575193239847804e-05,0.02365094545144215,0.10670623266398223,0.012809456522364916,0.4094485603469211,0.0013779005460511158,5.429620675342768,3.434993747627424e-05,0.02423944950095778,0.15277710195582853,0.002615763805077162,0.4086526926288827,-0.005896690225256851,1.3134110117253215,3.020377603244984e-05,0.032749276567247965,0.22176413160419073,0.007391922880438191,0.4091675301174809,0.0015901949850936803,2.7626084857712137,8.968649643512859e-07,0.006353498837989754,0.28946960494289337,0.007210376880991908,0.4103671538259482,0.0019215833474107147,5.628369243806074,2.634666464039969e-06,0.00811331745823674,0.4269556946407739,0.00595982365971815,0.4053144980639054,0.0031420100862755507,6.102764924508014,4.2865218272915507e-07,0.00515463693136333,0.6497938633373186,0.006755753675578774,0.4084683177752603,-0.0004854950984796763,4.597374783664577,8.559509410954934e-07,0.006164244718106648,0.7556538174350584,0.003805224309582697,0.40588414301459896,0.0003862269135892889,5.675808557836155,0.059045888445382944,0.04123375507470774,0.02840799674358354,0.02176345260128688,0.014755053845598033,0.009695102370846729,0.008070501059347167,0.031900532248054496,0.017812133370675214,0.0128257583311242,0.0066445441422966585,0.0070083987556888465,0.004793802111001988,0.0018907506752488792,0.008070501059347167
