Time,Stellar mass,Stellar radius,Planet 1 mass,Planet 1 radius,Planet 1 semi maj,Planet 1 ecc,Planet 1 inclination,Planet 1 Omega,Planet 1 omega,Planet 2 mass,Planet 2 radius,Planet 2 semi maj,Planet 2 ecc,Planet 2 inclination,Planet 2 Omega,Planet 2 omega,Planet 3 mass,Planet 3 radius,Planet 3 semi maj,Planet 3 ecc,Planet 3 inclination,Planet 3 Omega,Planet 3 omega,Planet 4 mass,Planet 4 radius,Planet 4 semi maj,Planet 4 ecc,Planet 4 inclination,Planet 4 Omega,Planet 4 omega,Planet 5 mass,Planet 5 radius,Planet 5 semi maj,Planet 5 ecc,Planet 5 inclination,Planet 5 Omega,Planet 5 omega,Planet 6 mass,Planet 6 radius,Planet 6 semi maj,Planet 6 ecc,Planet 6 inclination,Planet 6 Omega,Planet 6 omega,N pairs:1-2,N pairs:2-3,N pairs:3-4,N pairs:4-5,N pairs:5-6,1 Planets,2 Planets,3 Planets,4 Planets,5 Planets,6 Planets
0.0,0.68,0.67,5.683708971799233e-07,0.0059813344964808985,0.055835983672459004,0.02436925775828032,0.02268179315696683,-2.8822306664132604,0.31042515782541713,1.4469201269327565e-06,0.006968280677799268,0.07487777772125577,0.02352437036966254,0.005339414170428689,0.09388853718441983,2.1612744944639655,3.9970558720532846e-06,0.009798158279423647,0.13743945362627832,0.018044931443522812,0.0010784377574615239,-1.3093686275003558,4.185253904405396,4.840121836069595e-07,0.005219653700109536,0.18765420735703786,0.02043564756892971,0.0021109580018262666,-0.009727540653011329,0.2798125175019175,3.282852272850962e-07,0.0048506358443586,0.4195086702598717,0.013484763435586633,0.010439827263195593,-1.8090044722166445,4.713458475905063,2.4597200710933684e-05,0.022036764422738064,0.7056087156926162,0.011608249232702927,0.00013257203695691977,1.8446089798775782,6.278335919233943,0.03864919302126583,0.022671158241132115,0.016606067176579364,0.00718029670029491,0.0024231558043138917,0.020144101070583995,0.015978034780133717,0.005818929783999447,0.007680010586942298,0.006749062065876476,0.0024231558043138917
100.01000100010002,0.68,0.67,5.683708971799233e-07,0.0059813344964808985,0.05583580645369297,0.02179254547816112,0.02249890795550693,-3.0532302330333563,0.608278115634187,1.4469201269327565e-06,0.006968280677799268,0.0748777764541559,0.02456372661464285,0.005561091628439102,-0.15435247215549774,2.4706192145799015,3.9970558720532846e-06,0.009798158279423647,0.1374397262359475,0.017871913500280015,0.0010444501179863069,-1.3143532823766857,4.2121493911210806,4.840121836069595e-07,0.005219653700109536,0.18765035913588596,0.02088563655096694,0.002183739242779262,-0.0717417284187299,0.4546172487189706,3.282852272850962e-07,0.0048506358443586,0.4195135499264572,0.013092597669021471,0.010439405160165059,-1.835486687230254,4.739685528152515,2.4597200710933684e-05,0.022036764422738064,0.7056085973279824,0.011610593348432192,0.00013133814338987636,1.8250407979802445,0.015133783562084169,0.03865969534444435,0.022670972344049172,0.01660671664019017,0.0071880070813951785,0.002423680983553019,0.020118713198353722,0.01598872300039518,0.005825968603274232,0.007665599687767111,0.0067557230694548125,0.002423680983553019
200.02000200020004,0.68,0.67,5.683708971799233e-07,0.0059813344964808985,0.05583561805250766,0.019124787243891116,0.02228448028367551,3.0571480448556487,0.9127482937843787,1.4469201269327565e-06,0.006968280677799268,0.07487806122035036,0.025481551131687225,0.005848703772886384,-0.38990599209816357,2.770054580614982,3.9970558720532846e-06,0.009798158279423647,0.13743941340811014,0.017696249960460077,0.0010119373577609624,-1.3106883487782541,4.2314688501897795,4.840121836069595e-07,0.005219653700109536,0.18765310551924266,0.021667685150040285,0.00225386384522471,-0.1323300484222893,0.6299508896367145,3.282852272850962e-07,0.0048506358443586,0.41950552874286706,0.012610705078949196,0.010440361569887029,-1.8619038340954173,4.79378368252549,2.4597200710933684e-05,0.022036764422738064,0.7056087067907987,0.011613296651807112,0.00013010602610891975,1.8053005829658642,0.0352656736125585,0.03866218528151784,0.022670882252178587,0.016607026496322418,0.007196048778947741,0.0024238625683426843,0.020109581842922622,0.015991303029339248,0.0058335603580538875,0.007650058136054555,0.006763401189727457,0.0024238625683426843
300.03000300030004,0.68,0.67,5.683708971799233e-07,0.0059813344964808985,0.05583568727463615,0.016300692761786598,0.02204412692267482,2.8830980380520246,1.2295714676388947,1.4469201269327565e-06,0.006968280677799268,0.0748778177527002,0.026290930610589326,0.006182849194723656,-0.611442191990329,3.058231616305653,3.9970558720532846e-06,0.009798158279423647,0.13743962842004773,0.01750616187579285,0.000982671979925769,-1.2980660086441982,4.239614074998954,4.840121836069595e-07,0.005219653700109536,0.1876515697467701,0.022322077886345187,0.002321385708282285,-0.19159577331760036,0.792520321259528,3.282852272850962e-07,0.0048506358443586,0.41950090544583335,0.01258838094003884,0.010440333342170125,-1.8885975133589001,4.870106204212119,2.4597200710933684e-05,0.022036764422738064,0.7056088434419409,0.011617143572669983,0.0001288370598270304,1.7852222041496864,0.055532534633559116,0.0386573080548229,0.022670695035806373,0.01660764071282002,0.007204594922453039,0.002424358935048895,0.020115563260753037,0.015986613019016528,0.005841227401730019,0.007634154559639875,0.006770954139387582,0.002424358935048895
400.0400040004001,0.68,0.67,5.683708971799233e-07,0.0059813344964808985,0.0558362178244795,0.013389338626892395,0.021773416640292743,2.707935783023552,1.5625871852985433,1.4469201269327565e-06,0.006968280677799268,0.07487781682091867,0.026960956828563806,0.006542441403852707,-0.8198402340826324,3.3350711143451788,3.9970558720532846e-06,0.009798158279423647,0.13743946701643925,0.017293793734643816,0.0009584694439948034,-1.2765803217843565,4.239647135556107,4.840121836069595e-07,0.005219653700109536,0.18765251107467637,0.02316517962921662,0.002385876023245602,-0.24992244612322345,0.9573753402448162,3.282852272850962e-07,0.0048506358443586,0.41950944196528994,0.012675111872481902,0.01044099177847611,-1.9149802408936694,4.907253273030635,2.4597200710933684e-05,0.022036764422738064,0.7056087225190651,0.011619391323746897,0.00012758018135447237,1.7651478396153595,0.07596405569506803,0.03865009974169132,0.022670554063528255,0.016608194651528567,0.00721339597474217,0.0024245546768053784,0.020126112360457797,0.01597954567816306,0.005849468387394984,0.007617166303905022,0.006779364695422873,0.0024245546768053784
500.0500050005001,0.68,0.67,5.683708971799233e-07,0.0059813344964808985,0.05583671747114232,0.010447587054150456,0.021465029412095528,2.5316716421927308,1.9347646664780616,1.4469201269327565e-06,0.006968280677799268,0.07487724128753082,0.027512409739062684,0.006908351057777617,-1.0168272761990702,3.6021859424240787,3.9970558720532846e-06,0.009798158279423647,0.137439718954794,0.017085634968592212,0.0009412878697129343,-1.2471942478822082,4.229712295029561,4.840121836069595e-07,0.005219653700109536,0.18765180951907792,0.02391298506366229,0.002446957233891742,-0.3070803768984825,1.1094593623808429,3.282852272850962e-07,0.0048506358443586,0.4195276879924951,0.012480673550254293,0.010441551129445325,-1.9414870273416298,4.92502034448543,2.4597200710933684e-05,0.022036764422738064,0.7056083636531163,0.01162031848810592,0.00012630463503505703,1.7447977103210697,0.09667715268071486,0.03864789482434194,0.022670350220366127,0.016608841776297324,0.007222293582191026,0.0024246946864729534,0.020127681434735718,0.015977544603975817,0.005857874337625924,0.007599796572117695,0.006787984624149554,0.0024246946864729534
600.0600060006001,0.68,0.67,5.683708971799233e-07,0.0059813344964808985,0.055836635067571284,0.007570224762341151,0.021111869384427922,2.353556836787563,2.384395336570517,1.4469201269327565e-06,0.006968280677799268,0.07487759467568267,0.027934775891212623,0.007266328030690655,-1.2049894190908912,3.861835185198768,3.9970558720532846e-06,0.009798158279423647,0.13743960296372484,0.01684753539779588,0.0009326279451646393,-1.2117345591914583,4.213900648852819,4.840121836069595e-07,0.005219653700109536,0.18765130502091082,0.024800877955185163,0.0025052770503233087,-0.3632042255038666,1.2661518351749894,3.282852272850962e-07,0.0048506358443586,0.4195089143744656,0.011890379359861092,0.010441474334862774,-1.9680023623588077,4.973792633912768,2.4597200710933684e-05,0.022036764422738064,0.7056086286697527,0.011623921337675544,0.00012500660157947028,1.7242953815369304,0.11769369416497533,0.03865627552454046,0.022670186136181436,0.016609605250154758,0.007231975335605441,0.0024252639778555257,0.020108888983813612,0.015986089388359017,0.005866403062175957,0.0075819925898000465,0.006796526506349909,0.0024252639778555257
700.0700070007001,0.68,0.67,5.683708971799233e-07,0.0059813344964808985,0.05583632397617906,0.00519575261613587,0.020722336550590317,2.1727370978205305,3.0262353675038707,1.4469201269327565e-06,0.006968280677799268,0.07487743457001785,0.028232723437799995,0.00760932762014894,-1.386405192960984,4.114921993599387,3.9970558720532846e-06,0.009798158279423647,0.13743961042704625,0.01663199451780778,0.0009337425756914725,-1.1726962637739677,4.192966525531713,4.840121836069595e-07,0.005219653700109536,0.18765315715401204,0.025667206041964187,0.002560663784585706,-0.41841282538105534,1.406483939468849,3.282852272850962e-07,0.0048506358443586,0.41950633200189735,0.011683640858610464,0.010442367606046095,-1.9945355810912022,5.046437106789657,2.4597200710933684e-05,0.022036764422738064,0.7056086942748097,0.011626585203986434,0.0001237052707148244,1.7035343782591974,0.13879802412921727,0.03867486551837795,0.02267002126711172,0.01661016798904573,0.007241355857385663,0.002425439766877404,0.020071114957659796,0.016004844251266234,0.0058750464602076525,0.007563979726948731,0.00680555531307793,0.002425439766877404
800.0800080008001,0.68,0.67,5.683708971799233e-07,0.0059813344964808985,0.055836072077808344,0.0041870165939481615,0.02031082644366426,1.9884552152630581,3.9889592047223537,1.4469201269327565e-06,0.006968280677799268,0.0748778441449972,0.028380262374615977,0.007933374505472686,-1.562644229833901,4.3626730774904106,3.9970558720532846e-06,0.009798158279423647,0.1374397063986825,0.01637438090119434,0.0009453007163226312,-1.1331344055478658,4.170549603557709,4.840121836069595e-07,0.005219653700109536,0.18764889447737065,0.026475532438115398,0.002612766486272479,-0.47269775426721444,1.5549248950122978,3.282852272850962e-07,0.0048506358443586,0.4195135601427026,0.0118721321147487,0.010441907358894286,-2.021010784288844,5.097889052070097,2.4597200710933684e-05,0.022036764422738064,0.7056086425812015,0.011628575088739684,0.00012238449610581375,1.682677469328402,0.15985297606999005,0.038699380532173075,0.022669812624751064,0.016611245907743526,0.007251031535132181,0.002425987817828782,0.02002192887724599,0.016029567907422014,0.005883530551633568,0.007546158838578014,0.006814135416710699,0.002425987817828782
900.0900090009002,0.68,0.67,5.683708971799233e-07,0.0059813344964808985,0.05583564146419605,0.005383350743190364,0.01990254690577838,1.8002270750333131,4.916875922780715,1.4469201269327565e-06,0.006968280677799268,0.0748778312191471,0.02839212914550242,0.008238377851757964,-1.7347399516952358,4.605626172199088,3.9970558720532846e-06,0.009798158279423647,0.13743944642317937,0.016147359947366026,0.0009672090897366812,-1.0961661974809265,4.151209967236122,4.840121836069595e-07,0.005219653700109536,0.18765420564155696,0.027503447027569128,0.0026619866015676406,-0.5258688363054357,1.6888842870175012,3.282852272850962e-07,0.0048506358443586,0.41951164857596496,0.011734523855060998,0.010442577830552944,-2.0474835510854494,5.117362813114227,2.4597200710933684e-05,0.022036764422738064,0.7056086891630832,0.011630138437788566,0.0001210612659894558,1.661578292687494,0.18134461427942838,0.03872237163831869,0.022669688088312337,0.016611698120350682,0.007260354168672082,0.0024262349584264487,0.01997705091876327,0.016052683550006355,0.005892266724950758,0.007528222766787806,0.0068229636381473245,0.0024262349584264487
