Time,Stellar mass,Stellar radius,Planet 1 mass,Planet 1 radius,Planet 1 semi maj,Planet 1 ecc,Planet 1 inclination,Planet 1 Omega,Planet 1 omega,Planet 2 mass,Planet 2 radius,Planet 2 semi maj,Planet 2 ecc,Planet 2 inclination,Planet 2 Omega,Planet 2 omega,Planet 3 mass,Planet 3 radius,Planet 3 semi maj,Planet 3 ecc,Planet 3 inclination,Planet 3 Omega,Planet 3 omega,Planet 4 mass,Planet 4 radius,Planet 4 semi maj,Planet 4 ecc,Planet 4 inclination,Planet 4 Omega,Planet 4 omega,Planet 5 mass,Planet 5 radius,Planet 5 semi maj,Planet 5 ecc,Planet 5 inclination,Planet 5 Omega,Planet 5 omega,Planet 6 mass,Planet 6 radius,Planet 6 semi maj,Planet 6 ecc,Planet 6 inclination,Planet 6 Omega,Planet 6 omega,Planet 7 mass,Planet 7 radius,Planet 7 semi maj,Planet 7 ecc,Planet 7 inclination,Planet 7 Omega,Planet 7 omega,N pairs:1-2,N pairs:2-3,N pairs:3-4,N pairs:4-5,N pairs:5-6,N pairs:6-7,1 Planets,2 Planets,3 Planets,4 Planets,5 Planets,6 Planets,7 Planets
0.0,0.737,0.707,2.1372942573399623e-05,0.015197383378303037,0.036897009493455014,0.01837759188245663,0.7492213998837434,0.0,2.1397710683391686,4.462411897973151e-05,0.0187406786840754,0.11244456453940954,0.017917049277229636,0.7749054386175385,0.0,0.8408617965793024,6.190550549942746e-07,0.005679143341441971,0.15624815029103736,0.010877686953490156,0.7665640203187942,0.0,2.266794846836655,6.727177702109031e-06,0.014701521540448667,0.23445750873825433,0.016193673309529238,0.7643189046176511,0.0,0.551829123141407,7.2584307767447966e-06,0.013200260200820638,0.3634572427779887,0.012196088617956539,0.7592587494495231,0.0,4.1736237024040435,2.5579507431341964e-05,0.030808757157528854,0.4785440285813199,0.011918709456467669,0.762850988993208,0.0,4.086426438174441,4.436754915499415e-07,0.00552538279949123,0.7325145970506277,0.012254906235613183,0.765348425134465,0.0,4.288584944453433,0.029240801629634324,0.02102760279517231,0.014022907126243484,0.009033977044834041,0.006596845817869517,0.004480285930706272,0.05986138355607188,0.008224582170767896,0.006993860019435823,0.004719511714956448,0.002491114523785954,0.0025691013254123757,0.004254015211581707
100.01000100010002,0.737,0.707,2.1372942573399623e-05,0.015197383378303037,0.03689663525463289,0.017301306792626894,0.7496413912102294,0.005753077598302516,2.2770745190599726,4.462411897973151e-05,0.0187406786840754,0.11244590994849218,0.018189689295574813,0.7747178812978729,-0.0020936776254125,0.9127191877289169,6.190550549942746e-07,0.005679143341441971,0.1562441632201398,0.004791298165582418,0.7698611933304107,0.007768130035893231,5.307697178243002,6.727177702109031e-06,0.014701521540448667,0.23445189720894716,0.01580625851399431,0.7643965980007259,0.0009502406657847962,0.663120675286021,7.2584307767447966e-06,0.013200260200820638,0.3634607357001198,0.009758819739012888,0.759332057218004,0.0011414296500063933,4.435711426660907,2.5579507431341964e-05,0.030808757157528854,0.4785437710796911,0.012778798647522231,0.7628373594947105,-8.618225032438757e-05,4.064617053381018,4.436754915499415e-07,0.00552538279949123,0.7324834800516823,0.012383304681307205,0.7653473987703463,-0.00011125709501637699,4.325608269298963,0.02924073970748832,0.02100601625314866,0.014011106182724935,0.009032566152819652,0.006593248931148949,0.004479221405846128,0.05983880938258111,0.008254260992200774,0.0069951971648314695,0.004704945698192817,0.002502069600984358,0.0025590626095930253,0.004256703863701025
200.02000200020004,0.737,0.707,2.1372942573399623e-05,0.015197383378303037,0.0368968652683775,0.01619566856714321,0.7508850785852528,0.011227494478711455,2.417899733430719,4.462411897973151e-05,0.0187406786840754,0.11244548133263235,0.018265179667879453,0.7742026006309745,-0.003985058326084428,0.985284229182005,6.190550549942746e-07,0.005679143341441971,0.15619318447992053,0.01859602780743703,0.77693590796623,0.007766786634527539,6.2041751167969155,6.727177702109031e-06,0.014701521540448667,0.234453062800524,0.016241111943324348,0.7646367515912883,0.0018661692788235224,0.780749599727173,7.2584307767447966e-06,0.013200260200820638,0.3633857131036955,0.006066534289153231,0.7595485496366011,0.0022592786223621687,3.927554042110928,2.5579507431341964e-05,0.030808757157528854,0.47857839203615765,0.013861117574091732,0.7627972525680984,-0.0001675791950284134,4.1974434175854896,4.436754915499415e-07,0.00552538279949123,0.7324543172816068,0.012176451963876232,0.7653439940717025,-0.00022315637761656837,4.313300500376357,0.029240931663778,0.02101356603610178,0.012786827895151318,0.009033173706819709,0.0065810676546562575,0.004475282531276563,0.05982864764410097,0.00701620560512813,0.008477173277317058,0.005371325432222474,0.0016994218632057781,0.0024502456930364925,0.004264173161145243
300.03000300030004,0.737,0.707,2.1372942573399623e-05,0.015197383378303037,0.0368967356657808,0.0150761628142692,0.7528839817698209,0.01617632094205552,2.5641730017172737,4.462411897973151e-05,0.0187406786840754,0.11244544047772503,0.01831286145750471,0.7734706554101585,-0.005573890889658097,1.0490104765354697,6.190550549942746e-07,0.005679143341441971,0.1562419379283033,0.028929747065007203,0.7819075084670248,-0.0013533766061178238,0.5236800299928426,6.727177702109031e-06,0.014701521540448667,0.23445217943925725,0.01587668603307038,0.7650467574989952,0.0026943880658995317,0.8997203012052593,7.2584307767447966e-06,0.013200260200820638,0.36335089895044026,0.011279376555327177,0.7599080175748258,0.003282352914922503,3.590197085787023,2.5579507431341964e-05,0.030808757157528854,0.47858727294983017,0.013058076807830086,0.762730801968734,-0.0002282513036422553,4.351034112698182,4.436754915499415e-07,0.00552538279949123,0.7324982321369583,0.012075827170884191,0.7653381362639187,-0.00033579709049096697,4.342405698462493,0.029240993304338436,0.02098680702171038,0.01162954344359022,0.009029682484411418,0.006564612084793824,0.004467568754610424,0.059795244438366355,0.005911211422952187,0.009650771136940559,0.0057314626363568185,0.00202940445563464,0.0017191695953858181,0.004267121712885207
400.0400040004001,0.737,0.707,2.1372942573399623e-05,0.015197383378303037,0.03689672610464264,0.013947550839461552,0.7555393642137486,0.020395037292344056,2.717720951876613,4.462411897973151e-05,0.0187406786840754,0.11244512712136089,0.018432344579468928,0.7726214986359644,-0.006884947032841777,1.1046842023660775,6.190550549942746e-07,0.005679143341441971,0.15623998621576146,0.031953311572881025,0.7803864950211231,-0.013750183784397461,1.0974196019347442,6.727177702109031e-06,0.014701521540448667,0.23444837595797124,0.016458817443128045,0.7656193084747088,0.0033610517280184037,0.9958836045163784,7.2584307767447966e-06,0.013200260200820638,0.36339725268950446,0.016672324903078364,0.7603846913491868,0.004199282098075648,3.929797381867501,2.5579507431341964e-05,0.030808757157528854,0.47857137592768245,0.011123871965915869,0.7626444561702211,-0.00026726172139413245,4.369266219926002,4.436754915499415e-07,0.00552538279949123,0.7324973830979928,0.012300260577530963,0.7653294659166622,-0.0004498687665233628,4.32685414971703,0.029241203216233094,0.020966147150726658,0.011075786893310565,0.009016483419232422,0.006538073841451589,0.0044566087576109956,0.05976733552737603,0.0053892268545306056,0.01040119017072474,0.005668509939206645,0.00203247841932713,0.0016552116514397914,0.004187536608327781
500.0500050005001,0.737,0.707,2.1372942573399623e-05,0.015197383378303037,0.03689688607719613,0.012808435934426102,0.7587356710719935,0.023721530988454843,2.8798654926701666,4.462411897973151e-05,0.0187406786840754,0.1124463418457991,0.018750992517374762,0.7716833812466968,-0.007996755896999037,1.1621453491541365,6.190550549942746e-07,0.005679143341441971,0.1561873525164562,0.028608258705141915,0.7728886939961799,-0.02100728954547152,1.6624677976590263,6.727177702109031e-06,0.014701521540448667,0.23444983749161497,0.01616697832656438,0.7663201441884057,0.003791447049080281,1.132650406796233,7.2584307767447966e-06,0.013200260200820638,0.3634051989719202,0.01616877250239998,0.760979633140611,0.004952247269020626,4.256711771317099,2.5579507431341964e-05,0.030808757157528854,0.4785615181783466,0.011017531421407798,0.7625374356616879,-0.0002725729049051464,4.273157701230622,4.436754915499415e-07,0.00552538279949123,0.7325085777525723,0.012031857504703774,0.7653173062413022,-0.0005666697724785371,4.345236131406972,0.02924123391160058,0.020963677715162707,0.011232426654733677,0.009002413786363777,0.00651002448187504,0.004440976844929641,0.05975890739861112,0.005551736968890844,0.010614250074009715,0.005238341385347387,0.0017322672646165,0.0019109885909572935,0.004291895092479756
600.0600060006001,0.737,0.707,2.1372942573399623e-05,0.015197383378303037,0.03689668982349105,0.011670144834970522,0.7623446692599032,0.02602850378052508,3.054427501933411,4.462411897973151e-05,0.0187406786840754,0.11244499589058832,0.019149959102149602,0.7706191615584703,-0.008936330362494674,1.2280618706426525,6.190550549942746e-07,0.005679143341441971,0.15623230941059146,0.018734176322812924,0.7644231760882342,-0.018306004277034865,2.1968407582760534,6.727177702109031e-06,0.014701521540448667,0.23445503038332058,0.016659466617541946,0.7670956133763288,0.003938907828604239,1.2261864044723874,7.2584307767447966e-06,0.013200260200820638,0.3633991700312171,0.012641424024785283,0.7616405017568412,0.005534380141421058,4.27119838633162,2.5579507431341964e-05,0.030808757157528854,0.4785672762111662,0.012130949200001694,0.7624214149100226,-0.000244786891186849,4.313991741036564,4.436754915499415e-07,0.00552538279949123,0.7324752414287252,0.012374822144005409,0.7653021076245478,-0.0006849122625212791,4.36769042173785,0.029242026256646014,0.020973729747999534,0.012043762181001188,0.008982395825290552,0.006473274742260388,0.004422178766347105,0.05978206503876265,0.006358741401396084,0.010090015773303228,0.004229881284228522,0.001986276044179467,0.002354897938349145,0.00429450024292909
700.0700070007001,0.737,0.707,2.1372942573399623e-05,0.015197383378303037,0.0368968819418471,0.01054723258284852,0.766222344492709,0.027219256952526232,3.244305407587295,4.462411897973151e-05,0.0187406786840754,0.1124452542871532,0.019474791977933996,0.7693873223810167,-0.009623038579021371,1.3051027172709038,6.190550549942746e-07,0.005679143341441971,0.15623542328029846,0.003892449566013595,0.7607900254311336,-0.008316892309123478,2.783340640111307,6.727177702109031e-06,0.014701521540448667,0.23445538000946137,0.016722279438691163,0.76788588103435,0.003793228786631366,1.365159526012012,7.2584307767447966e-06,0.013200260200820638,0.3634132306233984,0.014285737016132193,0.7623768015437601,0.005908422114081402,4.140251673983387,2.5579507431341964e-05,0.030808757157528854,0.4785614075116099,0.01171650221842894,0.7622922638035333,-0.00017492208354696933,4.42317288110641,4.436754915499415e-07,0.00552538279949123,0.7324903646018204,0.0120259222491858,0.765282719063606,-0.0008052873641147886,4.37129049039658,0.029242326085195534,0.020990127890164263,0.01329404882793804,0.00896286537497111,0.006436338910497605,0.0043984145890255235,0.059802963471340086,0.007571369737032638,0.008341765345929978,0.003969294815246889,0.0027931831333667012,0.0023184336163381606,0.0042966806611243425
800.0800080008001,0.737,0.707,2.1372942573399623e-05,0.015197383378303037,0.0368966779514405,0.009467399705048299,0.770206698040865,0.027235581011710103,3.453187510813648,4.462411897973151e-05,0.0187406786840754,0.11244556748224832,0.01961583380143219,0.7680135796440279,-0.00990413678231568,1.382249546687456,6.190550549942746e-07,0.005679143341441971,0.156182730565573,0.01129940337728052,0.7638570806624984,0.0005442120275220677,0.14422519942450762,6.727177702109031e-06,0.014701521540448667,0.2344643044799131,0.016796690282278943,0.7686405089169001,0.0033766976362397767,1.4567381931677703,7.2584307767447966e-06,0.013200260200820638,0.3634711056692523,0.018474010868110735,0.7631230364898774,0.006079992140847067,4.352729802229144,2.5579507431341964e-05,0.030808757157528854,0.47854270366538565,0.010272498750708271,0.7621651346634393,-6.429173993339365e-05,4.402961622458937,4.436754915499415e-07,0.00552538279949123,0.7324985672598612,0.012147937221589538,0.7652591684426836,-0.0009282850573260828,4.4017935482662764,0.029242405923062004,0.02103840626101967,0.014022779723449723,0.008941828248059037,0.006395160120473985,0.004372284910682784,0.05984026244008152,0.00821358893404644,0.0069111898733152126,0.004703950249886485,0.002843038817262,0.002284707367246003,0.004295519953309969
900.0900090009002,0.737,0.707,2.1372942573399623e-05,0.015197383378303037,0.036896946894118786,0.00847940347994459,0.7741228398572256,0.026072846042681248,3.6867583943772355,4.462411897973151e-05,0.0187406786840754,0.11244520674396534,0.019560677137618835,0.7666096548623085,-0.009660695929616828,1.4549017357781349,6.190550549942746e-07,0.005679143341441971,0.15624001666596618,0.02442288198673158,0.7701161216977214,0.0010335614063665117,0.7004044849943103,6.727177702109031e-06,0.014701521540448667,0.23445558956285623,0.016772069771239455,0.7693255991554662,0.0027212972085897524,1.5898061154942473,7.2584307767447966e-06,0.013200260200820638,0.3633969367821029,0.017753007390956893,0.7638878033828516,0.00603273685391827,4.737362525482228,2.5579507431341964e-05,0.030808757157528854,0.47857094683534146,0.010831339850195496,0.7620378215060096,9.149311641418995e-05,4.274581068445784,4.436754915499415e-07,0.00552538279949123,0.7324977206421017,0.012128515886240959,0.7652300916216329,-0.0010520281214788704,4.380435905648859,0.029242436523641953,0.021036395136426952,0.014023289369061706,0.008931551639601479,0.006353485102141296,0.004342745235947549,0.05983383924783854,0.008219794025208033,0.0068798311314385765,0.004712170829899775,0.002911397301436479,0.002238920876450844,0.004294074997201282
