Time,Stellar mass,Stellar radius,Planet 1 mass,Planet 1 radius,Planet 1 semi maj,Planet 1 ecc,Planet 1 inclination,Planet 1 Omega,Planet 1 omega,Planet 2 mass,Planet 2 radius,Planet 2 semi maj,Planet 2 ecc,Planet 2 inclination,Planet 2 Omega,Planet 2 omega,Planet 3 mass,Planet 3 radius,Planet 3 semi maj,Planet 3 ecc,Planet 3 inclination,Planet 3 Omega,Planet 3 omega,Planet 4 mass,Planet 4 radius,Planet 4 semi maj,Planet 4 ecc,Planet 4 inclination,Planet 4 Omega,Planet 4 omega,Planet 5 mass,Planet 5 radius,Planet 5 semi maj,Planet 5 ecc,Planet 5 inclination,Planet 5 Omega,Planet 5 omega,N pairs:1-2,N pairs:2-3,N pairs:3-4,N pairs:4-5,1 Planets,2 Planets,3 Planets,4 Planets,5 Planets
0.0,1.096,1.255,2.7948107815589655e-06,0.009217262230379148,0.13611398522586454,0.022179602504866808,1.426254538809385,0.0,4.125619452927296,1.8141499249432387e-06,0.007191930151304465,0.21404755469497586,0.01506593491293631,1.4385496451642577,0.0,5.775286028461311,5.938164092964265e-07,0.005834994687239836,0.23965387334954413,0.018991012475963395,1.421051569892013,0.0,5.291195772354297,1.0854035685415817e-06,0.006606347642446337,0.2727748460606256,0.01838435975532627,1.421435307796747,0.0,2.573506275295065,2.665082411496453e-06,0.0078276267197596,0.703532330358426,0.014720434401422188,1.4261270789994822,0.0,6.266917472575402,0.02726471304530441,0.020164479691238274,0.02139710924005729,0.008295119972531365,0.011431744361803173,0.008450442093478523,0.004447622050541495,0.010261863467845671,0.008295119972531365
100.01000100010002,1.096,1.255,2.7948107815589655e-06,0.009217262230379148,0.13611300764990833,0.02237186465534743,1.4262597507023616,0.00011802431124936223,4.134184211253759,1.8141499249432387e-06,0.007191930151304465,0.21405137817954414,0.01468271282064066,1.4384617980951604,-0.00116693709109039,5.813272897438114,5.938164092964265e-07,0.005834994687239836,0.23966275102964998,0.01866051120255055,1.4213102875899102,0.002171134004994587,5.472311949516711,1.0854035685415817e-06,0.006606347642446337,0.27276632940635437,0.018615255801610903,1.421423332344514,0.0004007437365059888,2.6876496035492536,2.665082411496453e-06,0.0078276267197596,0.7035322967678224,0.014720400656788798,1.426127059317647,7.977341898873167e-07,6.267373218946463,0.027263915141966823,0.020173300331322377,0.02139796019355141,0.008295120360344483,0.011443243781136148,0.008431172871925817,0.004454841167090983,0.01026308931854692,0.008295120360344483
200.02000200020004,1.096,1.255,2.7948107815589655e-06,0.009217262230379148,0.1361141390121229,0.02239909086977919,1.4262747894702892,0.00023543712230157657,4.157291676939252,1.8141499249432387e-06,0.007191930151304465,0.21404721869514462,0.014107062948071129,1.4381988574169962,-0.0022917118004852546,5.857903590299019,5.938164092964265e-07,0.005834994687239836,0.23961471612283977,0.019326590953001006,1.4220653891934545,0.004186031959870459,5.630599515982521,1.0854035685415817e-06,0.006606347642446337,0.2728010470845274,0.019161063067780794,1.4213992703133895,0.000819946479030843,2.793448547657958,2.665082411496453e-06,0.0078276267197596,0.703532357512997,0.014719933828872957,1.4261269979100237,1.6018575013134627e-06,6.267943523043732,0.027263993010531923,0.02020942441155057,0.02128997557142205,0.008295119530088692,0.011445644877690413,0.008351614059246674,0.004602548341103507,0.010192236519329627,0.008295119530088692
300.03000300030004,1.096,1.255,2.7948107815589655e-06,0.009217262230379148,0.13611281244864082,0.022663272161085806,1.4262989567835016,0.00035041270708131877,4.168705154963813,1.8141499249432387e-06,0.007191930151304465,0.214052117685989,0.01370802097618777,1.4377768221241085,-0.003353461247184946,5.89265707103368,5.938164092964265e-07,0.005834994687239836,0.23966934792223016,0.018774090725407363,1.423278215340414,0.0060004958994538974,5.800834086474146,1.0854035685415817e-06,0.006606347642446337,0.27276204509115837,0.01904052983041929,1.421359646582548,0.0012518403437721537,2.8948658201295654,2.665082411496453e-06,0.0078276267197596,0.7035323334425566,0.014718891986605193,1.426126896142922,2.41472386109347e-06,6.268397041486633,0.027263066358539693,0.020254900931981026,0.02096875264944139,0.008295119559423839,0.011405229630299937,0.008221727651692518,0.004990384594878763,0.009975630695279833,0.008295119559423839
400.0400040004001,1.096,1.255,2.7948107815589655e-06,0.009217262230379148,0.13611413078107681,0.022620897566055318,1.4263319283871445,0.00046239509768002574,4.189062528523008,1.8141499249432387e-06,0.007191930151304465,0.2140457720526789,0.013427466477923327,1.4372025517813247,-0.0043156108974863865,5.9212057178514685,5.938164092964265e-07,0.005834994687239836,0.23967420876015985,0.018277824115118097,1.4249068176618376,0.0074741013358296995,5.975924489016148,1.0854035685415817e-06,0.006606347642446337,0.2727621961595216,0.019272719243100162,1.4213171193451863,0.0017153289498767056,2.9967165159078455,2.665082411496453e-06,0.0078276267197596,0.7035323241739598,0.014719066868910141,1.426126756620343,3.241233776330736e-06,6.268940077205525,0.027263667006680845,0.02033279418798014,0.020518112308348033,0.008295119711420839,0.01131897082326371,0.008127382528781523,0.005436520679020139,0.009709600657554702,0.008295119711420839
500.0500050005001,1.096,1.255,2.7948107815589655e-06,0.009217262230379148,0.13611296449303026,0.022912606474746824,1.4263731944156246,0.0005703378159017784,4.203962117727126,1.8141499249432387e-06,0.007191930151304465,0.21405511908840963,0.013265610611023245,1.4365034745951477,-0.005160146767183458,5.9724256738700054,5.938164092964265e-07,0.005834994687239836,0.2396230513226885,0.018256987781687523,1.4268421241430504,0.008538510332419397,6.124435419156956,1.0854035685415817e-06,0.006606347642446337,0.272788229931586,0.019733209510066838,1.4212868396674843,0.0022213660687329943,3.091739887194329,2.665082411496453e-06,0.0078276267197596,0.7035323371224609,0.014717482150951228,1.4261265797436031,4.085120117251607e-06,6.269449201939368,0.02726235869165304,0.020429289897284236,0.02004192617354817,0.008295119171709517,0.011225741360505198,0.008051378487521525,0.005868815120400821,0.009447477703361093,0.008295119171709517
600.0600060006001,1.096,1.255,2.7948107815589655e-06,0.009217262230379148,0.1361140617500089,0.022842257429433934,1.4264216642116077,0.0006732634611833953,4.22077761122993,1.8141499249432387e-06,0.007191930151304465,0.21404826165713112,0.013053450114103454,1.4357041269837827,-0.005871552882317287,6.0061017108261545,5.938164092964265e-07,0.005834994687239836,0.23964381639775487,0.017554132875232418,1.429006658837946,0.009196037915158245,0.01841297046457324,1.0854035685415817e-06,0.006606347642446337,0.272777783285518,0.01972484357905364,1.4212746375013234,0.002746125006141548,3.193173106011799,2.665082411496453e-06,0.0078276267197596,0.7035323122868224,0.014717615378219747,1.4261263694631874,4.949877764743053e-06,6.269944832017175,0.02726307983149913,0.020521241544198102,0.019538791162108438,0.008295119497075237,0.011121424725606963,0.00799053345551889,0.006303193748127696,0.009177776558597183,0.008295119497075237
700.0700070007001,1.096,1.255,2.7948107815589655e-06,0.009217262230379148,0.1361137158166237,0.02312107194711539,1.4264769698437247,0.0007708200183776094,4.240004772285946,1.8141499249432387e-06,0.007191930151304465,0.21404913281766264,0.013062406781873046,1.434832811886694,-0.006428038544746183,6.050606789043077,5.938164092964265e-07,0.005834994687239836,0.23968432564738232,0.01641283036908387,1.4312537350557712,0.009345394640818447,0.22558730142787198,1.0854035685415817e-06,0.006606347642446337,0.27275414855086955,0.01965704587788182,1.4213134115663058,0.0033110596115553123,3.2928343147784687,2.665082411496453e-06,0.0078276267197596,0.7035322761534347,0.01471641561634217,1.4261261303565944,5.838308424324074e-06,6.27050122139505,0.027262975251438205,0.020621049942294634,0.019056441684355253,0.008295119630116326,0.011038563727353136,0.007914079556206075,0.00671002927141048,0.008930914716084384,0.008295119630116326
800.0800080008001,1.096,1.255,2.7948107815589655e-06,0.009217262230379148,0.1361139323478536,0.023069697358855685,1.4265375802143034,0.0008617077883798111,4.25352053667835,1.8141499249432387e-06,0.007191930151304465,0.21404739069240533,0.013034779976087903,1.4339188242067549,-0.006824154102626672,6.103030924177922,5.938164092964265e-07,0.005834994687239836,0.23961291366682214,0.01645309603452812,1.433546167957602,0.008990046670824673,0.3915136867841724,1.0854035685415817e-06,0.006606347642446337,0.27280306328816184,0.020203716004705583,1.4213835129463568,0.003909762812562597,3.390058117389696,2.665082411496453e-06,0.0078276267197596,0.7035323381707771,0.014715794146651652,1.4261258643414079,6.754500938597515e-06,6.270960541718197,0.02726317748435932,0.02073708917207575,0.01857385753998109,0.00829511874712937,0.010961615421357802,0.007819560897388422,0.007125280609501649,0.008686961167767746,0.00829511874712937
900.0900090009002,1.096,1.255,2.7948107815589655e-06,0.009217262230379148,0.13611341369972502,0.023299780788497336,1.426603372323603,0.0009465046784007981,4.276234426087754,1.8141499249432387e-06,0.007191930151304465,0.21405621531164434,0.013033332392232392,1.433000363543148,-0.00705778548231691,6.16074275399301,5.938164092964265e-07,0.005834994687239836,0.23966619100837402,0.014891479401600318,1.4356084804703857,0.008093194037749048,0.6173112785489936,1.0854035685415817e-06,0.006606347642446337,0.2727500086736385,0.01970403639029683,1.4215663967864518,0.004556340163670434,3.4884449973513867,2.665082411496453e-06,0.0078276267197596,0.703532260697451,0.014715065974273403,1.4261255751188116,7.699330637551442e-06,6.271531779558138,0.02726205251160872,0.020868815764102377,0.018167538488946117,0.008295119482782966,0.010942329861967238,0.007680302487387077,0.007467514447051164,0.008503891808524523,0.008295119482782966
