Time,Stellar mass,Stellar radius,Planet 1 mass,Planet 1 radius,Planet 1 semi maj,Planet 1 ecc,Planet 1 inclination,Planet 1 Omega,Planet 1 omega,Planet 2 mass,Planet 2 radius,Planet 2 semi maj,Planet 2 ecc,Planet 2 inclination,Planet 2 Omega,Planet 2 omega,Planet 3 mass,Planet 3 radius,Planet 3 semi maj,Planet 3 ecc,Planet 3 inclination,Planet 3 Omega,Planet 3 omega,N pairs:1-2,N pairs:2-3,1 Planets,2 Planets,3 Planets
0.0,0.883,1.015,2.0381195066188912e-06,0.007677404962236602,0.12218050959638363,0.08027628878439044,0.05230718396517056,1.054423470102219,1.1090435324588732,3.3012583865448536e-06,0.0096256371400659,0.4359921056446062,0.09503305944150983,0.026146992864314426,-1.4690224879420173,3.0058221323825283,9.05863683297375e-07,0.008067078232380117,0.6474552160367952,0.0895145379205469,0.02239885854085385,2.734465624964621,5.075704140785199,0.003823975356718301,0.0012476507326545372,0.04018161501333517,0.00847985885245206,7.649076816385048e-09
100.01000100010002,0.883,1.015,2.0381195066188912e-06,0.007677404962236602,0.12218049362732081,0.08025710342010894,0.052320060793887506,1.052904587266273,1.1112683325389252,3.3012583865448536e-06,0.0096256371400659,0.43599165771834203,0.09505410420462984,0.026167083771873854,-1.4720379893225954,3.009492459733508,9.05863683297375e-07,0.008067078232380117,0.6474605570024753,0.08949200105338183,0.022300934166133428,2.727165307349957,5.083684949872097,0.003821297403397983,0.0012480645266136348,0.040164640005714736,0.008488115141678798,1.1159397250715131e-07
200.02000200020004,0.883,1.015,2.0381195066188912e-06,0.007677404962236602,0.1221804996533406,0.08023812830751341,0.05233292489666666,1.0513859305708046,1.1135064980220353,3.3012583865448536e-06,0.0096256371400659,0.43599194288700854,0.09505010257352015,0.026187003925388728,-1.47503794475817,3.0133001518904567,9.05863683297375e-07,0.008067078232380117,0.647458159196654,0.08951105344535909,0.022204704663690417,2.7198521614120557,5.091609635359001,0.003818614109972418,0.0012484557926329964,0.040148009394999074,0.008496052694332956,3.3538710686453754e-07
300.03000300030004,0.883,1.015,2.0381195066188912e-06,0.007677404962236602,0.12218050518993846,0.08021821086917595,0.05234578606333644,1.049866152103842,1.1157352507293394,3.3012583865448536e-06,0.0096256371400659,0.43599248795364376,0.0950420068866329,0.026206747411581004,-1.4780515182819767,3.0167950102105827,9.05863683297375e-07,0.008067078232380117,0.6474537670768585,0.08953686562373826,0.02210798165272511,2.712484035236499,5.100094737347011,0.0038159291387031002,0.0012488641439544201,0.04013142675401893,0.008503785829406585,6.830635833621201e-07
400.0400040004001,0.883,1.015,2.0381195066188912e-06,0.007677404962236602,0.12218050715845497,0.08019966954637785,0.05235862601537494,1.0483459069181023,1.1179696071949419,3.3012583865448536e-06,0.0096256371400659,0.43599178275766937,0.09506346134055532,0.026226199159964395,-1.481070398337101,3.0204406494833673,9.05863683297375e-07,0.008067078232380117,0.6474601691334341,0.0895126377450187,0.02201060308599062,2.705102283497504,5.108264314304423,0.0038133021869127814,0.0012492804437127525,0.04011503916748893,0.008511191769684845,1.1552475436271692e-06
500.0500050005001,0.883,1.015,2.0381195066188912e-06,0.007677404962236602,0.12218052905525474,0.08018000637971322,0.052371439357102936,1.0468247883851158,1.1202113295587903,3.3012583865448536e-06,0.0096256371400659,0.43599204120158624,0.09506165193391546,0.026245603009167853,-1.4840762910383292,3.0242616121212134,9.05863683297375e-07,0.008067078232380117,0.6474573261002617,0.08952116082623553,0.02191500392260279,2.6976878134640483,5.116239155425468,0.0038106617328566017,0.0012496625282631957,0.04009897893538672,0.008518285639943501,1.7470622994952834e-06
600.0600060006001,0.883,1.015,2.0381195066188912e-06,0.007677404962236602,0.12218052161368986,0.08016098708406526,0.052384248043246456,1.0453037438226487,1.1224368785333283,3.3012583865448536e-06,0.0096256371400659,0.4359922338576459,0.09505124444076392,0.026264755978488805,-1.4870962763940418,3.027789159304536,9.05863683297375e-07,0.008067078232380117,0.6474547055411971,0.08955479936159276,0.02181872345964727,2.690223695481671,5.1247392999285974,0.0038080241064668563,0.0012500723575138428,0.04008295902808445,0.008525177362627812,2.4694759070964523e-06
700.0700070007001,0.883,1.015,2.0381195066188912e-06,0.007677404962236602,0.12218051688092747,0.08014211045939937,0.05239702130340188,1.0437825419768543,1.1246773925822566,3.3012583865448536e-06,0.0096256371400659,0.4359913961003301,0.09507302967529146,0.02628360819701275,-1.4901166989069183,3.031410887108585,9.05863683297375e-07,0.008067078232380117,0.6474622092353138,0.08953391917501523,0.0217220981137244,2.682754514205103,5.133136327487437,0.0038054469726500617,0.0012504849484533676,0.04006718061497483,0.00853171276330933,3.3176502938214725e-06
800.0800080008001,0.883,1.015,2.0381195066188912e-06,0.007677404962236602,0.12218052734614028,0.08012233094202462,0.052409817871669324,1.0422602580017,1.1269075332414227,3.3012583865448536e-06,0.0096256371400659,0.4359915822528185,0.09507299941780382,0.02630250820843766,-1.4931289071804348,3.035235915105172,9.05863683297375e-07,0.008067078232380117,0.6474591953056059,0.08953212206953973,0.021627095348282995,2.6752345808631786,5.141195018560603,0.003802847070568216,0.0012508587216850664,0.04005170976133643,0.008537944164327405,4.286915582296658e-06
900.0900090009002,0.883,1.015,2.0381195066188912e-06,0.007677404962236602,0.12218050564742398,0.0801037157310969,0.05242260318889672,1.040738605480284,1.1291419823185445,3.3012583865448536e-06,0.0096256371400659,0.4359918849788453,0.0950619508586925,0.026321043941470616,-1.4961554103775123,3.038798419247744,9.05863683297375e-07,0.008067078232380117,0.6474563242634895,0.08956893333176794,0.021531254807829598,2.667674254299039,5.149661389111545,0.003800252737441112,0.0012512744474098003,0.04003627109398966,0.008543973209681588,5.394070924813477e-06
