Time,3 Planets (Aligned Omega),4 Planets (Aligned Omega),5 Planets (Aligned Omega),7 Planets (Aligned Omega),8 Planets (Aligned Omega),3 Planets (Random Omega),4 Planets (Random Omega),5 Planets (Random Omega),7 Planets (Random Omega),8 Planets (Random Omega),
1400.1400140014002,19.469632536406337,20.227779076664184,nan,12.381931509693276,0.6086962903984752,nan,20.236892565666867,36.30201781345446,12.370262772617657,0.6086589995547504,
1500.1500150015004,19.467489994607735,20.227202282394092,nan,12.381764279299398,0.6087014715432638,19.46735086834784,20.238126509363155,36.303784893987775,12.398212310684606,0.608658546995481,
1600.1600160016003,19.465146542890682,20.227950092203105,nan,12.38182036229264,0.6087050134146058,19.468727866740647,20.23871859706891,36.30248247482513,12.399530008541115,0.6086533254961362,
1700.1700170017002,19.464284838424433,20.22872683330937,nan,12.382266814698921,0.6087104362137983,19.46742487993477,20.237842024283793,36.301793060729544,12.40060014672714,0.6086516819858806,
1800.1800180018004,19.463224014958527,20.229848562452833,nan,12.381659377968376,0.6087070138828741,19.468933598186045,20.23762830447426,nan,nan,0.6086515861225594,
1900.1900190019003,19.46005912110346,20.23154298634373,nan,12.381961781490906,0.608706408248592,19.4684658504987,20.237471781264105,36.29979166964278,nan,0.6086445371929372,
2000.2000200020004,19.45761049436128,20.23106707337202,nan,12.382136731520404,0.6087039204068019,19.46521909493288,20.235269020934616,36.30367533238274,nan,0.6086520768864578,
2100.2100210021003,19.457237559117782,20.231200633150163,nan,12.381178825747424,0.6086949260748804,19.46569682381773,20.234106113534903,36.301917540433706,nan,0.6086501123691016,
2200.2200220022,19.459373368256397,20.23327424231202,nan,12.381780972833361,0.6086926355198352,19.46686524719983,20.23520015373499,36.3009652214218,nan,0.6086532882867969,
2300.2300230023006,19.460332765860947,20.233644730742537,nan,12.382395519854846,0.6086880217417336,nan,20.23485522856406,36.301650656594774,nan,0.6086529650099216,
2400.2400240024003,19.46086813246494,20.23349930815463,nan,12.381536914346137,0.6086789666105503,nan,20.234743759310806,36.301807351492016,nan,0.6086567603018066,
2500.2500250025005,19.463006052949034,20.234287336955408,nan,12.381652365599361,0.6086725454580326,nan,nan,36.30365810091232,nan,0.608660783799036,
2600.2600260026006,19.46553407112271,20.23431017776558,nan,12.382363804284923,0.608670299850024,19.467146263854055,nan,36.30287588143812,12.382226445683644,0.6086633336286218,
2700.2700270027003,19.46713186663451,20.23474014916764,nan,12.381921185861824,0.6086654066598984,19.468519158292576,20.2374048195147,36.303695696241704,12.382427207463934,0.6086643734223178,
2800.2800280028005,19.466575207426253,20.234245471217797,nan,12.382131113674932,0.6086545999657273,19.467347465597676,nan,36.302630432300504,12.38211316102129,0.6086629225104041,
2900.2900290029,19.466705361042692,20.232759716332797,nan,12.382355859481846,0.6086561441964842,19.466346302726095,nan,nan,12.382420851952498,0.6086628392064285,
3000.3000300030008,19.467875103510355,20.23305655621468,nan,12.382154584977226,0.6086606377917373,19.46721826197983,nan,36.30532352357299,12.382657260324029,0.6086667043470431,
3100.3100310031004,19.467656069459462,20.232450093704095,nan,12.382630796663411,0.6086577702927222,19.46462649719676,nan,36.302773067404445,nan,0.6086663856333218,
3200.3200320032006,19.467200124562176,20.232627730599432,nan,12.3825826455935,0.608669724351616,19.464724679128075,nan,36.303100887651716,12.382403611575567,0.6086653292785705,
3300.3300330033003,19.46698078085184,20.23405420552852,nan,12.382177143543078,0.6086685331715986,19.465131139857935,nan,36.303504356486656,12.382435298320244,0.6086630580984338,
3400.3400340034004,19.468892663159064,20.23283939291577,nan,12.382720260259552,0.6086794917671693,19.46515484335975,nan,36.307594066527294,12.382750988600781,0.6086597625581918,
3500.3500350035006,19.46979742506252,20.231890923525025,nan,12.382518051228253,0.6086856743372042,19.468809303675485,nan,36.30563190248491,12.383104113271388,0.6086572964277946,
3600.3600360036007,19.47070182263837,20.23357410986322,nan,12.382291225643003,0.6086977126413446,19.47021553477389,nan,36.30452230051491,12.382677492300504,0.608654093859263,
3700.3700370037004,19.471334356516234,20.23354045572696,nan,12.382666934492082,0.6087084324618495,19.471987088640518,nan,36.304928942240345,12.382789985132503,0.6086487299089351,
3800.3800380038006,19.47276287536456,20.233694574494116,nan,12.382494345197136,0.6087124734160425,19.476042020281387,nan,36.30533942396919,nan,0.6086472038899634,
3900.3900390039003,19.47260405754362,20.234881625031672,nan,12.381918543720532,0.6087285271978934,19.478263304774323,nan,nan,12.38236709038249,0.6086407354417294,
4000.400040004001,19.472595365130314,20.235706783555326,nan,12.381704443670392,0.6087254525230783,19.47873468761248,nan,nan,nan,0.6086414306360016,
4100.410041004101,19.472286390405962,20.236450348921945,nan,12.381984151234606,0.608736139580355,19.455672337750745,nan,nan,12.383109778613969,0.6086441898451301,
4200.420042004201,19.472677580326387,20.23685971067068,nan,12.381735041165769,0.608738699445259,19.455337645980833,nan,nan,12.382525114359051,0.6086384474982507,
4300.4300430043,19.472158503038386,20.23659812534479,nan,12.381447384321199,0.6087384436720256,19.456461288557524,20.23784749458811,nan,nan,0.6086453778927912,
4400.4400440044,19.47046203378322,20.23647777925174,nan,12.381375842075752,0.6087356543101917,19.458644690181337,20.23605793873892,nan,12.382429689498302,0.6086470234444652,
4500.450045004501,19.47034968939485,20.236076024814178,nan,12.381274934009149,0.6087338991837157,19.45728201932531,nan,nan,12.382466920951158,0.6086492127840629,
4600.460046004601,19.470128430907927,20.236276335634894,nan,12.381492933211078,0.6087296496654061,19.459192730374603,20.237590010544693,nan,12.381914426438973,0.6086563227079329,
4700.470047004701,19.470316719170803,20.237512821303405,nan,12.381507546446596,0.6087199561627671,19.461419587180128,20.239036771720105,nan,12.38199376478082,0.6086581900615818,
4800.480048004801,19.470879134583775,20.23589432895879,nan,12.381357213494685,0.6087172262131282,19.460386579478197,20.238626318850596,nan,12.382215517899839,0.6086659556374756,
4900.4900490049,19.471694169528913,20.233966425805566,nan,12.381686734874773,0.6087028873364505,19.46005060805246,20.237776828458802,nan,12.381768003008833,0.6086710711394447,
5000.500050005001,19.47265340396524,20.23422627183499,nan,12.381926982236417,0.6086941674037407,19.460941036891818,20.23736631614599,nan,12.381515852290853,0.6086760443628273,
5100.510051005101,19.473048262166394,20.23316860448533,nan,12.381731827775555,0.6086903647525428,19.456918685827223,20.237544006919233,nan,12.381599553789385,0.6086826239173151,
5200.520052005201,19.473699171610235,20.232562357037047,nan,12.382255596137995,0.6086788555318323,19.455616469491968,20.237781981706373,36.306556423203574,12.381905307625193,0.6086821321046954,
5300.5300530053,19.475212949386602,20.233100278151397,nan,12.382603523896972,0.608675975949016,19.45406565871861,nan,nan,12.382013489414778,0.6086900501735474,
5400.540054005401,19.47638740870097,20.23249561860073,nan,12.381694343856987,0.6086712493250237,19.449648042596365,20.238337192922472,36.30731853082144,nan,0.6086896369664188,
5500.550055005501,19.47764260880883,20.23259714290016,nan,12.382060969377834,0.6086740667192011,19.4504000800735,20.239268076150243,nan,12.38224902185807,0.6086904546896096,
5600.560056005601,19.478267703494005,20.23286791480413,nan,12.382740340482227,0.6086747219379114,19.449149685892053,20.239159597921034,36.30797563887863,12.382247087832543,0.6086875254934512,
5700.570057005701,19.47904723209528,20.232507231961076,nan,12.382229239339084,0.6086811595896837,19.44585876282194,20.23832802106854,36.30630850705999,12.381934672164656,0.6086865006109999,
5800.5800580058,19.479338363335422,20.232128144960118,nan,12.382333901795384,0.6086848788315105,19.44756814461618,20.237043757016355,36.30732559525481,12.382139995364286,0.6086840781112746,
5900.590059005901,19.479592340201076,20.231867406890714,nan,12.382555156940454,0.6086886060673123,19.448695896585885,20.23812985392212,nan,nan,0.6086788293852923,
6000.6000600060015,19.480045698949567,20.232844352385893,nan,12.382312396460833,0.6087006108029289,nan,20.237868096682902,nan,12.38284825595247,0.6086742104808751,
