System,Planet Pair,Variation,Fractional Variation
sysSim_14.csv,Planets 1 and 2,0.04580233590103111,0.017619370068748336
sysSim_14.csv,Planets 1 and 3,0.06273191545036871,0.024126758458059432
sysSim_14.csv,Planets 2 and 3,0.06261089584807422,0.024084814143203986
sysSim_14_randomO.csv,Planets 1 and 2,0.03812377544266292,1.9927271804190594
sysSim_14_randomO.csv,Planets 1 and 3,0.030797428325168286,1.307590092492104
sysSim_14_randomO.csv,Planets 2 and 3,0.036707778985063874,1.6684974296942812
sysSim_16.csv,Planets 1 and 2,0.006798698556275351,0.002981509713405937
sysSim_16.csv,Planets 1 and 3,0.0033385809873953676,0.0014640903600444677
sysSim_16.csv,Planets 2 and 3,0.004025210607486063,0.0017652117567997225
sysSim_16_randomO.csv,Planets 1 and 2,0.0027595300612726905,1.0300642736901733
sysSim_16_randomO.csv,Planets 1 and 3,0.0010760102234133786,0.8359223028010047
sysSim_16_randomO.csv,Planets 2 and 3,0.002238873292097026,1.0646562255380234
sysSim_18.csv,Planets 1 and 2,0.014495458352759893,0.005679836455268166
sysSim_18.csv,Planets 1 and 3,0.015901372288301463,0.006231037733219009
sysSim_18.csv,Planets 2 and 3,0.023634987419752562,0.009261963385872485
sysSim_18.csv,Planets 1 and 4,0.008403485144586664,0.00329378712613663
sysSim_18.csv,Planets 2 and 4,0.014185160190107737,0.005559746841662571
sysSim_18.csv,Planets 3 and 4,0.016085535271867624,0.006304732434368474
sysSim_18.csv,Planets 1 and 5,0.007951531072071472,0.0031166670449269697
sysSim_18.csv,Planets 2 and 5,0.013787381736944937,0.0054037417746480585
sysSim_18.csv,Planets 3 and 5,0.01574613738771813,0.006171603548821277
sysSim_18.csv,Planets 4 and 5,0.019694028123031337,0.007721878206764099
sysSim_18_randomO.csv,Planets 1 and 2,0.0073293869396519815,2.0591128343309344
sysSim_18_randomO.csv,Planets 1 and 3,0.008546829261581849,2.0945352882547428
sysSim_18_randomO.csv,Planets 2 and 3,0.007745044258721802,1.0434963767076824
sysSim_18_randomO.csv,Planets 1 and 4,0.008237357468652845,1.1358212909723353
sysSim_18_randomO.csv,Planets 2 and 4,0.013894292421557314,1.8722965910282836
sysSim_18_randomO.csv,Planets 3 and 4,0.015506324132999351,1.9593328154006806
sysSim_18_randomO.csv,Planets 1 and 5,0.008273901008899213,1.6134262887181052
sysSim_18_randomO.csv,Planets 2 and 5,0.011946366204296158,2.166115216263302
sysSim_18_randomO.csv,Planets 3 and 5,0.012701721289024769,2.111047824069442
sysSim_18_randomO.csv,Planets 4 and 5,0.0070953955806370116,1.9570115118315965
sysSim_19.csv,Planets 1 and 2,0.24610997664678025,0.2037744291426847
sysSim_19.csv,Planets 1 and 3,0.29922471506014814,0.24781274672199902
sysSim_19.csv,Planets 2 and 3,0.04632893028137142,0.03842689698340192
sysSim_20_randomO.csv,Planets 1 and 2,0.01035250062385247,2.228531124466132
sysSim_20_randomO.csv,Planets 1 and 3,0.009336076211788547,2.3803382635209593
sysSim_20_randomO.csv,Planets 2 and 3,0.011089529036992854,1.5932335408241458
sysSim_20_randomO.csv,Planets 1 and 4,0.0046856367024242385,1.7239323683630505
sysSim_20_randomO.csv,Planets 2 and 4,0.010084113631535715,2.1161706939531437
sysSim_20_randomO.csv,Planets 3 and 4,0.00887685188107349,2.091781042823193
sysSim_20_randomO.csv,Planets 1 and 5,0.003709931164503904,1.4073242080654955
sysSim_20_randomO.csv,Planets 2 and 5,0.009862913126243983,2.074161883768664
sysSim_20_randomO.csv,Planets 3 and 5,0.008610128603421838,2.008352741999289
sysSim_20_randomO.csv,Planets 4 and 5,0.0011931455614855755,0.4660408605691227
sysSim_21.csv,Planets 1 and 2,0.00590921156431623,0.0029091619414174817
sysSim_21.csv,Planets 1 and 3,0.00428294384147021,0.002108510655112726
sysSim_21.csv,Planets 2 and 3,0.00626858293292587,0.003086749578289239
sysSim_22.csv,Planets 1 and 2,0.06816496076775413,0.04850276818998167
sysSim_22.csv,Planets 1 and 3,0.07478291671190807,0.05320719534350243
sysSim_22.csv,Planets 2 and 3,0.13184368416773617,0.09379265301824899
sysSim_22_randomO.csv,Planets 1 and 2,0.051741397803316276,1.2895570839259327
sysSim_22_randomO.csv,Planets 1 and 3,0.04963064309544192,1.3307721121846663
sysSim_22_randomO.csv,Planets 2 and 3,0.07466744017213245,1.3897405459569636
sysSim_24_randomO.csv,Planets 1 and 2,0.054384536673533865,3.209986872998684
sysSim_24_randomO.csv,Planets 1 and 3,0.024177665428676994,1.7599599455427533
sysSim_24_randomO.csv,Planets 2 and 3,0.041385299441862165,3.6878925539589837
sysSim_24_randomO.csv,Planets 1 and 4,0.013986485184713357,1.034554854113116
sysSim_24_randomO.csv,Planets 2 and 4,0.040168065460901584,3.9440478189024026
sysSim_24_randomO.csv,Planets 3 and 4,0.008276540340803195,3.6463007608645435
sysSim_25.csv,Planets 1 and 2,0.071603294284174,0.029136541003084944
sysSim_25.csv,Planets 1 and 3,0.09900204619888475,0.04024293487830714
sysSim_25.csv,Planets 2 and 3,0.13462105730986584,0.05472424979332205
sysSim_25.csv,Planets 1 and 4,0.08270294766014974,0.03364705729650752
sysSim_25.csv,Planets 2 and 4,0.11853976158840496,0.04821612296436511
sysSim_25.csv,Planets 3 and 4,0.11430456861757854,0.046561222265815654
sysSim_25_randomO.csv,Planets 1 and 2,0.04840710344549639,1.8319393488711866
sysSim_25_randomO.csv,Planets 1 and 3,0.05284315298977876,1.4127673956372595
sysSim_25_randomO.csv,Planets 2 and 3,0.0790601568543259,1.918163975167462
sysSim_25_randomO.csv,Planets 1 and 4,0.05362714358365968,2.077253261962369
sysSim_25_randomO.csv,Planets 2 and 4,0.07211130919744627,2.2679371632631997
sysSim_25_randomO.csv,Planets 3 and 4,0.0579444574683051,1.5425879358555588
sysSim_27.csv,Planets 1 and 2,0.04852113095087929,0.032270342853772616
sysSim_27.csv,Planets 1 and 3,0.04445126142294109,0.029560307272796835
sysSim_27.csv,Planets 2 and 3,0.03479086448159041,0.0231356243961982
sysSim_27.csv,Planets 1 and 4,0.10718765298674704,0.07126867631486966
sysSim_27.csv,Planets 2 and 4,0.09910698035044763,0.06590111386917319
sysSim_27.csv,Planets 3 and 4,0.07766148818715468,0.051642739011489594
sysSim_27.csv,Planets 1 and 5,0.016553898680540025,0.011007088291965011
sysSim_27.csv,Planets 2 and 5,0.027167707516604578,0.018064502719495928
sysSim_27.csv,Planets 3 and 5,0.0336599513569511,0.022380461575942562
sysSim_27.csv,Planets 4 and 5,0.09990014179002915,0.06642250769993376
sysSim_27_randomO.csv,Planets 1 and 2,0.038057349744689765,1.949635299532091
sysSim_27_randomO.csv,Planets 1 and 3,0.03181701185890772,2.0413935991370473
sysSim_27_randomO.csv,Planets 2 and 3,0.031348980132079846,2.1328455239743245
sysSim_27_randomO.csv,Planets 1 and 4,0.05476614177301634,1.8811690769648022
sysSim_27_randomO.csv,Planets 2 and 4,0.05335170755881731,1.8050405183237546
sysSim_27_randomO.csv,Planets 3 and 4,0.04950681630146577,1.884402766256121
sysSim_27_randomO.csv,Planets 1 and 5,0.029380589619834873,1.7223509831634498
sysSim_27_randomO.csv,Planets 2 and 5,0.02946803844773308,1.9488248723120252
sysSim_27_randomO.csv,Planets 3 and 5,0.0257697131706106,1.6845243640209524
sysSim_27_randomO.csv,Planets 4 and 5,0.047558682233262706,1.666333117791085
sysSim_28.csv,Planets 1 and 2,0.040456105815185106,0.023094053112831255
sysSim_28.csv,Planets 1 and 3,0.034394889359775194,0.019635057357993323
sysSim_28.csv,Planets 2 and 3,0.056533200037830245,0.032271571256592364
sysSim_28.csv,Planets 1 and 4,0.021369242081851203,0.012198853966459405
sysSim_28.csv,Planets 2 and 4,0.043661124351042524,0.024925199554565722
sysSim_28.csv,Planets 3 and 4,0.013798004004325293,0.007877321259860702
sysSim_28_randomO.csv,Planets 1 and 2,0.02717873456083173,1.727354071599929
sysSim_28_randomO.csv,Planets 1 and 3,0.02192789778250874,1.9714802812364403
sysSim_28_randomO.csv,Planets 2 and 3,0.03458025200118641,1.894726804899285
sysSim_28_randomO.csv,Planets 1 and 4,0.016091244424668628,2.1463943290930434
sysSim_28_randomO.csv,Planets 2 and 4,0.025990438300895514,1.5221251212231024
sysSim_28_randomO.csv,Planets 3 and 4,0.011235939343795012,1.3875905187547546
sysSim_29.csv,Planets 1 and 2,0.017633573149269832,0.006658286255620711
sysSim_29.csv,Planets 1 and 3,0.017654449104692382,0.0066662001630707545
sysSim_29.csv,Planets 2 and 3,0.014397054883816818,0.005436049945496297
sysSim_29.csv,Planets 1 and 4,0.03696728526813864,0.013958815206966284
sysSim_29.csv,Planets 2 and 4,0.027786967597838164,0.01049245091235773
sysSim_29.csv,Planets 3 and 4,0.03825227161161582,0.0144440348435895
sysSim_29.csv,Planets 1 and 5,0.030741762009281803,0.011608321997402344
sysSim_29.csv,Planets 2 and 5,0.01992448843300254,0.007523789221767786
sysSim_29.csv,Planets 3 and 5,0.0259777868605644,0.00980986294512239
sysSim_29.csv,Planets 4 and 5,0.04027175800342642,0.015207218675710852
sysSim_29_randomO.csv,Planets 1 and 2,0.011442096470289449,1.783093956777432
sysSim_29_randomO.csv,Planets 1 and 3,0.01395745679387949,2.396286426584164
sysSim_29_randomO.csv,Planets 2 and 3,0.011811376821408218,2.194535809976939
sysSim_29_randomO.csv,Planets 1 and 4,0.019901284820409124,1.621192177999348
sysSim_29_randomO.csv,Planets 2 and 4,0.007645258510705075,0.747657875798048
sysSim_29_randomO.csv,Planets 3 and 4,0.01791237097769743,1.512120710224001
sysSim_29_randomO.csv,Planets 1 and 5,0.01760285901754356,1.805366106209189
sysSim_29_randomO.csv,Planets 2 and 5,0.00704426860135249,0.9807646214358885
sysSim_29_randomO.csv,Planets 3 and 5,0.017616164065009633,2.1154027135003854
sysSim_29_randomO.csv,Planets 4 and 5,0.019631346790294463,1.468406835847455
sysSim_31.csv,Planets 1 and 2,0.0892961376533612,0.03645073278219637
sysSim_31.csv,Planets 1 and 3,0.08633159170310156,0.03525369941326565
sysSim_31.csv,Planets 2 and 3,0.07285098993372952,0.029746495814487833
sysSim_31.csv,Planets 1 and 4,0.08139508154982478,0.033235828850968194
sysSim_31.csv,Planets 2 and 4,0.07029468803415817,0.028702732046364
sysSim_31.csv,Planets 3 and 4,0.060664086960454,0.02476910281880666
sysSim_31.csv,Planets 1 and 5,0.07945442544695602,0.03244492632338222
sysSim_31.csv,Planets 2 and 5,0.05760253998034681,0.02352096654514226
sysSim_31.csv,Planets 3 and 5,0.02769803926061698,0.011310846086088684
sysSim_31.csv,Planets 4 and 5,0.02690977098687153,0.010988544166754915
sysSim_31_randomO.csv,Planets 1 and 2,0.031798305982045805,1.0035889118630599
sysSim_31_randomO.csv,Planets 1 and 3,0.04666302939195074,1.993200077591557
sysSim_31_randomO.csv,Planets 2 and 3,0.03861332697796924,2.1643131406017546
sysSim_31_randomO.csv,Planets 1 and 4,0.09005764175461266,2.7410123957593404
sysSim_31_randomO.csv,Planets 2 and 4,0.08440399880783843,2.819908898107467
sysSim_31_randomO.csv,Planets 3 and 4,0.06472302760542405,2.2075794833185287
sysSim_31_randomO.csv,Planets 1 and 5,0.042522818766693164,1.9703965891100048
sysSim_31_randomO.csv,Planets 2 and 5,0.03185795565844613,1.9929736310923605
sysSim_31_randomO.csv,Planets 3 and 5,0.019225517157356806,2.3004166335538248
sysSim_31_randomO.csv,Planets 4 and 5,0.05991727889629943,2.40732757900531
sysSim_33.csv,Planets 1 and 2,0.07549460518220397,0.18661500663561784
sysSim_33.csv,Planets 1 and 3,0.08339091225059025,0.2066912278977683
sysSim_33.csv,Planets 2 and 3,0.08822801302485717,0.21861052916448095
sysSim_33.csv,Planets 1 and 4,0.10182304619939903,0.25223128831775044
sysSim_33.csv,Planets 2 and 4,0.10590674188158944,0.2623790368325403
sysSim_33.csv,Planets 3 and 4,0.03260501354446266,0.08088769969825718
sysSim_33_randomO.csv,Planets 1 and 2,0.05090570544267936,1.3111349084629722
sysSim_33_randomO.csv,Planets 1 and 3,0.05874916762160069,2.107657111541561
sysSim_33_randomO.csv,Planets 2 and 3,0.061055645837654174,2.0776509029619894
sysSim_33_randomO.csv,Planets 1 and 4,0.06498767981497391,2.204752792212727
sysSim_33_randomO.csv,Planets 2 and 4,0.0672498344110571,2.208558046576444
sysSim_33_randomO.csv,Planets 3 and 4,0.026506208197877336,1.1597988929762066
sysSim_34.csv,Planets 1 and 2,0.08362307612680908,0.026985019800191835
sysSim_34.csv,Planets 1 and 3,0.07864415803985647,0.02536096059658549
sysSim_34.csv,Planets 2 and 3,0.056952782612314845,0.018309950780019475
sysSim_34.csv,Planets 1 and 4,0.08187411514167575,0.026419410221210016
sysSim_34.csv,Planets 2 and 4,0.061554283254162456,0.019798070484176988
sysSim_34.csv,Planets 3 and 4,0.023566321118181133,0.007576268884485777
sysSim_34.csv,Planets 1 and 5,0.08953043369504199,0.028886208135853048
sysSim_34.csv,Planets 2 and 5,0.07053215985394079,0.022699895150979026
sysSim_34.csv,Planets 3 and 5,0.04870901503108449,0.015661986735228412
sysSim_34.csv,Planets 4 and 5,0.06252964058614152,0.020083222824049018
sysSim_34_randomO.csv,Planets 1 and 2,0.03476761605881404,1.1019576729352512
sysSim_34_randomO.csv,Planets 1 and 3,0.05165368567465511,1.9440348738704774
sysSim_34_randomO.csv,Planets 2 and 3,0.03304939876081335,2.054234503611428
sysSim_34_randomO.csv,Planets 1 and 4,0.050835977574819474,1.8633473379653331
sysSim_34_randomO.csv,Planets 2 and 4,0.03881463954187238,2.214210197437216
sysSim_34_randomO.csv,Planets 3 and 4,0.019100081365759632,1.9121836723149264
sysSim_34_randomO.csv,Planets 1 and 5,0.0731747714530825,2.415752338523948
sysSim_34_randomO.csv,Planets 2 and 5,0.05551469899622706,2.1929641285294603
sysSim_34_randomO.csv,Planets 3 and 5,0.038713343567330395,1.696658627011593
sysSim_34_randomO.csv,Planets 4 and 5,0.04382710294653067,1.3978166762491946
sysSim_36.csv,Planets 1 and 2,0.08189806503501718,0.028223364758253013
sysSim_36.csv,Planets 1 and 3,0.07439028224746247,0.025639090399627064
sysSim_36.csv,Planets 2 and 3,0.08505339275595203,0.029312386690767887
sysSim_36.csv,Planets 1 and 4,0.05489407416575176,0.01892026114656234
sysSim_36.csv,Planets 2 and 4,0.06985100788686172,0.02407214388636549
sysSim_36.csv,Planets 3 and 4,0.04235307944540523,0.014594052130559492
sysSim_36.csv,Planets 1 and 5,0.05123962611427357,0.017659847270419613
sysSim_36.csv,Planets 2 and 5,0.06376989815497769,0.02197648089209538
sysSim_36.csv,Planets 3 and 5,0.044265676662034625,0.015253220303216464
sysSim_36.csv,Planets 4 and 5,0.02272291372648194,0.00782938351652359
sysSim_36.csv,Planets 1 and 6,0.06513411876510533,0.0224478489961356
sysSim_36.csv,Planets 2 and 6,0.07561577457708468,0.0260601484438036
sysSim_36.csv,Planets 3 and 6,0.059179248495386805,0.02039258237308097
sysSim_36.csv,Planets 4 and 6,0.04092974389189896,0.014103473452635849
sysSim_36.csv,Planets 5 and 6,0.030620456528260398,0.010551340030182465
sysSim_36.csv,Planets 1 and 7,0.0433617857196964,0.014944471307426314
sysSim_36.csv,Planets 2 and 7,0.0553373095742038,0.019071775369329764
sysSim_36.csv,Planets 3 and 7,0.037031559220192634,0.01276061713884114
sysSim_36.csv,Planets 4 and 7,0.017605329748955345,0.006066068532822325
sysSim_36.csv,Planets 5 and 7,0.013983520556640094,0.004818170892361596
sysSim_36.csv,Planets 6 and 7,0.025534952457049176,0.008798894417902964
sysSim_36_randomO.csv,Planets 1 and 2,0.024003358391914968,0.7378334053210799
sysSim_36_randomO.csv,Planets 1 and 3,0.0389749357763685,2.0053541698745763
sysSim_36_randomO.csv,Planets 2 and 3,0.047187910855224315,2.2264095844519654
sysSim_36_randomO.csv,Planets 1 and 4,0.027827127466696803,1.6628738719293716
sysSim_36_randomO.csv,Planets 2 and 4,0.03786419033971223,1.885887412161497
sysSim_36_randomO.csv,Planets 3 and 4,0.02718600122710882,1.6572348947721258
sysSim_36_randomO.csv,Planets 1 and 5,0.025954881651836847,1.5728043236253708
sysSim_36_randomO.csv,Planets 2 and 5,0.03665625400924232,1.8278997551697627
sysSim_36_randomO.csv,Planets 3 and 5,0.025329887254213267,1.898238671832739
sysSim_36_randomO.csv,Planets 4 and 5,0.011539648258630911,1.4503918879858892
sysSim_36_randomO.csv,Planets 1 and 6,0.03289408512186102,1.8269523931470968
sysSim_36_randomO.csv,Planets 2 and 6,0.040993115928771265,2.0768949364814713
sysSim_36_randomO.csv,Planets 3 and 6,0.030206500084114875,2.278758678623753
sysSim_36_randomO.csv,Planets 4 and 6,0.02113582471391721,1.7119616122486039
sysSim_36_randomO.csv,Planets 5 and 6,0.01594125893174084,2.127544513208492
sysSim_36_randomO.csv,Planets 1 and 7,0.017994806829040116,1.1077638080847256
sysSim_36_randomO.csv,Planets 2 and 7,0.032364373827722656,1.623269715350431
sysSim_36_randomO.csv,Planets 3 and 7,0.0204407094609716,1.6509578614166016
sysSim_36_randomO.csv,Planets 4 and 7,0.009420576111524692,2.2197490812094696
sysSim_36_randomO.csv,Planets 5 and 7,0.00853617074762126,2.170220665933482
sysSim_36_randomO.csv,Planets 6 and 7,0.008685733500795292,0.9725713734156785
sysSim_37.csv,Planets 1 and 2,0.049892385186577126,0.029926353740664602
sysSim_37.csv,Planets 1 and 3,0.01057824712491362,0.006344636945405437
sysSim_37.csv,Planets 2 and 3,0.05131772508111854,0.030780079964903062
sysSim_37_randomO.csv,Planets 1 and 2,0.011761264618576064,0.5901548757849696
sysSim_37_randomO.csv,Planets 1 and 3,0.008235784779330117,1.5086798330975153
