System,Planet Pair,Mean Mutual Inclination,Median Mutual Inclination,Variation,Fractional Variation
sysSim_3_randomO.csv,Planets 2 and 3,1.1787643545392261,1.2284012473090815,-0.04963689276985539,-0.04040771928438633
sysSim_4.csv,Planets 1 and 2,1.178402095662065,1.1829985932004798,-0.004596497538414734,-0.003885463232867748
sysSim_4.csv,Planets 1 and 3,1.367321207714848,1.4958972352964215,-0.1285760275815735,-0.08595244683107883
sysSim_4.csv,Planets 2 and 3,1.0712347712187504,1.0718451967355542,-0.000610425516803792,-0.0005695090286012601
sysSim_4_randomO.csv,Planets 1 and 2,1.2577447961414985,1.257947019590654,-0.00020222344915543644,-0.00016075672981938585
sysSim_4_randomO.csv,Planets 1 and 3,1.274336864026363,1.2861901852054818,-0.011853321179118748,-0.00921583861816288
sysSim_4_randomO.csv,Planets 2 and 3,0.2855545656355191,0.28556989184259235,-1.5326207073229625e-05,-5.3668847840855406e-05
sysSim_5.csv,Planets 1 and 2,1.6556234989874568,1.6701397111131913,-0.014516212125734507,-0.008691615455367549
sysSim_5.csv,Planets 1 and 3,3.3378635746953607,3.495492052774236,-0.15762847807887548,-0.04509478943136829
sysSim_5.csv,Planets 2 and 3,3.4513933657066955,3.4695237292345436,-0.018130363527848026,-0.005225605859121189
sysSim_5.csv,Planets 1 and 4,3.2819005309737883,3.4311981645491354,-0.1492976335753471,-0.04351180736743167
sysSim_5.csv,Planets 2 and 4,2.7579055613571253,2.7749240758517395,-0.017018514494614223,-0.006132965814349545
sysSim_5.csv,Planets 3 and 4,6.181602318323901,6.17996827700834,0.0016340413155608857,0.00026440933712234334
sysSim_5_randomO.csv,Planets 1 and 2,1.544707727568532,1.5432221963756612,0.0014855311928707593,0.0009626165281704785
sysSim_5_randomO.csv,Planets 1 and 3,3.3242267284200686,3.3098474961772,0.014379232242868412,0.004344379086793607
sysSim_5_randomO.csv,Planets 2 and 3,3.231629319769373,3.438468531904203,-0.20683921213483014,-0.0601544583629747
sysSim_5_randomO.csv,Planets 1 and 4,3.3609718079983053,3.3356329418668427,0.025338866131462634,0.007596419202312265
sysSim_5_randomO.csv,Planets 2 and 4,2.7112943111106103,2.957219724200026,-0.24592541308941573,-0.08316102150845162
sysSim_5_randomO.csv,Planets 3 and 4,5.331214165323632,5.331003345819257,0.00021081950437551455,3.954593360757238e-05
sysSim_6.csv,Planets 1 and 2,6.918186558554941,6.921583756655205,-0.003397198100263843,-0.0004908122504473614
sysSim_6.csv,Planets 1 and 3,3.1582881605758035,3.482511692751519,-0.3242235321757154,-0.09310048631008261
sysSim_6.csv,Planets 2 and 3,4.516257438540115,4.738561476464566,-0.22230403792445141,-0.0469138237476898
sysSim_6_randomO.csv,Planets 1 and 2,5.767753589230432,5.7709942833412295,-0.003240694110797193,-0.0005615486607137879
sysSim_6_randomO.csv,Planets 1 and 3,2.609464366894242,2.8283096449921414,-0.21884527809789933,-0.07737670395651018
sysSim_6_randomO.csv,Planets 2 and 3,3.749677959825288,3.9547684367699585,-0.20509047694467064,-0.05185903554752184
sysSim_7.csv,Planets 1 and 2,1.1973272568514464,1.3053735438156626,-0.10804628696421625,-0.0827703973901542
sysSim_7.csv,Planets 1 and 3,0.9754571734976176,1.077743418419085,-0.10228624492146743,-0.09490778897217352
sysSim_7.csv,Planets 2 and 3,1.75611413980625,1.756357838908796,-0.0002436991025458468,-0.00013875253501715467
sysSim_7_randomO.csv,Planets 1 and 2,1.2531006770058042,1.2568958359302795,-0.0037951589244753503,-0.0030194697253224643
sysSim_7_randomO.csv,Planets 1 and 3,1.2708885144452478,1.2733020486034858,-0.0024135341582380843,-0.0018954922446603822
sysSim_7_randomO.csv,Planets 2 and 3,0.25498632273549426,0.2545084480051852,0.00047787473030908023,0.0018776379882656953
sysSim_8.csv,Planets 1 and 2,2.421950605955716,2.422389425568074,-0.00043881961235792133,-0.00018115155545438935
sysSim_8.csv,Planets 1 and 3,2.1294910556853273,2.0080837744785978,0.1214072812067295,0.06045927104722167
sysSim_8.csv,Planets 2 and 3,1.7428380682723852,1.6470803995638978,0.09575766870848734,0.05813782298292262
sysSim_8.csv,Planets 1 and 4,2.1690701558738725,2.027469291519762,0.14160086435411046,0.06984118819771049
sysSim_8.csv,Planets 2 and 4,1.9705162437101456,1.8987112042841376,0.07180503942600791,0.037817778324576876
sysSim_8.csv,Planets 3 and 4,2.4562999721586407,2.456512398504458,-0.000212426345817196,-8.647477046992421e-05
sysSim_8_randomO.csv,Planets 1 and 2,2.2073996156471885,2.2060793069132654,0.0013203087339230812,0.0005984865230300584
sysSim_8_randomO.csv,Planets 1 and 3,1.3297252530353967,1.3322030513414287,-0.0024777983060320086,-0.0018599254096716346
sysSim_8_randomO.csv,Planets 2 and 3,0.8861032107996353,0.8840568933351527,0.0020463174644825832,0.0023146897896613185
sysSim_8_randomO.csv,Planets 1 and 4,1.3439789744206083,1.340714204946789,0.0032647694738192623,0.0024350972502367395
sysSim_8_randomO.csv,Planets 2 and 4,0.8745136265885476,0.8781600880447867,-0.0036464614562391473,-0.004152388050745908
sysSim_8_randomO.csv,Planets 3 and 4,0.21840323760138095,0.21861430941003682,-0.0002110718086558716,-0.0009654985953366009
sysSim_9.csv,Planets 1 and 2,2.4102803142706377,2.4100908033625412,0.00018951090809649074,7.86322688888263e-05
sysSim_9.csv,Planets 1 and 3,2.457517711943846,2.4577199114544204,-0.0002021995105745411,-8.227117729411414e-05
sysSim_9.csv,Planets 2 and 3,0.1539411351591259,0.15347619153006092,0.00046494362906499,0.0030294185986099536
sysSim_9_randomO.csv,Planets 1 and 2,2.3081582886993646,2.3103540290438067,-0.002195740344442143,-0.0009503912893172052
sysSim_9_randomO.csv,Planets 1 and 3,2.4948542262642106,2.4937583979367774,0.001095828327433157,0.0004394284259212102
sysSim_9_randomO.csv,Planets 2 and 3,0.22678590285149458,0.23432264334601421,-0.007536740494519634,-0.03216394449507149
sysSim_10_randomO.csv,Planets 1 and 2,1.4434450141893962,1.4883150563928234,-0.04487004220342716,-0.03014821492982615
sysSim_10_randomO.csv,Planets 1 and 3,1.573418330755208,1.6084493243282112,-0.0350309935730031,-0.021779357946284213
sysSim_10_randomO.csv,Planets 2 and 3,1.414950507923226,1.4807264812037495,-0.06577597328052343,-0.04442142023897024
sysSim_10_randomO.csv,Planets 1 and 4,2.0022918572858863,2.005269129471353,-0.0029772721854666173,-0.0014847244899498914
sysSim_10_randomO.csv,Planets 2 and 4,1.8705535706472842,1.8848585886911917,-0.014305018043907491,-0.0075894383428735685
sysSim_10_randomO.csv,Planets 3 and 4,1.7214039262484828,1.8103636108290857,-0.08895968458060288,-0.04913912544887175
sysSim_10_randomO.csv,Planets 1 and 5,1.6487445586698508,1.6349952352237835,0.013749323446067274,0.008409396645235722
sysSim_10_randomO.csv,Planets 2 and 5,1.511249503783438,1.5005120339359683,0.010737469847469594,0.007155870532610334
sysSim_10_randomO.csv,Planets 3 and 5,1.3625374008738305,1.3213401713052961,0.04119722956853433,0.031178367587081934
sysSim_10_randomO.csv,Planets 4 and 5,1.1896097889075972,1.1995662213497615,-0.009956432442164376,-0.008300027347353377
sysSim_10_randomO.csv,Planets 1 and 6,1.5340704023127032,1.4947752654557633,0.03929513685693986,0.026288324248500732
sysSim_10_randomO.csv,Planets 2 and 6,1.4913351536626138,1.5393294321408502,-0.04799427847823634,-0.03117869214745503
sysSim_10_randomO.csv,Planets 3 and 6,1.5216382330172513,1.5954633253012172,-0.07382509228396583,-0.046271882977960616
sysSim_10_randomO.csv,Planets 4 and 6,1.8072908350928352,1.870106283011231,-0.06281544791839577,-0.033589239546990245
sysSim_10_randomO.csv,Planets 5 and 6,1.6810991367434442,1.6964524549003983,-0.015353318156954066,-0.009050249603284924
sysSim_10_randomO.csv,Planets 1 and 7,0.9052126672939106,0.8773757410913764,0.027836926202534196,0.031727485612843095
sysSim_10_randomO.csv,Planets 2 and 7,0.8888269197022266,0.8836709452896288,0.005155974412597852,0.005834722121488276
sysSim_10_randomO.csv,Planets 3 and 7,0.9667865812806434,0.9698999464903125,-0.0031133652096690945,-0.0032099859587941437
sysSim_10_randomO.csv,Planets 4 and 7,1.4941825380833391,1.5149947236838912,-0.02081218560055209,-0.013737464081686548
sysSim_10_randomO.csv,Planets 5 and 7,1.0966614338099618,1.1752923515394351,-0.07863091772947328,-0.06690328378848039
sysSim_10_randomO.csv,Planets 6 and 7,1.359735800487835,1.359533727068997,0.00020207341883793362,0.00014863435515761816
sysSim_12_randomO.csv,Planets 1 and 2,6.530064024037675,6.5297415006671065,0.00032252337056881686,4.9392976817821424e-05
sysSim_12_randomO.csv,Planets 1 and 3,5.049338076251618,5.206478116027509,-0.15714003977589108,-0.030181638388559553
sysSim_12_randomO.csv,Planets 2 and 3,2.5678063940738793,2.6939559416717276,-0.12614954759784824,-0.04682687851218772
sysSim_12_randomO.csv,Planets 1 and 4,5.053402729536172,5.24337017679575,-0.18996744725957804,-0.03623002779782146
sysSim_12_randomO.csv,Planets 2 and 4,2.5577082444509283,2.742182507962374,-0.1844742635114458,-0.06727278836320875
sysSim_12_randomO.csv,Planets 3 and 4,1.4435745116603347,1.4440764997632105,-0.0005019881028758277,-0.00034761877432264854
sysSim_13.csv,Planets 1 and 2,1.3537300443155116,1.3659312605648632,-0.012201216249351665,-0.008932525817079557
sysSim_13.csv,Planets 1 and 3,3.154964914011808,3.2806120190142147,-0.1256471050024066,-0.038299897785585166
sysSim_13.csv,Planets 2 and 3,2.7506383937197687,2.750784227898894,-0.0001458341791251705,-5.301549196265447e-05
sysSim_14.csv,Planets 1 and 2,3.0429499242472193,3.034484193396163,0.008465730851056286,0.0027898418022673987
sysSim_14.csv,Planets 1 and 3,1.4887161382934733,1.5599537925504576,-0.07123765425698436,-0.04566651563474444
sysSim_14.csv,Planets 2 and 3,1.8659977454797707,1.9421771265874535,-0.07617938110768274,-0.039223704195062506
sysSim_14_randomO.csv,Planets 1 and 2,2.379666702584591,2.4250705342376895,-0.04540383165309869,-0.01872268497434496
sysSim_14_randomO.csv,Planets 1 and 3,1.39748587697325,1.3985918229930898,-0.0011059460198397097,-0.0007907568181493465
sysSim_14_randomO.csv,Planets 2 and 3,1.7488493114236237,1.8432255531144472,-0.09437624169082359,-0.051201678238107465
sysSim_16.csv,Planets 1 and 2,0.05007468396681702,0.05047102469810766,-0.0003963407312906411,-0.007852837022060726
sysSim_16.csv,Planets 1 and 3,0.09022792116937033,0.09054327978458952,-0.0003153586152191967,-0.0034829599277766696
sysSim_16.csv,Planets 2 and 3,0.08575463288143237,0.08990024117752293,-0.004145608296090564,-0.0461134279707256
sysSim_16_randomO.csv,Planets 1 and 2,0.1318782014009083,0.13197803134703295,-9.982994612464657e-05,-0.0007564133599034086
sysSim_16_randomO.csv,Planets 1 and 3,0.07484419481928763,0.0773198728549051,-0.0024756780356174762,-0.03201865114629998
sysSim_16_randomO.csv,Planets 2 and 3,0.11443747601886939,0.12266144937888623,-0.008223973360016845,-0.0670461127082723
sysSim_18.csv,Planets 1 and 2,0.2592027142922811,0.25946678621667885,-0.0002640719243977574,-0.0010177484688819972
sysSim_18.csv,Planets 1 and 3,0.3117905141047594,0.3119295367767677,-0.00013902267200832652,-0.00044568614259770485
sysSim_18.csv,Planets 2 and 3,0.0707837046695381,0.07777947863194755,-0.0069957739624094545,-0.08994369833093704
sysSim_18.csv,Planets 1 and 4,0.4064624163896201,0.40628420453476594,0.00017821185485417113,0.00043863840352405687
sysSim_18.csv,Planets 2 and 4,0.4137102515470828,0.4346784935554675,-0.020968242008384708,-0.04823850804504787
sysSim_18.csv,Planets 3 and 4,0.4253827027614414,0.4579453277543746,-0.032562624992933165,-0.07110592251832862
sysSim_18.csv,Planets 1 and 5,0.4084126080224176,0.40949237891690726,-0.0010797708944896844,-0.0026368522348221473
sysSim_18.csv,Planets 2 and 5,0.41554697187624134,0.4366118909113158,-0.02106491903507446,-0.04824632465026736
sysSim_18.csv,Planets 3 and 5,0.4274212710363805,0.46019428382874494,-0.03277301279236444,-0.07121560163611348
sysSim_18.csv,Planets 4 and 5,0.07190715067546934,0.0719304508948849,-2.3300219415559043e-05,-0.0003239270590644381
sysSim_18_randomO.csv,Planets 1 and 2,0.23357776742666578,0.24229332275997595,-0.008715555333310171,-0.03597109170830968
sysSim_18_randomO.csv,Planets 1 and 3,0.28029772505335915,0.29112266621891536,-0.010824941165556212,-0.03718343647421869
sysSim_18_randomO.csv,Planets 2 and 3,0.20723163812432285,0.2085985614344703,-0.0013669233101474554,-0.006552889438678436
sysSim_18_randomO.csv,Planets 1 and 4,0.3894161563331712,0.39205744001996556,-0.002641283686794338,-0.006736981414406599
sysSim_18_randomO.csv,Planets 2 and 4,0.41752008966601034,0.42324439032104744,-0.005724300655037096,-0.01352481163588486
sysSim_18_randomO.csv,Planets 3 and 4,0.43104870034089,0.44014514844464925,-0.009096448103759258,-0.0206669280256833
sysSim_18_randomO.csv,Planets 1 and 5,0.25560765916710027,0.25938026082929744,-0.0037726016621971725,-0.014544675258384392
sysSim_18_randomO.csv,Planets 2 and 5,0.29812016658385426,0.299691851532036,-0.0015716849481817174,-0.005244336608243451
sysSim_18_randomO.csv,Planets 3 and 5,0.32845556893553646,0.33144217643419205,-0.0029866074986555913,-0.00901094583310698
sysSim_18_randomO.csv,Planets 4 and 5,0.6314734127342031,0.6314720072985966,1.4054356064496787e-06,2.225649894540942e-06
sysSim_19.csv,Planets 1 and 2,6.589454800524864,6.661166663691483,-0.0717118631666187,-0.010765661150246231
sysSim_19.csv,Planets 1 and 3,6.708676705801839,6.81045226226189,-0.10177555646005132,-0.014944023178021598
sysSim_19.csv,Planets 2 and 3,3.032644311411296,3.0319115599286857,0.0007327514826105386,0.00024167970210442873
sysSim_20_randomO.csv,Planets 1 and 2,0.28058105335835887,0.3106466580153173,-0.030065604656958456,-0.09678393081401179
sysSim_20_randomO.csv,Planets 1 and 3,0.25904592980577357,0.26993178959756964,-0.010885859791796071,-0.040328187384025264
sysSim_20_randomO.csv,Planets 2 and 3,0.3239871461233928,0.3242625214863495,-0.00027537536295668685,-0.0008492358651083868
sysSim_20_randomO.csv,Planets 1 and 4,0.0645803315739459,0.06964482238282896,-0.005064490808883063,-0.07271884162535708
sysSim_20_randomO.csv,Planets 2 and 4,0.25452896790863433,0.2778970900790496,-0.023368122170415284,-0.08408912149374458
sysSim_20_randomO.csv,Planets 3 and 4,0.2204538323957821,0.23193545194884113,-0.011481619553059041,-0.04950351253585668
sysSim_20_randomO.csv,Planets 1 and 5,0.08774303723213878,0.08500779674772618,0.0027352404844125933,0.032176348394604835
sysSim_20_randomO.csv,Planets 2 and 5,0.25911138503102393,0.2760022700910348,-0.016890885060010852,-0.061198355558596214
sysSim_20_randomO.csv,Planets 3 and 5,0.22248313407767417,0.2267185258784865,-0.004235391800812338,-0.01868127796085956
sysSim_20_randomO.csv,Planets 4 and 5,0.06015024931986982,0.06067343624581904,-0.000523186925949222,-0.008622998107928563
sysSim_21.csv,Planets 1 and 2,0.2370702878442024,0.24193900965845522,-0.004868721814252824,-0.020123756896938565
sysSim_21.csv,Planets 1 and 3,0.23294842070852045,0.23357465999671673,-0.0006262392881962731,-0.0026811097068709247
sysSim_21.csv,Planets 2 and 3,0.09400471128896654,0.09400231891822261,2.3923707439255093e-06,2.5450124757100452e-05
sysSim_22.csv,Planets 1 and 2,4.268945213344569,4.269653814403814,-0.0007086010592445291,-0.00016596218102133732
sysSim_22.csv,Planets 1 and 3,1.5649224582001569,1.7190744987161743,-0.1541520405160175,-0.0896715300187049
sysSim_22.csv,Planets 2 and 3,3.0383397940992607,3.130054816894104,-0.09171502279484312,-0.029301411048720947
sysSim_22_randomO.csv,Planets 1 and 2,3.6245146741273144,3.6253416602144304,-0.0008269860871159551,-0.00022811259313612964
sysSim_22_randomO.csv,Planets 1 and 3,1.1637872239843634,1.1945079783229715,-0.030720754338608103,-0.0257183333189105
sysSim_22_randomO.csv,Planets 2 and 3,2.508102983884973,2.5220192403775226,-0.013916256492549461,-0.005517902587637011
sysSim_24_randomO.csv,Planets 1 and 2,1.0641358602795983,1.011425295396498,0.05271056488310033,0.05211513408159007
sysSim_24_randomO.csv,Planets 1 and 3,0.8324790549295948,0.8328809980762409,-0.00040194314664609987,-0.0004825937289654752
sysSim_24_randomO.csv,Planets 2 and 3,0.70852684799764,0.6256003781215673,0.08292646987607266,0.13255501878862083
sysSim_24_randomO.csv,Planets 1 and 4,0.8196373399455308,0.8200185359775178,-0.0003811960319870522,-0.000464862701588374
sysSim_24_randomO.csv,Planets 2 and 4,0.780731160747512,0.6581282677493845,0.12260289299812754,0.18629027046261865
sysSim_24_randomO.csv,Planets 3 and 4,0.30482607903484366,0.254995914735181,0.04983016429966264,0.1954155397015375
sysSim_25.csv,Planets 1 and 2,1.4003106500013525,1.4010602845809186,-0.0007496345795661163,-0.0005350480545455937
sysSim_25.csv,Planets 1 and 3,2.525913262379196,2.7551486211838494,-0.22923535880465362,-0.08320253834660808
sysSim_25.csv,Planets 2 and 3,2.7326096563966953,2.670289104969954,0.06232055142674131,0.023338503426745077
sysSim_25.csv,Planets 1 and 4,2.0521208675386173,2.1766504598111935,-0.1245295922725762,-0.05721157097652607
sysSim_25.csv,Planets 2 and 4,2.2901080555510402,2.1843775503536724,0.10573050519736782,0.04840303599542533
sysSim_25.csv,Planets 3 and 4,3.3482437667122613,3.350072353965397,-0.0018285872531356162,-0.0005458351521784785
sysSim_25_randomO.csv,Planets 1 and 2,1.355682661467983,1.3565395660142436,-0.0008569045462605285,-0.0006316841526253949
sysSim_25_randomO.csv,Planets 1 and 3,2.4104969821496787,2.5788874348660036,-0.1683904527163249,-0.06529577461959844
sysSim_25_randomO.csv,Planets 2 and 3,2.5969458743357094,2.5219221443817883,0.07502372995392115,0.029748630472615997
sysSim_25_randomO.csv,Planets 1 and 4,1.840414180565971,2.0017811916676793,-0.16136701110170826,-0.08061171309501303
sysSim_25_randomO.csv,Planets 2 and 4,2.110091297458836,1.9889360852973665,0.1211552121614694,0.060914582955718985
sysSim_25_randomO.csv,Planets 3 and 4,3.374682903409811,3.3821818304406075,-0.007498927030796576,-0.0022171862444839837
sysSim_27.csv,Planets 1 and 2,0.7656825221029767,0.7876104735997214,-0.021927951496744646,-0.027841112112849897
sysSim_27.csv,Planets 1 and 3,0.7283438559595946,0.732107125333488,-0.0037632693738933742,-0.005140326113038631
sysSim_27.csv,Planets 2 and 3,0.6725471485780165,0.6673458529459652,0.005201295632051295,0.007794003078149708
sysSim_27.csv,Planets 1 and 4,2.172264456191174,2.231918499340769,-0.059654043149595104,-0.02672769779327284
sysSim_27.csv,Planets 2 and 4,2.1202409540950535,2.1185825655599673,0.0016583885350862637,0.0007827821119862427
sysSim_27.csv,Planets 3 and 4,2.3361762580557226,2.3381687891334186,-0.001992531077696036,-0.0008521758937833207
sysSim_27.csv,Planets 1 and 5,1.3146891488416654,1.3297445750097836,-0.015055426168118169,-0.01132204368497416
sysSim_27.csv,Planets 2 and 5,1.0684244001139107,1.1114636443565278,-0.04303924424261707,-0.038723033777262474
sysSim_27.csv,Planets 3 and 5,0.6446080702764457,0.6477273695712604,-0.0031192992948146925,-0.004815759594780439
sysSim_27.csv,Planets 4 and 5,2.1640223695929826,2.1939063099403766,-0.029883940347394056,-0.013621338437285503
sysSim_27_randomO.csv,Planets 1 and 2,0.7845595250579427,0.7971498250625033,-0.012590300004560628,-0.01579414510135964
sysSim_27_randomO.csv,Planets 1 and 3,0.8083655536988611,0.8395566111256814,-0.031191057426820268,-0.0371518215847281
sysSim_27_randomO.csv,Planets 2 and 3,0.6702515218163176,0.6545449698286048,0.01570655198771287,0.02399613886243094
sysSim_27_randomO.csv,Planets 1 and 4,1.641294432655181,1.6270753673660032,0.014219065289177824,0.008739032975587608
sysSim_27_randomO.csv,Planets 2 and 4,1.5706697040921782,1.5725120395489114,-0.0018423354567331796,-0.0011715875048318673
sysSim_27_randomO.csv,Planets 3 and 4,1.67910383433165,1.6786695307588948,0.00043430357275520137,0.000258718922811961
sysSim_27_randomO.csv,Planets 1 and 5,1.0295712249186701,1.0455967876007746,-0.01602556268210442,-0.015326713769728256
sysSim_27_randomO.csv,Planets 2 and 5,0.868122928016502,0.8980201164679911,-0.029897188451489032,-0.033292337112756296
sysSim_27_randomO.csv,Planets 3 and 5,0.6806771562285044,0.7233974748355114,-0.04272031860700698,-0.059055111599222644
sysSim_27_randomO.csv,Planets 4 and 5,1.6052708498301902,1.6085451424352448,-0.0032742926050546295,-0.0020355615261736073
sysSim_28.csv,Planets 1 and 2,0.9386044249270704,0.9386295207942914,-2.509586722099222e-05,-2.673671205200906e-05
sysSim_28.csv,Planets 1 and 3,0.6412409440777787,0.6571294614174131,-0.015888517339634478,-0.024178671437684915
sysSim_28.csv,Planets 2 and 3,0.9409100697416487,0.9975678266793055,-0.056657756937656845,-0.05679589439673356
sysSim_28.csv,Planets 1 and 4,0.33678378372081724,0.33405405139129585,0.002729732329521395,0.008171528883282153
sysSim_28.csv,Planets 2 and 4,0.8281143756389598,0.8256713223431271,0.00244305329583272,0.0029588690193329153
sysSim_28.csv,Planets 3 and 4,0.8178367115501926,0.8178334400598756,3.2714903169805964e-06,4.000191428637453e-06
sysSim_28_randomO.csv,Planets 1 and 2,1.0798021546963197,1.0798315714096614,-2.9416713341667844e-05,-2.7241945985396525e-05
sysSim_28_randomO.csv,Planets 1 and 3,0.5913568002173306,0.6045540424976457,-0.013197242280315047,-0.02182971471961738
sysSim_28_randomO.csv,Planets 2 and 3,1.0184506075797712,1.0638086536147204,-0.045358046034949195,-0.04263741029068233
sysSim_28_randomO.csv,Planets 1 and 4,0.33696762487021953,0.32476037676408787,0.012207248106131663,0.03758847747303619
sysSim_28_randomO.csv,Planets 2 and 4,0.9399932368550898,0.9487107440285887,-0.00871750717349884,-0.009188793558383212
sysSim_28_randomO.csv,Planets 3 and 4,0.7389071523155912,0.7389053428690071,1.8094465841222984e-06,2.4488205445864214e-06
sysSim_29.csv,Planets 1 and 2,0.3528431913004207,0.35599137719854185,-0.0031481858981211586,-0.008843433014854647
sysSim_29.csv,Planets 1 and 3,0.47181680455713576,0.47857380973962305,-0.006757005182487286,-0.01411904505631756
