Time,1 Planets (Aligned Omega),1 Planets (Random Omega),2 Planets (Aligned Omega),2 Planets (Random Omega),3 Planets (Aligned Omega),3 Planets (Random Omega),4 Planets (Aligned Omega),4 Planets (Random Omega),5 Planets (Aligned Omega),5 Planets (Random Omega),6 Planets (Aligned Omega),6 Planets (Random Omega),7 Planets (Aligned Omega),7 Planets (Random Omega),8 Planets (Aligned Omega),8 Planets (Random Omega),9 Planets (Aligned Omega),9 Planets (Random Omega)
0.0,0.02179089140441368,0.022357899476096257,0.012595019022663075,0.013181287026726432,0.006774613043811708,0.0070420981432449195,0.003079341267237041,0.0035532957818564625,0.0012749327433144624,0.001665313174325498,0.00024089338577290806,0.0004984776211818868,0.00034654106020789045,0.0005300387983802707,3.4565880428930985e-05,0.0002377960891378887,0.0,3.5825861312498364e-05
100.01000100010002,0.02178902556509449,0.02237377794574854,0.012561569878453534,0.013072155888449627,0.006852192687187751,0.0070441458993644925,0.003056488677794236,0.003521593713782254,0.0012771659918339073,0.001664768186421902,0.00024038306594431104,0.0004950076281395094,0.00034132176276762647,0.0005340301024005114,3.4547501688713874e-05,0.00023818031110687236,0.0,3.586563647308538e-05
200.02000200020004,0.021786052792750282,0.02228457748591891,0.01253577377673216,0.012937521316401659,0.0069026204176931205,0.007018627350506865,0.0030057073967803883,0.0035579917688163083,0.0012698969751991928,0.0016613879169096468,0.00024127858363472932,0.000488376785107472,0.0003418079654019314,0.0005356758806664213,3.449001140332621e-05,0.0002326093165934113,0.0,3.591759674815441e-05
300.03000300030004,0.021717049521534495,0.022393357910208127,0.012644108964927167,0.013016618343600439,0.0067787208976283495,0.007013806777353613,0.0030446701706385794,0.003564126440410491,0.0012603569963742815,0.0016642577571202625,0.00023871661873553433,0.0004936566050436295,0.0003342186522253992,0.0005326505718249219,3.440121380932942e-05,0.00023849823059294894,0.0,3.598535545051191e-05
400.0400040004001,0.021833448456675564,0.022357043765748236,0.012585036870059449,0.013076061270241338,0.006803830779739978,0.007034070632953047,0.0030611696447147055,0.003524357417088995,0.001243676180156283,0.0016648849091492675,0.0002426703411592275,0.0004831346524436973,0.0003398025618851325,0.0005193872442404282,3.429113892007429e-05,0.00023780470661422665,0.0,3.605817471812956e-05
500.0500050005001,0.021772670052180903,0.022411165925030896,0.012721405227771551,0.013165582694638623,0.006727684016983429,0.007061372002090022,0.0030207243744526514,0.003525638560950615,0.0012456803818790638,0.0016742674386049892,0.0002552896363753322,0.0004827071000043848,0.000337438238001456,0.0005183281557298602,3.417753349023185e-05,0.00023684016754425122,0.0,3.614289863644274e-05
600.0600060006001,0.021859825417372424,0.022493481810696426,0.012743529383344226,0.013153351538849292,0.006761409428770575,0.0070502503571495305,0.002995085248803996,0.0035209504618273525,0.0012450550890417016,0.0016705461564486912,0.00025855976157295764,0.00048220149762035375,0.0003383892772970174,0.0005236391222422951,3.406105562119416e-05,0.00023026427504902584,0.0,2.455108558879687e-05
700.0700070007001,0.021857003019187457,0.022463631041723116,0.012746396842182622,0.013168266934597798,0.006688574821016491,0.006999570640419684,0.002979624538353538,0.0035320707009546797,0.0012425043009162957,0.0016620017900537758,0.0002597844072783546,0.0004906379159431857,0.00033598047898640993,0.0005376232583911036,3.395659146296938e-05,0.0002303159777849255,0.0,3.6300410080905764e-05
800.0800080008001,0.021806687478738485,0.022411188402506173,0.012683963670029977,0.013163161213476292,0.006773327939081251,0.00703942786889907,0.003040916520150764,0.003549274418720887,0.001222773508819654,0.0016728573673824732,0.00025986131290909594,0.0004906174790826696,0.0003346855670048482,0.0005414153598079642,3.386672451546229e-05,0.00023034633683834883,0.0,3.636068884247287e-05
900.0900090009002,0.02183335685797822,0.02238746884137204,0.012668325473119831,0.013077075012002436,0.00679741802856733,0.007084363377881647,0.0030825036672182077,0.0035356866912973225,0.0012192549824369488,0.0016704876044679727,0.0002630905261026873,0.00048643023016143905,0.0003325429078561057,0.0005312991171780352,3.335740149207641e-05,0.00022592102882159278,0.0,3.641098996712897e-05
1000.1000100010002,0.021755842300729845,0.0224618161024714,0.012731582746970888,0.013029016092518473,0.0066605042508186205,0.007171611506207367,0.0030357439445751274,0.003602313668168196,0.0012181409350111392,0.0016597709288420383,0.00026347054197675067,0.000496595633879622,0.00033162112096672057,0.0005417397162158797,3.37169460384932e-05,0.0002476592492670768,0.0,3.646128430874305e-05
1100.1100110011,0.021821491119987477,0.022435881367113785,0.012662850862371716,0.013004742026467158,0.006769176273614275,0.007185227616110208,0.0030618488297218366,0.0035731252783174363,0.001226448096140119,0.0016807302458793098,0.0002609063246196063,0.0004986516422251405,0.00033487395742880927,0.0005428566604108684,3.3763243904450085e-05,0.00023691031203298756,0.0,3.651086217227939e-05
1200.1200120012002,0.021780264776240607,0.022425540663474477,0.012750532984899136,0.013026581513521967,0.006661252096303844,0.0071009797115598365,0.003077065994294896,0.0035414496072417043,0.0012212481111988733,0.0016698910169828083,0.0002631841394323944,0.0005052866122907872,0.0003339421244317912,0.0005427630296504113,3.3788388785553694e-05,0.00023704310669218055,0.0,3.655305904341631e-05
1300.1300130013003,0.021924771345413256,0.022462349864542486,0.012684878364913455,0.012906674619780916,0.006647950956163748,0.007098536699968977,0.0030807876579622318,0.0035854491408505024,0.001213011774429539,0.0016633301090104003,0.0002634449585276833,0.0005054755041033509,0.00033359703612055786,0.0005498820553000601,3.383625638736197e-05,0.00023716645573707156,0.0,3.659833493705602e-05
1400.1400140014002,0.021796313852871983,0.02234683836510532,0.012720095924727889,0.013050581102025,0.006576893929503667,0.007117448948825503,0.0030595035053989843,0.003572444368715906,0.001234927063981314,0.0016694470549051663,0.00025862271835314966,0.0005025475192476489,0.0003325928434888166,0.000550907522994084,3.389785303284067e-05,0.0002371846784694881,0.0,2.495716560806756e-05
1500.1500150015004,0.021702773821496595,0.022352329033059365,0.012748843375135764,0.013066452290972206,0.006607368334580743,0.0071133070092335065,0.003078805579651984,0.003572375021253782,0.0012417570833909168,0.0016575218530186862,0.00025178282841261507,0.0004929411334309873,0.00033293162244356177,0.0005521662791683858,3.397108556999424e-05,0.0002370247190270339,0.0,3.6643258804423524e-05
1600.1600160016003,0.021758091169791816,0.02246255997152445,0.012683999552281876,0.012932673174695193,0.006520186816717761,0.0071486260852679446,0.0030554795081103006,0.0035815426739989826,0.0012443858948799995,0.001659049885374874,0.0002574855299238935,0.0004982941650837616,0.0003302301856238697,0.0005513986959969567,3.404157365822309e-05,0.00023679092984366044,0.0,3.661976359184994e-05
1700.1700170017002,0.021786523064773553,0.022490768997333453,0.01266721396953219,0.012878424207342394,0.006590604548100336,0.0071207269402352716,0.0030496655814400008,0.0035583088221304284,0.0012462956467764797,0.0016587614940241349,0.00026254656742541016,0.000499668746888421,0.000327171661700309,0.0005567010863978442,3.385640734676305e-05,0.0002475747671796257,0.0,3.657683916097483e-05
1800.1800180018004,0.02186926469451681,0.022422629898205454,0.012712096181464568,0.012890975939846462,0.00656431702430364,0.007042277744053004,0.003024218669530325,0.0035941051518794307,0.0012437524625307699,0.0016629141616899643,0.0002571892020557557,0.0004896678887891119,0.0003290384108721217,0.0005524799821401677,3.414005804028516e-05,0.00024727259644849144,0.0,2.4843771516944826e-05
1900.1900190019003,0.021869533143637147,0.022430208749544177,0.012616101716701026,0.012973351926261482,0.006623012987144695,0.007080142755055454,0.0030421234485689046,0.0036124162067517514,0.001239649333632379,0.001672365501538862,0.00025523998609821495,0.000491795643867594,0.00033181460920965624,0.0005582669780450241,3.414302576912851e-05,0.00023215906759761507,0.0,2.4784391201768565e-05
