Period,Planet 1 h fft,Planet 1 k fft,Planet 1 p fft,Planet 1 q fft,Planet 2 h fft,Planet 2 k fft,Planet 2 p fft,Planet 2 q fft,Planet 3 h fft,Planet 3 k fft,Planet 3 p fft,Planet 3 q fft,Planet 4 h fft,Planet 4 k fft,Planet 4 p fft,Planet 4 q fft,Planet 5 h fft,Planet 5 k fft,Planet 5 p fft,Planet 5 q fft,Planet 6 h fft,Planet 6 k fft,Planet 6 p fft,Planet 6 q fft,Planet 7 h fft,Planet 7 k fft,Planet 7 p fft,Planet 7 q fft,Planet 8 h fft,Planet 8 k fft,Planet 8 p fft,Planet 8 q fft
inf,1.9029777501467215,0.7233662639591032,0.11923858768581869,7341.477003919116,1.7925650579284653,0.6155529371397598,0.10378751015848373,7341.614081140011,1.4515276615169899,0.5027620020416212,0.12310780546203434,7341.5624966965825,1.430757486001543,0.29557930233374385,0.0514759120625014,7341.613019647011,1.4691050535737578,0.10660257740497572,0.008792780002795753,7341.635832401998,2.619981868353853,0.9433909743943143,0.017274393719703462,7341.636249708479,3.354993001913659,1.4655648021961398,0.005137426157713867,7341.625635708321,3.5375526166373383,1.4829879641211408,0.00017575693944147888,7341.62854798163
1000100.0100010001,2.0837233257254444,0.9988836942239052,0.11918101708084229,0.05295114676853072,1.9745457018277615,0.7774745984020355,0.10389764787767844,0.008277731958863253,1.638097790256152,0.7749843437291029,0.12316504304266541,0.005843218188150452,1.6865279173395287,0.614608505268795,0.051777482952564714,0.005931496384290629,1.648507148799342,0.5883863242291884,0.009151746956368554,0.016163014074441307,3.142039365715678,1.710747879576267,0.01745495408257773,0.008437419977002517,3.923097017932341,2.2061495666894326,0.005091079964065774,0.011317519685619462,4.128953247410312,2.2656174446064368,0.00021969819766661677,0.0013124426170097246
500050.00500050007,3.243685279104499,1.85070731538624,0.1179631661748463,0.05070694711193608,3.1641720318643656,1.8829426509451894,0.10274076154424865,0.007059072830490474,2.875474772295237,1.9228572481409547,0.12393322080979637,0.00915958933756666,3.0611692383192004,2.145915739150015,0.05170632194629335,0.006376128751949773,3.0462482937479467,2.1654848091717733,0.00924394265971166,0.015676515372082485,6.273028606315244,5.155759506041667,0.017440712732168896,0.008481094759561865,7.565106202316153,6.135515983453669,0.005181159574274545,0.011388198978118717,7.922907837544066,6.371846968615676,0.00035679005981523973,0.0012550011201853063
333366.6700003334,5.458322486585579,6.868532535389345,0.11881122065768998,0.0514950280877997,5.754535798912415,7.01765964910152,0.10335803479286554,0.008161247745953972,6.325193121435065,7.231527352062996,0.12406397328071528,0.010838475891232071,7.189162474277409,7.977738219700629,0.052364535517865164,0.007827777007245434,7.143742567092304,7.870730604669513,0.010101927959170134,0.01476688528026998,16.194272542744855,17.107781283532468,0.017693607575887563,0.008512556593210149,18.582024921859407,19.772288861154564,0.005250946987856928,0.011510558446909,19.325814778427986,20.619106155929842,0.0005370604585882012,0.0011377399732272026
250025.00250025003,1.050505052233117,2.1135788934441937,0.1191935177456328,0.05404711537346259,1.0941658214513508,2.0933597382038505,0.10400740266748976,0.010503688301980757,1.2657465861305168,2.0646956675831514,0.12462151803103488,0.013443334313384993,1.4372627417787687,2.1297708892714646,0.05322299439908842,0.00996773987003211,1.443618891922613,2.0127432563376906,0.011747018490413133,0.013096426033521494,3.2484693560761846,3.9920539936088026,0.017655535067222172,0.008647062278975083,3.518786688984418,4.5267664357699235,0.0053869625140625385,0.011737956946619162,3.631041403120767,4.728383833120349,0.0008927051415232156,0.0009067162845747515
200020.0020002,1.086433493600761,1.7453200505617033,0.12079380309801312,0.06203713690443455,1.0310536299255944,1.690704587285998,0.10525508601789604,0.018362498314949658,0.9704993515423735,1.610531581492014,0.12710130875539827,0.02118281836349216,0.9980256118028846,1.5648674693534523,0.056681987654396464,0.016818531940267632,0.9922169673084521,1.4116607448141485,0.018775544233788213,0.0080433527462341,1.8058628001407238,2.424604274586581,0.017773737252464023,0.008954641548003536,1.840719662274532,2.712313019838869,0.005948679689559325,0.01249133448914975,1.884485585068842,2.835153760640791,0.0020575243319146466,0.0002494428644251364
166683.3350001667,1.3399419771428913,1.7869420151123279,0.8578346778365895,0.6249858612989467,1.2617756466172918,1.7119603301811737,0.8368631553827444,0.5703100817197388,1.0968731587099954,1.6019374558511952,0.8201022743174374,0.5502278084907194,1.0398196430336848,1.4632956471650673,0.7274934812234958,0.4947196029287936,1.0179909932477649,1.3216987067170234,0.6980821134507456,0.4579033372572455,1.2711304626376565,1.796719885368488,0.03058491816751235,0.024732120727301136,1.217864025727862,1.9864465576709587,0.08051553483411814,0.06484868155072611,1.2369518207196835,2.077063290341892,0.08370951857083911,0.05535397127270495
142871.4300001429,1.721310466841202,2.0533655147462944,0.11745684040868966,0.025124860041383437,1.6290187404946233,1.9823401743492068,0.10200563954021061,0.019325116822377465,1.424290949956671,1.826723831391766,0.1303101361482911,0.01602412118975843,1.3087038854043194,1.6509594220674269,0.06737551072458463,0.019656845009702145,1.2792813562163652,1.4452132625711371,0.051453879087119195,0.04719086867503602,1.0031829361376035,1.4533945403591486,0.01800224457246738,0.008354824574484339,0.8974360107154034,1.5889855345436572,0.006602817447009507,0.008929194955525932,0.9040822798759046,1.661945108520217,0.0038518291022429886,0.004031950061093115
125012.50125012502,2.394472067116732,2.6643374242781537,0.12400668065761201,0.03771313857406617,2.3022160030555727,2.580116639986727,0.11303252185682858,0.009631471695901459,2.05582370478405,2.3938944500258335,0.1217903343073643,0.0055769395797173864,1.8814848970148133,2.1125392576465547,0.051975713639363805,0.007800435508277711,1.8143546267037083,1.9562669677251976,0.013587911798606512,0.026856695652104034,0.8475257535656276,1.2351630948211862,0.017787540688152734,0.008757165663287724,0.6992735780705209,1.338133204578304,0.005353647311655364,0.009992666733802696,0.6975665776044349,1.4005398118767436,0.0016799359351924682,0.0024776783382119954
111122.22333344446,4.007113620186236,4.24262409685675,0.1249709249363507,0.042755326601306924,3.9107083379404446,4.145094511825274,0.10876067098888476,0.011882701737820554,3.5996913177988814,3.887644024280367,0.1219984729357491,0.005512406797969094,3.299943945674129,3.5320231357614342,0.052043160537675985,0.006142426652814239,3.1864113991611527,3.2455357987107303,0.012724776114392702,0.023396988967498825,0.7595062000372,1.0855232277860076,0.018775190173786697,0.009091649446657303,0.5545827421446462,1.174987106133645,0.004791522311760707,0.010572381543373335,0.5446383636675696,1.2328652183374074,0.0010837377700854086,0.002225630877121037
