Period,Planet 1 h fft,Planet 1 k fft,Planet 1 p fft,Planet 1 q fft,Planet 2 h fft,Planet 2 k fft,Planet 2 p fft,Planet 2 q fft,Planet 3 h fft,Planet 3 k fft,Planet 3 p fft,Planet 3 q fft,Planet 4 h fft,Planet 4 k fft,Planet 4 p fft,Planet 4 q fft
inf,0.9920578007701295,6.848951953359658,1.5858311010658115,13.963683598525348,1.0897185716232576,6.812118164078298,1.580660410798054,13.996573935199683,1.3209304111781417,17.820750111964536,2.592689852061866,15.065852627597117,1.4689273959480915,14.030652421276544,3.5920785306734695,16.126311908819115
1000100.0100010001,7.580412787378086,11.448863387076722,1.1040092322612602,1.2241147233542613,7.451077612649788,11.324675336432188,1.1081861951457712,1.1899268440542652,16.67195606624622,27.844986051670688,0.0895526025234998,0.09051934655040833,15.014293839696565,23.204689486652967,0.9344854644644365,0.9927367675890081
500050.00500050007,20.825579282464776,18.137646805700978,1.1886032180747217,1.3027098507597488,20.435711505907157,17.697945606617765,1.191134510861409,1.268951307369553,44.66420891801601,36.432923380010415,0.09518653229300543,0.0967865520463402,41.74133177407125,35.974860788040026,1.002376229044447,1.0591140327319504
333366.6700003334,6.637973170700937,4.6031636084354925,1.3420604977648443,1.456189126162416,6.530972610149162,4.420664507049169,1.3414221635654953,1.4208180452365746,13.448675450782298,6.902807302239198,0.10690415640806263,0.10803758829810389,13.506199538532549,9.078551745491547,1.1286500281068725,1.1840298524178894
250025.00250025003,4.4465542714494175,2.812399798488261,1.6128720380184614,1.7184076870987668,4.391926485582968,2.663194146817015,1.607475548742567,1.6798917018458361,8.330062836902501,2.87475373996181,0.12538065411675242,0.1268441128046067,9.378152889567792,5.789693142849803,1.342647286753365,1.3961010295703271
200020.0020002,3.5474415110345103,2.1802705512517626,2.076884624938179,2.1772246563402278,3.5152600628472626,2.0435690351433946,2.063890604086473,2.1326953336907675,6.034526390448669,1.3537594110940365,0.16201064450699015,0.16380551290605744,8.110907795738392,5.103861676985955,1.7297807574571,1.781161984956689
166683.3350001667,3.0026949708250985,1.8300724864944597,3.005539669595147,3.100023638992279,2.988028848671657,1.6992566427252305,2.9782445083208122,3.0433639889913624,4.633513417673853,0.6835022201013444,0.2241075381075001,0.22543201002387211,8.136409169610573,5.5625514698257135,2.4631828090042878,2.51061250329407
142871.4300001429,2.344459527591235,1.3426062543616826,5.481861462142085,5.570876636148106,2.3437368294259837,1.2221360619781922,5.418164056869811,5.479746838396661,3.5906669320133675,1.1287365532952622,0.3985509840676714,0.40045439136085237,10.092520018059115,7.862545098252779,4.451508445925267,4.498587261812464
125012.50125012502,0.8229509643329316,1.6846424592509572,32.111612018834975,32.191884036293374,0.6745380605353639,1.669145301777792,31.667018825366267,31.721750206346417,3.66599789820976,3.9116979335855904,2.2557092843737387,2.2578602821281826,20.659189038723408,18.71188291618108,25.77177849017439,25.81539595465703
111122.22333344446,14.150811042776885,13.25551775899434,8.668909589868807,8.596575878894866,13.78378539597829,12.761211966345824,8.532251910251317,8.48369920639644,9.218088374372769,7.18693028802374,0.5674746995339017,0.5642800404012686,27.379396990868212,29.086087022253363,6.80269920914212,6.7597495122793605
100010.0010001,9.540447332188558,8.720852984313677,3.9917365837505105,3.932342248094023,9.306472955447076,8.357582887406117,3.9219817108823,3.8847427301101245,4.089884288618438,1.8068913164948837,0.21230886350234485,0.2050630326035175,5.8939450941671865,7.386631199619781,2.948495238666863,2.9026535355039464
