Period,Planet 1 h fft,Planet 1 k fft,Planet 1 p fft,Planet 1 q fft,Planet 2 h fft,Planet 2 k fft,Planet 2 p fft,Planet 2 q fft,Planet 3 h fft,Planet 3 k fft,Planet 3 p fft,Planet 3 q fft
inf,1.156926991167464,2.0553421545704804,0.01976067198030275,9783.185925082558,1.0819777324250974,1.9521786105469299,0.018107191156419896,9783.137237520727,3.565208056305641,9.005311986540995,0.0037070448550906533,9783.207011323517
1000100.0100010001,1.638265748162085,2.509346519280502,0.019968585114923332,0.0074376952275884735,1.544664277076041,2.3885243559342335,0.018393225632814564,0.0077620951642716615,6.700424281845031,11.41039489451916,0.0037517976201837024,0.0014509242863086232
500050.00500050007,8.292073953116608,9.110027678567638,0.020633402856807596,0.007555996868011492,7.938148290149437,8.718742812821345,0.019183199603243637,0.007873570314386522,42.5116546828276,46.23771143924636,0.0038871595244717176,0.001472916987522272
333366.6700003334,2.9063086186285516,2.1434839739148823,0.02179143359891831,0.007753363303155876,2.7899831103717556,2.072684740700005,0.020459068132911738,0.008065300414196152,16.02227904207376,13.02107251793048,0.004116823769326844,0.0015108873801572367
250025.00250025003,1.3703117198941608,0.6630381962590621,0.02351241491356231,0.008040385102388591,1.3112759771849822,0.6469489410572135,0.02218991845700361,0.008372598581551207,7.57917153865477,5.0951421034409385,0.004448308170534212,0.0015670077085808273
200020.0020002,0.9627089625639149,0.3172510222485861,0.02582471930731768,0.008445043156519743,0.9131619013145145,0.3108038056545594,0.024539144414866924,0.008771209947876137,5.158334625663439,3.0528783372787087,0.004895202148365123,0.0016447591155070093
166683.3350001667,0.7799401135312414,0.21956654656901026,0.02885120767582354,0.008998445236035718,0.734912024252136,0.20436202850811497,0.027606934945489773,0.00929611551358094,3.9727438721395507,2.152915705657785,0.005480324799511578,0.001749528450821414
142871.4300001429,0.6807767898435392,0.2147068375796819,0.03280981525287566,0.009722558568676798,0.6382630797528389,0.18919948636660916,0.031549200882674,0.010033764038324039,3.2557371923186182,1.657400349589305,0.0062412887201589665,0.001889687779618097
125012.50125012502,0.6244128059993551,0.23486902729585135,0.03794968392129246,0.010696234628251576,0.5764014919003937,0.2105752748375722,0.03684801169466025,0.01102913808265186,2.76993463402055,1.3475178696741021,0.007240294632403516,0.002078590040049581
111122.22333344446,0.588960401229002,0.263384557275297,0.04490471882651937,0.01205510576883666,0.54346057156821,0.23154078341688566,0.04387306858405107,0.012366442741652174,2.416568692699409,1.1367694283836525,0.008583165114005477,0.0023385280863187597
100010.0010001,0.5703425942335939,0.28976890238152503,0.0546688480531818,0.013990580792331701,0.5209837240094553,0.25976078863461094,0.053613477822120434,0.01426368486092083,2.146800846973512,0.9846746059856797,0.010461068968129176,0.0027093756570564964
90918.18272736366,0.5611360282228455,0.31686691676604617,0.06914138382115084,0.01690228482467734,0.5117283565124111,0.2863527990268633,0.06816464905936198,0.01718145083395608,1.9334984681513419,0.8699617865872548,0.013252138147187396,0.003269645736175405
83341.66750008335,0.5609161085338086,0.3445278569036718,0.09284815408350643,0.021714947442292933,0.5082086851985458,0.31253813485970866,0.09188167681742976,0.02200875813046896,1.7603173427475007,0.7804806525361824,0.01781631281138704,0.0041975660317932475
76930.77000007693,0.5687642098165663,0.3742881355276886,0.13861836273332134,0.031101108575757326,0.5162864132509527,0.34079047497081766,0.1374001083838968,0.031369767027394864,1.615130370063912,0.707623025973686,0.026611730010500392,0.006002305487414255
71435.71500007145,0.5781866237610442,0.40336029548412605,0.2632902089862134,0.056849269662176315,0.5265147888985228,0.369949061633789,0.26187565624194886,0.057028197459859174,1.4952256928510324,0.6498063038423463,0.05059932723921936,0.010953872301395112
66673.33400006668,0.5953971949523114,0.4360155775849361,1.9748849235630799,0.4112592036540739,0.5433618045069251,0.4016330472095623,1.9704379888702717,0.41073825387364177,1.3916320048926474,0.600920818324465,0.3798975571003154,0.07913510753996303
62506.25062506251,0.6186661598059833,0.4721979451763738,0.3745345038381043,0.07537384230713216,0.5654633461907745,0.4352859974747681,0.3743009053818354,0.07493550824057471,1.301886078308323,0.5595973072827399,0.07208278020940163,0.014483402210243683
58829.41235300001,0.6604206088646639,0.5192303692146117,0.1741589028550263,0.033967179401576786,0.6042231603403332,0.4791545938906711,0.17453042545664554,0.03359715861408998,1.222428933626403,0.5239960577207128,0.0335463657903503,0.00651687023987925
55561.11166672223,0.6830495147808412,0.5586627537129402,0.1147020176733222,0.02172187033515995,0.6241489141100675,0.5155236777310193,0.11521427672392388,0.02138872844369167,1.156629058768249,0.49444529094173706,0.022108971608502743,0.004161789254764427
52636.84263163158,0.7268624886559967,0.6090438966186509,0.08624042638787695,0.01586909244073123,0.6651290682742763,0.5657383084243752,0.08649293798227749,0.015567909211644426,1.0949273054436417,0.4680152340113244,0.01661518094911502,0.003036947559810373
50005.00050005,0.7779347555272292,0.6673724263405115,0.06942239289319486,0.012455325091607109,0.7183991877742364,0.6248908134426377,0.06975445104847884,0.012155993873103465,1.0404722057477138,0.44517528751854885,0.013382400030255854,0.0023799990758308067
47623.810000047626,0.8419893194083248,0.7373397984076777,0.058293235983143815,0.010232084821169407,0.7770571559498266,0.6903611490436313,0.05881703647842631,0.009903209123736916,0.9918509156057699,0.4253510991223949,0.011251000826007369,0.0019502583357203244
45459.09136368183,0.9187571581822087,0.8199794876998986,0.05039386322026592,0.008653458930921927,0.8526033651455507,0.770309509435109,0.051030884740132294,0.008353826508220565,0.9482915204298331,0.40822443320943386,0.009737471555772115,0.0016480091837463415
43482.60913047827,1.0153434546293036,0.9216072884258586,0.04456064658558231,0.00748243703934611,0.942131465510501,0.864158766561099,0.0450446419341836,0.00720593423632412,0.9092429132979876,0.3936114694257106,0.00860568459640618,0.001424299386573745
