Period,Planet 1 h fft,Planet 1 k fft,Planet 1 p fft,Planet 1 q fft,Planet 2 h fft,Planet 2 k fft,Planet 2 p fft,Planet 2 q fft,Planet 3 h fft,Planet 3 k fft,Planet 3 p fft,Planet 3 q fft,Planet 4 h fft,Planet 4 k fft,Planet 4 p fft,Planet 4 q fft,Planet 5 h fft,Planet 5 k fft,Planet 5 p fft,Planet 5 q fft,Planet 6 h fft,Planet 6 k fft,Planet 6 p fft,Planet 6 q fft,Planet 7 h fft,Planet 7 k fft,Planet 7 p fft,Planet 7 q fft,Planet 8 h fft,Planet 8 k fft,Planet 8 p fft,Planet 8 q fft,Planet 9 h fft,Planet 9 k fft,Planet 9 p fft,Planet 9 q fft
inf,0.8924800497813887,0.5255864608219816,7.1900298183503555,1.7178152407313414,0.5693939069443161,0.40283919796921824,7.459346059867351,1.5062763211370485,0.573580341762298,0.3706133162904481,7.478484936910377,1.4964157719798186,0.5610223420306433,0.3330814719208993,7.482260746555072,1.479520731396704,0.7444424475944356,0.556319047804221,7.512753658900409,1.4245312189876087,0.794065988180547,0.6955933695583203,7.484299905118012,1.4234971930289595,1.28185458218677,1.3398219579980182,7.499009813787742,1.263563131261543,1.6445944734890992,1.5022540656417007,7.501955992511013,1.265930048970907,1.9117546225087731,1.6499598138091163,7.510281844846031,1.1672989013515658
1000100.0100010001,0.9046124173783622,0.5232538124029995,0.31010773747111625,0.46186881919197736,0.5949863202011952,0.4289774889921981,0.043059973475595946,0.2532275745080638,0.5944182089110782,0.39437973280688055,0.02547744920822642,0.2383008245900978,0.5740968545517761,0.35770055664477407,0.023019050819440796,0.22341436913914245,0.7894702192809848,0.6155487400302067,0.019011556662464058,0.16788555647231646,0.8233510495088513,0.7177942262001805,0.017812794002372123,0.16630252779261753,1.3615905386548994,1.4179562024522963,0.0007575265095045859,0.00607038234645962,1.7480084477719542,1.602937055090438,0.004496481385064825,0.008450174061741145,2.031214719727681,1.775074130617775,0.013674835498313088,0.09064464759033743
500050.00500050007,0.947778113459293,0.516582206424801,0.317188693684093,0.46970948511921273,0.6674491603584038,0.5106866878810467,0.05230667371069598,0.2565699816074783,0.6720304241209178,0.4874131385106523,0.03998892052509228,0.24218814311655262,0.6653941265559363,0.4402075122733565,0.03725879409942031,0.22658513462318583,0.90932088125157,0.7128276910936032,0.028977324239119022,0.1706905656646188,0.9491797805653446,0.8325411645077891,0.02740300067913429,0.16891229083958717,1.6484637237839463,1.6958083533236683,0.0009770482409696365,0.0060174786396872655,2.1179506543845292,1.9660390041984745,0.0065925750688538,0.007826616384964229,2.4591141396944076,2.21480148460624,0.01782353096638008,0.09203524084863877
333366.6700003334,1.0600250943601184,0.5185799508542505,0.330234182140728,0.48321999558684914,0.8604554198301924,0.7208276676566341,0.06805446262917572,0.2615755609155097,0.8788975780005898,0.6959806204893937,0.05724495094584912,0.24934519926578705,0.8670626043002934,0.6537548441977131,0.05436901572465195,0.23323618672761953,1.2111165135508823,1.0592896818359372,0.04154872676438506,0.17520066034957532,1.2750046300326756,1.2032300273082397,0.038921296094026364,0.17339844039533314,2.381652287210748,2.431764483375466,0.0008855084556100248,0.006051016991018619,3.0545516511364332,2.9146216015561563,0.009316122919608667,0.006807750517521556,3.555815786597622,3.338429710019024,0.023602764731338953,0.09447731243551978
250025.00250025003,1.4974496006385942,0.7471177690838839,0.3494732286762464,0.5031874764124596,1.6204307407942267,1.4847204392448603,0.08660903530994164,0.2723749096015923,1.637695540741146,1.484135212237942,0.07684435203155407,0.25873133048678,1.643572855860144,1.449079584810976,0.07372376249071808,0.24225419845039364,2.3747052916903497,2.2126261885815337,0.05611588434739331,0.182814835938872,2.5115831151548886,2.417653235025105,0.05216203816705844,0.17964598762103764,5.078118656378895,5.108657197857655,0.0009862810749386045,0.006028333719217913,6.480676054962101,6.347884118510728,0.012485749417126425,0.005478967564437903,7.5858538148411965,7.3828840953207,0.030568283893784586,0.09809214307522882
200020.0020002,3.9359941220102455,4.758971584987753,0.3788804675971914,0.5314397338144454,6.492242267952502,6.6079893601554165,0.10847198185064161,0.2863577591730894,6.646460676654286,6.783376382399247,0.09985658124204998,0.2720250232616394,6.661191178083904,6.818147958055531,0.09629169104059805,0.25563953902043945,9.954679880264685,10.086370585062014,0.07235475931438469,0.19270032329753156,10.616040874874047,10.69075069192564,0.06777843984760436,0.18875286708184214,23.48154953818712,23.458487977100148,0.0008291876085925994,0.006031941699045426,29.883418625325763,29.998265695060738,0.016365653733528697,0.003596080354010968,35.19093205881537,35.370925611458894,0.03887090328642262,0.10312325312344738
166683.3350001667,0.6883153426823471,1.2007674564931043,0.41147392517312564,0.5687590873220606,0.8436979807711372,0.9317412996026703,0.13494788729344828,0.305626535803137,0.8685841202972,0.9756326590870945,0.1274105716658689,0.29084079736209745,0.8826221599306479,1.0093040984840083,0.12259830507903924,0.2736589169666703,1.339433936321354,1.4538614688978124,0.09249744147082065,0.2067959339027369,1.440175286752706,1.5145973128044075,0.08601780628392915,0.20127180645504064,3.4584471227510014,3.4479593372920436,0.001086718271168141,0.00590784707075457,4.404743096885518,4.507917395391993,0.020783986871529023,0.0038432519086092887,5.213040644157528,5.373946943615293,0.0488306451346932,0.11013061133685413
142871.4300001429,0.6847104825023538,0.9718592446835528,0.46136691440550137,0.6204253567205441,0.41194033632953647,0.47096541169678313,0.16805433159767147,0.33243757989416656,0.42893603614506964,0.5069784344311208,0.16078271038471462,0.3160815705159694,0.43930262651888086,0.5356728894000179,0.15516522697106752,0.29850538360621587,0.6881274269774883,0.7539197594119407,0.11698806800615408,0.22538146486302274,0.7281993505310607,0.7845655050035925,0.10815838759279661,0.21866067271214742,1.8579299704174193,1.8563301982933567,0.0011818555500246778,0.005936375378275421,2.370559670697587,2.470843155566726,0.026355373268911082,0.007224591313686979,2.81851047924571,2.965256627545646,0.06110145327252221,0.11967430385953831
125012.50125012502,0.7356404057034442,0.9153357485646823,0.5305899546485124,0.6918858311230448,0.28788654782440865,0.3026685471505427,0.21246970809645485,0.3672582271421581,0.2859755712340098,0.3284450308921055,0.20325044361620107,0.3522927076619338,0.2926209355069396,0.35353692960031147,0.19616528281862486,0.3330002380014421,0.4338169033524412,0.5031702658416306,0.1479809143127026,0.2519694527320541,0.4841434567074114,0.5182189163243014,0.13707427117209225,0.24242363425483457,1.269485461475253,1.2796064435076537,0.0013884079935561652,0.005859553421194628,1.6249082639232435,1.7216683039223353,0.03368267322364046,0.013129682544196096,1.9444432020363556,2.0792224466127895,0.07699490820147706,0.13297261272382346
111122.22333344446,0.787356857795322,0.9072423265247711,0.6292352290709748,0.793924410717636,0.23381333132963442,0.21549190288132758,0.2683771712251968,0.4207405506018912,0.23432954664762054,0.2310928942261805,0.2622334436856346,0.40328877297973276,0.23705424166451777,0.25375744653315063,0.2526131419226026,0.38268625848740834,0.3379801145408741,0.3693364175338972,0.19082339003155532,0.2894317751609006,0.3505446256636437,0.3809067487932968,0.17597903031731682,0.2771756458078446,0.9629554374943234,0.9851084487192447,0.0013584020742050138,0.0057236855303206165,1.239926656944785,1.326884917521192,0.04385005887134397,0.02221747244644205,1.4935094158678504,1.6166169572998148,0.09852296403137398,0.15213540696580025
