Period,Planet 1 h fft,Planet 1 k fft,Planet 1 p fft,Planet 1 q fft,Planet 2 h fft,Planet 2 k fft,Planet 2 p fft,Planet 2 q fft,Planet 3 h fft,Planet 3 k fft,Planet 3 p fft,Planet 3 q fft,Planet 4 h fft,Planet 4 k fft,Planet 4 p fft,Planet 4 q fft
inf,4.273825595128087,0.7844926492449114,0.07704226037489476,9124.41196038421,4.049662703068277,0.6117484612648131,0.2371734883722831,9121.092033862893,1.854279702146251,0.991588897919672,0.13010739445573388,9123.10004367376,0.664505598381768,4.003587570461457,0.3922599975368175,9124.050698994492
1000100.0100010001,4.294640427955767,0.8317170376425,0.07709669616721573,0.024677138081566494,3.2393665698769336,0.7638818889925488,0.23674922054077874,0.07254276537890238,3.1693497240087334,1.0183662997679448,0.13015639947132493,0.04208407295114195,1.0049836362206557,3.5088141523313854,0.3928912696873961,0.19514028776975004
500050.00500050007,4.385270273235483,1.066777753359557,0.07754617037009123,0.024751038512386147,3.379675262391899,0.862365562082116,0.23653877544424073,0.0725863697295751,3.2164460263634265,1.0489426317317894,0.1302514246095024,0.08164713753232603,0.9242542435337425,4.0309571295729665,0.3961573068779006,0.20871075618558463
333366.6700003334,4.552927731829242,1.3872278993875224,0.07837933457286647,0.025665138773826496,3.6328078949777742,0.871624309260619,0.2362944346628209,0.45571488330193244,3.4724819712535018,0.8077636690532395,0.13032897627595633,0.5350331094752887,1.0190297665633132,4.05304454560733,0.4020451928052232,0.18971306503872745
250025.00250025003,4.809089377995549,1.8126273946120228,0.07950971125702051,0.02597575315480279,3.704067305283562,1.514742230633157,0.23549110231197784,0.035910174302721976,3.4745866920480775,1.6340954164756767,0.130860545966895,0.09966989212640474,1.1023389530389212,4.262759759275777,0.4103708569845851,0.19203421941646281
200020.0020002,5.190939784188758,2.3513316333017644,0.0809547956645595,0.02656295504687955,3.995247616848388,1.9317881126070255,0.23477667734399274,0.025458272212335042,3.749655375685026,1.9691070724130948,0.13132435229429237,0.06699342650696728,1.324522342883782,4.496795942061871,0.42078226821480363,0.1960858904439793
166683.3350001667,5.761412967429012,3.069733098636757,0.08293099742809952,0.027352610725250828,4.376742052015876,2.558726563320371,0.23348979431771533,0.039280851232638796,4.217793028629172,2.4424416518781693,0.1320666483963694,0.0507740671184011,1.7149465636674117,4.874308400419338,0.435154458993193,0.20131636033453
142871.4300001429,6.641939565173027,4.087530578942658,0.08535163340468896,0.028412822447001797,5.178723073584859,3.294096369829636,0.23213132814280535,0.02850342587437434,4.8561301848086735,3.201249171312098,0.1327697900641696,0.0569370308388482,2.4082105638578537,5.50319937016884,0.4523192687867517,0.2077736460335353
125012.50125012502,8.112190943509232,5.681598597583187,0.08824685936432523,0.029643240936751844,6.364067878082258,4.583168832627488,0.22996992104994576,0.027357303715396023,5.98215570197038,4.385328508605362,0.13396164483179832,0.055603923844418944,3.6866363172518986,6.644040371124425,0.47309286449440924,0.2156374488752532
111122.22333344446,10.900587052675446,8.603979956103736,0.09192198162560572,0.03108302578254049,8.614257686390511,6.942880558244362,0.22921491384198414,0.02897629327838841,8.136239442369373,6.607387078352177,0.13514618467682363,0.05375280467081313,6.426709870863875,9.177970766658952,0.4984616771635919,0.22507996879255515
100010.0010001,18.352193495647253,16.169940561479617,0.09600311861502539,0.032683572760074484,14.649846325069483,13.054505800026908,0.22538667777346713,0.03021322137592567,13.868754995855939,12.403496509220137,0.13704771754836545,0.053745451380719525,14.07937509013904,16.543437226560908,0.5276411593534163,0.23542210149668963
90918.18272736366,89.22987955741202,87.15586550100069,0.09997592238488012,0.0333480951861833,72.03641469413986,70.51778477809228,0.22037208566688224,0.03471712345840138,68.556528451964,67.1497432812353,0.14018693124699858,0.053726170068766885,90.02345438774562,92.17082482444236,0.5570692123437067,0.24159813874621106
83341.66750008335,25.410331118033106,27.385436138160248,0.12346680212244208,0.042862181939559554,20.786871458638018,22.23103458584622,0.21138304714315503,0.02735035412824482,19.939639856063145,21.29445098256592,0.15433396236983377,0.056410824683086065,34.09473709576004,32.203825464956914,0.6994546562562021,0.294750210828368
76930.77000007693,10.156753402447185,11.936448893909681,0.10821318735427403,0.04090011266392338,8.426714603563443,9.74162456764357,0.223116585052255,0.03238267587595479,8.151083111795307,9.440042577543732,0.13955949968123496,0.0557623443159275,17.954016216412402,16.859741167895585,0.6224072585654298,0.28825321610848414
71435.71500007145,5.958509922597458,7.624730603068215,0.12322274501525542,0.045365776764804945,5.023587124775826,6.264582007745138,0.18827495258200308,0.03696494216701217,4.93050862955385,6.158187212953894,0.17944780883072298,0.060189245554241266,14.23562311775756,13.20024527275678,0.7324490234737802,0.3187062423105356
66673.33400006668,3.9953573390501615,5.505461671810323,0.13125966043342274,0.04957133585349325,3.4183266056026027,4.55519358365513,0.24146962420157597,0.04050164963687099,3.402461520112979,4.581519102876146,0.11071003062066291,0.056637904562549135,13.037113872091737,12.259762612072928,0.7584570384116476,0.34157311859448214
62506.25062506251,2.931456430189126,4.226666842890056,0.14708913829925138,0.055887283971451034,2.514714313505254,3.5324208994554174,0.22296284144397754,0.04255417365309118,2.5281364806553555,3.653319561434919,0.1283479003274632,0.056211983229509266,13.010905155225087,12.381816968110693,0.8686679702024517,0.382325388742186
58829.41235300001,2.367816986209503,3.342289039082462,0.16760112638969216,0.06450178943029071,1.976117556749757,2.821070066959908,0.21383662987689558,0.04737681120306396,1.9667051690654735,3.0324159491117766,0.13489939233077075,0.05690112459378308,13.833609472532151,13.33854551950218,1.0049177351135734,0.4373390533235564
55561.11166672223,2.2188898657977343,2.707810645161199,0.19153431866019183,0.07418155188091466,1.711220051904487,2.2918952111122097,0.2102303223655128,0.0577482075111595,1.5794188518085828,2.573181204997978,0.1424046442585431,0.060803787974952644,15.585969131241418,15.202513347330886,1.1672804379579003,0.5021231526487394
