Period,Planet 1 h fft,Planet 1 k fft,Planet 1 p fft,Planet 1 q fft,Planet 2 h fft,Planet 2 k fft,Planet 2 p fft,Planet 2 q fft,Planet 3 h fft,Planet 3 k fft,Planet 3 p fft,Planet 3 q fft,Planet 4 h fft,Planet 4 k fft,Planet 4 p fft,Planet 4 q fft,Planet 5 h fft,Planet 5 k fft,Planet 5 p fft,Planet 5 q fft,Planet 6 h fft,Planet 6 k fft,Planet 6 p fft,Planet 6 q fft,Planet 7 h fft,Planet 7 k fft,Planet 7 p fft,Planet 7 q fft
inf,0.9491534100407045,0.0652705186410821,0.0034883125321958247,9985.017757236506,0.3119555243143203,0.05593457583227511,0.002321002521874247,9985.097705962424,0.12019734984575764,0.15267197410787559,0.0035080459625812755,9984.831286469507,0.8681312578227274,1.2570724105864315,0.058409296727541374,9984.765833135025,0.8281743210250877,1.2633872652878058,0.028556662771872986,9985.14375930309,0.588768196900399,0.3924230517325022,0.22568609209940488,9984.682463263323,0.24646548123432505,1.0597976736517274,0.03500603306181714,9985.140818037262
1000100.0100010001,0.9500155658165668,0.06912800066378189,0.003481237774676738,0.000497192858789037,0.3180364752030346,0.06918252776191813,0.002376047039683223,0.0005687531942340709,0.11963496115499801,0.15158225137589826,0.0035457847647438956,0.0007831813449025478,0.8695953982161753,1.2610881265128508,0.05844288950920517,0.0027507296485902587,0.8307016080018229,1.26764107160634,0.02849444456267577,0.002394324220396268,0.5985828009620467,0.39384009501805933,0.22570108385580898,0.009212623192346175,0.2975947455376468,1.0591938935318346,0.035083677859690375,0.0014794915761853018
500050.00500050007,0.9601393765724427,0.08683775531768471,0.0035952521242450432,0.00015063467621424415,0.3099603480374394,0.06355686669757846,0.0023451496463416863,0.0021010601322594686,0.13418233866757162,0.1635856018390779,0.003642595613222352,0.00027000061374594616,0.9001272793323398,1.2774946863044823,0.0586047591432241,0.0021939522261430616,0.8602966549261976,1.283815151757788,0.027745423493897137,0.0017400631617226047,1.2668068902907932,0.9433690297942059,0.2252887360829541,0.0058372168673855645,0.28224067073536485,1.0937482556253613,0.03599284128708218,0.0017084487620287548
333366.6700003334,0.9551430502212139,0.09826680805128404,0.0033697246700864635,0.00012443389291665519,0.32776413404575533,0.08726688776273013,0.0025644720155162818,0.0006744191306134972,0.13484039574973625,0.17024484215279007,0.003783471710862373,0.0005063761053216812,0.8999375929384165,1.2954719693656873,0.0587493530812687,0.0024402542847175683,0.8624005236910907,1.3033557565780514,0.029065119038275095,0.0018875015918405264,0.6821421411624671,0.47205834016688736,0.22529178117770005,0.0028366076655106922,0.3371727043253948,1.1153397027547518,0.03510275546716554,0.0017641351330863872
250025.00250025003,0.9658401130394704,0.1154076347981073,0.0034765004518129018,0.0001013563215531545,0.33970097468700516,0.09896545808764215,0.0029087003096876303,0.0005301705710748371,0.1469207768172504,0.18105759374668143,0.00413992114929013,0.00033658699652206294,0.9310681495223481,1.3118984018301105,0.05711292599146789,0.0017587209444199549,0.8957072478008254,1.319003362618445,0.030145062063779815,0.0014150048938022328,0.6975105167373719,0.510328869047135,0.22679110480696885,0.002079749554221808,0.4129078528273401,1.153363116408862,0.03376779595675277,0.0012660471931839595
200020.0020002,0.9731588901670956,0.1383002437278007,0.0034964861873622425,8.598512828920035e-05,0.3419066298348842,0.11379885082476943,0.0021268052162087808,0.00054374912750168,0.16498533162945583,0.196019515160763,0.0038100670114679307,0.0004142633790409233,0.9700863538136019,1.3530268714318698,0.057408010336053195,0.0021251843442010488,0.9368898487634203,1.3601571714821141,0.029448495891036514,0.0016367933491389544,0.7233946393498777,0.5455873990889527,0.2267607256157149,0.0018733609440081238,0.49535558921156614,1.207411456976893,0.034181155175042215,0.001508241400712346
166683.3350001667,0.9885342606195926,0.16804940029721901,0.0038684284164079872,5.0415356095907336e-05,0.36560499607593566,0.14579685615313812,0.004820994026508303,0.0004985120771892433,0.19190197492957112,0.21953497008949224,0.0032370855723281057,0.0004063609307737083,1.0058989134081617,1.3964943314424167,0.058039948442128224,0.002174586281273126,0.9674610384212231,1.4052818149192838,0.029046670385603834,0.0017051893276783183,0.8808120761102681,0.6640475032651743,0.2263134266897623,0.0019096066150793654,0.6630066157135608,1.3102031377269348,0.035337994304573885,0.001622821545146626
142871.4300001429,1.00283064613961,0.1974430278387017,0.003558474022501665,5.958687776657716e-05,0.3820467286176002,0.1747312855265387,0.0033841145352192866,0.0004996081100721839,0.21816106636043794,0.24410271073341777,0.0038633285492316516,0.00040488681023772687,1.0695115747571973,1.4626933417581076,0.0578386235409645,0.0021106417520425913,1.0402406907309163,1.473077749032259,0.02941641736350991,0.001703169161852657,0.9383432821316837,0.7325341867195421,0.22668527074407674,0.0018314274580220533,0.7847426566146651,1.40361037357452,0.03459127827827555,0.0016139391417425133
125012.50125012502,1.0210798750581631,0.23218635369878457,0.00359874565326096,8.340593157308017e-05,0.40260293584308043,0.20173469342744763,0.0035247806156426167,0.0004976331362043255,0.25247345097933716,0.2769134375031948,0.004126084999780783,0.0004240455483806812,1.155878788947283,1.5446376245062619,0.05730516280047926,0.0021493169772524583,1.1295516188182746,1.5601189447225712,0.02955490616276849,0.0017225419367692075,1.0568336229987998,0.8538079759419025,0.226896078499365,0.0019539565754041386,0.9517383988704992,1.5465760240003619,0.03456888985536628,0.001649075030513642
111122.22333344446,1.04826720311083,0.2759403033563145,0.003614757317073347,4.090197560942383e-05,0.4360060065420217,0.24461110090575214,0.0038645222218987615,0.00047973309208878564,0.29849873965295726,0.3187791075415441,0.004570347516924253,0.00039316530981972994,1.2648044455897538,1.6558805081792627,0.05741230456550686,0.002368929072098885,1.2434458052956923,1.675739301566792,0.02975369730584005,0.0017380497841995002,1.2162491737180385,1.0094688972683736,0.227136479583081,0.001681486554203856,1.1723050091624079,1.7366689037000054,0.03446211152112268,0.0017302362849055933
100010.0010001,1.0846988605077819,0.330490718135038,0.003930859037728633,4.378481112937147e-05,0.4824766800358496,0.29557904302219734,0.004406122923095449,0.00043072796324644143,0.3597261951801197,0.375714986865442,0.005109340312214542,0.00033757764306034405,1.4157276497239322,1.8124931305774532,0.05734167864418823,0.002263247095348449,1.3995525345821145,1.8358491954079843,0.030184724963793277,0.0017528759248042318,1.448661404097224,1.2203177857729648,0.22736583845313219,0.0017924418293631544,1.4705469436811753,1.9985283103024114,0.03431293540510178,0.0017704785224213892
90918.18272736366,1.1372639442408996,0.40429763419585424,0.004463957677379197,0.00010262205679629924,0.5470949977858361,0.3714625914860964,0.005195920904813612,0.00039828366613283784,0.44659617569818477,0.4530744520466083,0.006068050027729573,0.0002880458682328344,1.6396893803287527,2.033503216491594,0.05704827870240921,0.0022943935788466148,1.6173456478799408,2.072993058935803,0.030770774727594912,0.0017765322009949888,1.8065762411662707,1.4981632606228206,0.2276107539099992,0.001847939097703118,1.9171045476969073,2.356028974979557,0.033991422490388494,0.0018721502708662588
83341.66750008335,1.2217068710268804,0.5092498928282088,0.00609864078018364,0.0002071471502284776,0.6505147126503366,0.4742341853838504,0.007204821844206775,0.0002876709473003898,0.5756608216945318,0.5730155568561207,0.007865861115093494,0.00019732890232452663,1.9724162808920673,2.3714338585713692,0.056101270863772285,0.002470251898212442,1.9873517859670204,2.400732800540924,0.03206972884349551,0.001809351214057022,2.1977283379966535,2.098023393659562,0.22781899661932464,0.0019109286036247354,2.4775497500830954,3.035056301187487,0.03343570350727234,0.002059995368710603
76930.77000007693,1.3699332746860693,0.6870111055752552,0.011069368352597577,0.000549084265356472,0.8285313480773341,0.6564183659349482,0.01476087270382306,0.00033655197835476443,0.7981694617977229,0.7703080147296525,0.014828125647338253,0.0003154981325070626,2.5540234924890086,2.959256765607998,0.05373472879383056,0.0024390606147049174,2.5830025926084064,3.0073594096066567,0.03595155598605466,0.0019103132662918714,3.078874906208114,2.91859912957655,0.23164550736815817,0.0019258531328294366,3.5764612853200095,4.0748655508985845,0.03120905383237398,0.00253353249491556
