Period,Planet 1 h fft,Planet 1 k fft,Planet 1 p fft,Planet 1 q fft,Planet 2 h fft,Planet 2 k fft,Planet 2 p fft,Planet 2 q fft,Planet 3 h fft,Planet 3 k fft,Planet 3 p fft,Planet 3 q fft,Planet 4 h fft,Planet 4 k fft,Planet 4 p fft,Planet 4 q fft,Planet 5 h fft,Planet 5 k fft,Planet 5 p fft,Planet 5 q fft,Planet 6 h fft,Planet 6 k fft,Planet 6 p fft,Planet 6 q fft,Planet 7 h fft,Planet 7 k fft,Planet 7 p fft,Planet 7 q fft,Planet 8 h fft,Planet 8 k fft,Planet 8 p fft,Planet 8 q fft
inf,0.369822010587749,0.020788299476803735,4.983670291588225,0.8942498028284647,0.21825746642752614,0.0380220153730813,5.036191674634963,1.0073307750555887,0.20839601821681758,0.03496875552291211,5.031767748970845,1.0247190336703964,0.36063499660442544,0.10124227612361615,5.080476896251955,0.9410564938946053,0.3543361852569753,0.09668975446944061,5.084795827662713,0.9277239790240455,0.5183219137673124,0.15735782231510304,5.082536076736997,0.9389704248932299,0.4607747081985135,0.13576697870026683,5.102949106543274,0.9348944646876156,0.198553615333394,0.16436684683096758,4.998289152601583,0.895797171152315
1000100.0100010001,0.3700601970659267,0.022428511012289622,0.0748078602965685,0.04956378586710218,0.21848960987080487,0.038612431309152,0.022247641364040574,0.06355821779469073,0.20863595452282233,0.03550384604355014,0.026695820260176504,0.08093483449138984,0.3611766849127407,0.10210380778036726,0.02204247916288771,0.0027603489365356977,0.35485872548970376,0.09723339168503099,0.026374314438097027,0.016092208036175826,0.5197464740559752,0.159039980725919,0.024137202524396575,0.004901217921853159,0.4618996021474106,0.137643688023919,0.04453625927750843,0.009039759335273975,0.1977366043631553,0.16447113022658946,0.06022880542458357,0.04816391568661872
500050.00500050007,0.37078373899440226,0.02679972423492181,0.07494626497030152,0.04952391882020237,0.21919364860143134,0.04026598722548436,0.022410247217074408,0.06368607683953455,0.2093421940638203,0.03713590667282298,0.02684220635730333,0.08105725906726989,0.3628617464012125,0.10463971746515977,0.022070764481039267,0.002727233043453059,0.356065729908741,0.09957026465388305,0.026400928962405753,0.016069881989927072,0.523202632474227,0.16627916090004116,0.023997084867138658,0.005161400817744242,0.4652194488023312,0.14325537909758781,0.044654536916011345,0.009341750324657633,0.19423348222772907,0.16485258985178053,0.06048370586472284,0.04852971530187256
333366.6700003334,0.37200521859399754,0.03291758573063397,0.07514467039688118,0.04945052292394388,0.22041407361427276,0.04284194995155022,0.022640524516857764,0.06389986848262086,0.21050021159688573,0.039831613004974134,0.027041415193674118,0.08126364268579608,0.36566665372473794,0.10900225283544346,0.022159176987429138,0.002675481383731892,0.359131078365399,0.1055719662012031,0.02651724839834706,0.016030116757287074,0.5284841773812409,0.17339643652004705,0.02414656857082521,0.00535031035068511,0.47099382476265717,0.15250430590473554,0.044806518797420404,0.00984869230828903,0.18909225728428847,0.16576412207724495,0.060956135379890974,0.04916213527716053
250025.00250025003,0.3737461535886264,0.04010995507104427,0.0754798755019687,0.04943866795197469,0.2221933298647629,0.04644162222674585,0.023094453836794596,0.064151362442396,0.2121937311452164,0.04341159081549034,0.027460342172547413,0.08150204863690749,0.36965614259848717,0.11485845811828682,0.022082908148565027,0.0027121899817024358,0.3636441632565923,0.11143017047465872,0.026395651945495053,0.016015573224769483,0.5397471871465701,0.19089429487574466,0.02449370535114873,0.005765474573859083,0.4793795357903502,0.16542762382688062,0.045118975238111904,0.010667513866031895,0.18123868652339323,0.16718851863769923,0.06128003438545991,0.04929657347945269
200020.0020002,0.3760859191388347,0.0480616805075251,0.07586715865983726,0.049148980809858085,0.2245569378164048,0.05101868992309569,0.02354289192497712,0.06472594043907039,0.21450698738002366,0.047837720761124,0.02785702209287565,0.08206328095834355,0.3752955849189279,0.12294821174699884,0.022224066947710983,0.002444199192151529,0.36989200492079,0.12022120723016098,0.026567010910212147,0.015727006950917582,0.547922519257017,0.20212014107304566,0.024585772311415947,0.006087987495254356,0.4908485940463077,0.18201018203798977,0.04543700172075413,0.011314693517694362,0.17001968588315053,0.1697362394469854,0.062193353249046006,0.051605940729927684
166683.3350001667,0.3789412122291379,0.05677727859915912,0.07636838137465993,0.04894801871166583,0.22764144850457824,0.05633284343817746,0.024168204036135666,0.06527071501679943,0.2174916155286676,0.053242371597736725,0.028412033934640885,0.08259424240509912,0.38228251682935455,0.1325975984105993,0.02233430993581117,0.0023572052640218853,0.37694446131668685,0.13095952817373638,0.026681819840411132,0.015592640647353667,0.5719879319697048,0.2319075911135441,0.02479812286296875,0.006554083573623858,0.5059159364006243,0.20276802803865338,0.04584829411475162,0.012285326062489842,0.15462837778600672,0.17418083206578974,0.06319347527133663,0.053115413528771686
142871.4300001429,0.3831076867845957,0.06549243893926128,0.07697993399793743,0.04868161594146534,0.2316267675644015,0.06263520758519135,0.02492909803911869,0.06597518384334065,0.22120356878473707,0.05955043359180572,0.02909509115735435,0.08326501821743294,0.3913680291227683,0.1445162341222651,0.02247243225268681,0.002264459271939183,0.3872243972814502,0.14401125281047283,0.026828122594187938,0.015408686310633536,0.5945301296068988,0.2596153915481233,0.02505710480406803,0.007094763815125603,0.5255876802848178,0.22822692426442934,0.04634101311145981,0.013388299363622364,0.135506623299563,0.18279286561544517,0.06441894652678423,0.05507609060045946
125012.50125012502,0.38772158062749973,0.07595264447327459,0.07771707961971241,0.048219992092210985,0.23668241868790793,0.0704330495958558,0.025882775518587774,0.06694503809865864,0.22620085748124527,0.06694678109991437,0.0299567429103941,0.08420719324254176,0.4037001203553623,0.15978433429859637,0.02261534292566601,0.0021961347597077275,0.4002866904498575,0.1600972712774763,0.02699376161134029,0.015177218269840921,0.6186393584712276,0.290089219189516,0.02535305946429741,0.007704988747911263,0.5521222655643493,0.2601031017249272,0.04694804341194659,0.01466970588937887,0.10052776016144316,0.19545902787989677,0.0659823442146392,0.05754677213096639
111122.22333344446,0.3933486365299272,0.08685061461127754,0.07861547650163815,0.04791950823091415,0.24289280967003185,0.07958323883095976,0.02694551860909949,0.0678819647330804,0.23253188710348255,0.07573386906815825,0.030920120145700274,0.08510888826663249,0.41923572303499124,0.17817467733866701,0.02282336870514772,0.002223070578244997,0.4171776292482256,0.1804211141545266,0.027174052993461636,0.014869420569417577,0.6528406592809926,0.33183306230481946,0.025745573797361355,0.008355613591537627,0.5848844189537049,0.2991376142180486,0.047653687345884085,0.015989447323159624,0.05951964993215017,0.22023278613614933,0.06782497377489789,0.060353314493849515
