Period,Planet 1 h fft,Planet 1 k fft,Planet 1 p fft,Planet 1 q fft,Planet 2 h fft,Planet 2 k fft,Planet 2 p fft,Planet 2 q fft,Planet 3 h fft,Planet 3 k fft,Planet 3 p fft,Planet 3 q fft,Planet 4 h fft,Planet 4 k fft,Planet 4 p fft,Planet 4 q fft,Planet 5 h fft,Planet 5 k fft,Planet 5 p fft,Planet 5 q fft,Planet 6 h fft,Planet 6 k fft,Planet 6 p fft,Planet 6 q fft,Planet 7 h fft,Planet 7 k fft,Planet 7 p fft,Planet 7 q fft,Planet 8 h fft,Planet 8 k fft,Planet 8 p fft,Planet 8 q fft,Planet 9 h fft,Planet 9 k fft,Planet 9 p fft,Planet 9 q fft
inf,0.005051321886972514,0.004313815648262619,8.943248900545534,21.566000967766897,0.011668326563773573,0.002572072695960922,8.948583793229977,21.562109907349164,0.013115891361180498,0.005719631005676063,8.927183748468558,21.553362605430824,0.013280094461176992,0.11156915142448531,8.915969023584799,21.542777795858527,0.0010180769612175913,0.11066569204810521,8.915420286748077,21.534501191030188,0.12947192685966297,0.12232438165601092,8.976165093144566,21.511755702290827,0.10337314466828029,0.10917663639765006,8.824229258311455,21.49822865344622,0.07756955297458872,0.7323001442680838,9.097493763351185,21.443253273937586,0.15304377645959766,1.092196100221591,9.114148599398707,21.44543936949443
1000100.0100010001,0.005547586416596301,0.005280720550199951,0.020672978814193062,0.03166996836414248,0.011722092556437433,0.0018387449512751028,0.01536968368585233,0.027761744858096765,0.006618740924667717,0.022320763539615845,0.03637906697960354,0.019852692744390412,0.011814355038144148,0.09912720653289597,0.04788536523875408,0.008612632653820321,0.012694950044496438,0.11110612833496929,0.04840875826811473,0.0020219929176457188,0.11795482089460045,0.12637907291598566,0.012264696677804091,0.02269031078465526,0.10002615665665826,0.2868040900844488,0.13745956351119784,0.036998759552903875,0.12770744985056554,0.735256492846955,0.13558835812141612,0.0936424342291423,0.2043317599245831,1.087304500443653,0.1524566361038362,0.09207133460845021
500050.00500050007,0.006042206027385084,0.0063909430461437655,0.02145625923323326,0.03226403098776017,0.011967699434273877,0.0019599548189688175,0.016210022402407685,0.028390007576950035,0.008836643197539231,0.01597208736065081,0.03706171396690199,0.02060420770700095,0.00968954445939508,0.10420308275404677,0.04842539831385575,0.009701185621702012,0.019056456848864964,0.1305657970274448,0.04890144741937224,0.004253690058036281,0.11885614075096267,0.1476458082522784,0.012159268612107843,0.022769397892503748,0.32655936659667617,0.18885197264924594,0.13746113635356483,0.037043472524457034,0.23563275626271282,0.7295131829058308,0.13936353465986728,0.09854334205395189,0.31214631139358795,1.0746804593232289,0.15702634566654103,0.09820761528511443
333366.6700003334,0.006148439136909696,0.005732816605393057,0.023285372759542792,0.033312438002980706,0.01343987671699044,0.002953117804967847,0.018134742508255742,0.029494586027406042,0.014529685103004201,0.011699748895810363,0.03870250672318923,0.02185837354885353,0.010346307297979692,0.10722253191090846,0.04982863894470206,0.011394998780907956,0.0324994619332088,0.12281889687119518,0.050191805121594296,0.006580493863255759,0.11892974947797279,0.1408718655294406,0.011413507665074837,0.02289359133582004,0.31865625244271006,0.48348477715690147,0.13830316744951154,0.038933533370490825,0.3357368361726808,0.7951471940792901,0.15003017599474014,0.10646403213429716,0.41377059401908156,1.148540495729188,0.1692254381034281,0.10805806909468035
250025.00250025003,0.006013464716291497,0.005457617671687566,0.025633572978449332,0.035781483134576894,0.011505574710463751,0.0033573670518115355,0.020564035099309045,0.0320415404300055,0.007567118140739483,0.021846987770209415,0.04085913183748198,0.024668570809430333,0.018158283852971305,0.10425123342323031,0.05162397242990232,0.014611203625547345,0.019832961172465857,0.1159689660917683,0.05186303908715929,0.009810752136477915,0.13397545369253577,0.14953285344052247,0.010640733951472858,0.022144975795057847,0.06303523432159287,0.2578230009484612,0.13781927008305356,0.03718007429792724,0.4883018030044348,0.8833937947292997,0.16269090263638467,0.1247617753439295,0.6068233559259483,1.2515588377780809,0.18384458486035374,0.13068688602234094
200020.0020002,0.007118907118395001,0.007753067775490353,0.02980701102280056,0.039057986048285545,0.01287624970762545,0.0035382729305249313,0.02482362779184352,0.03541327133023234,0.012732421144031905,0.014389131299751313,0.04474381477680174,0.02836999079791381,0.01979840565409983,0.11409986978036779,0.05497060431256988,0.018495842625957968,0.020819874826374242,0.11328648565967227,0.05509395072181428,0.013695233212974663,0.1371582732858567,0.15610349657236813,0.008901246111893104,0.021794366526161256,0.13944331590290399,0.16404527334816035,0.13935547084739808,0.03692516104587091,0.6306992972044978,1.0651326883763605,0.1862954329508633,0.14713611806301788,0.7538089588645336,1.4782132043350926,0.21194386977146742,0.1579270415419638
166683.3350001667,0.0075376026057976525,0.00873398519512872,0.03611644421861092,0.0446500457707156,0.013241706098668034,0.004835265038379855,0.03119552200927999,0.041159752737369076,0.012033877368490535,0.015570194460962455,0.050672793500632425,0.03448843060829221,0.02880681456666122,0.11548360598085754,0.060051129191586526,0.024641762703305554,0.02956522491054568,0.1521802769651063,0.059790463481438454,0.019560270805015594,0.13613407113005144,0.16452999340082447,0.006998417797837141,0.02140541531588484,0.41033561673596913,0.5004264828842101,0.14096126374217896,0.03697440494493569,0.9023117037482111,1.2701418867142216,0.22343540979957177,0.18603436629318237,1.0745589144970764,1.704204967697695,0.2537727169296998,0.20306999939630327
142871.4300001429,0.00821816318078026,0.010728714395845317,0.047155099424649696,0.05481102743827978,0.015789793506849944,0.007698306874547421,0.04227710165928448,0.05148495699352245,0.012214907601083876,0.02814426762384113,0.06127038457117726,0.045229098430183634,0.03645234905396675,0.12289101045231073,0.06923063938188281,0.03491926437773643,0.047359534924817884,0.14153739682096486,0.06840065911459779,0.029250179012546253,0.1948618244117486,0.2187006358578251,0.005846172220442914,0.021633165977635982,0.5081060467856128,0.3362610579181563,0.14369724291933705,0.03733720094721051,1.3849957629175427,1.7304799394317902,0.2881520733049577,0.2513609696284284,1.634165799186724,2.2390225436530247,0.32825906070439287,0.28026414436847835
125012.50125012502,0.012180333478229369,0.01476319722738453,0.07068583623710052,0.07742794656466728,0.01905575622748468,0.012484950395599128,0.06579073278990168,0.07426597260422427,0.014916709595497287,0.018384448309816906,0.08408782245327169,0.06841132046975662,0.06076466860699447,0.15028255924735812,0.08920022245696838,0.05622600061608783,0.0842177453090697,0.17640998853949091,0.08728868404138776,0.04934707468448772,0.24135408374872402,0.288488043488982,0.01426361913406232,0.025842361289601844,0.4680258010750116,0.7056560779849648,0.14853162222857477,0.03599057223794572,2.3537470768674544,2.6679213298817976,0.4195575268383706,0.38657446044480825,2.755488365171939,3.3212590719592083,0.4891949958313504,0.44439759691244524
111122.22333344446,0.027837778585999045,0.030160482564896382,0.1427510921578629,0.1478385786618163,0.03569407216087362,0.030168099647103333,0.13746911521792252,0.14477204243529768,0.032719001183023476,0.05263409168307061,0.15498690707770385,0.1391731997420103,0.13373928873986166,0.21588819940150564,0.1522664515330543,0.12045521141635208,0.18547701600369915,0.28878896937507753,0.14698490536615919,0.11034720296494205,0.5230591611771613,0.5923794101793849,0.04866364936496354,0.05514020512582446,1.1855958784159728,1.2952826695496442,0.164994732293649,0.042341738143142855,5.540788033282035,5.835671097639826,0.850299706342438,0.8161159746450272,6.4172382408865865,6.963162850428173,0.9832887157649277,0.939504538664999
100010.0010001,0.09228910373941315,0.08980109664560652,1.4512931715864807,1.4475614121695948,0.10838094495439242,0.10907792354781616,1.4486814387190534,1.4423278147888694,0.1089410674900544,0.11244147425047833,1.4211390667595851,1.4365952962911457,0.44344301474980613,0.35154520075565654,1.2647221882183908,1.2946179282261805,0.613995327134963,0.5180679364405049,1.1990787340085909,1.2337461556443252,1.7822345041321306,1.693606911799105,0.748936032203779,0.7469880009800788,3.9915449721874583,3.9653612639679943,0.28241630777715865,0.39875948601583816,19.514055419561277,19.241516474509606,8.591766353398222,8.623491559077417,22.43937007427344,21.923080014407926,9.999850092142974,10.040998013099795
90918.18272736366,0.019999008146779164,0.016147181155012614,0.11440471990399652,0.11180070864113384,0.022323882116163474,0.02039071115372269,0.11826930746084742,0.11272262417002278,0.02033847072887133,0.017943390647584868,0.10031653127755841,0.11516345735467624,0.08334673894321734,0.0227102582205958,0.08027034849533114,0.10720705080718247,0.11058564999009649,0.008765638995078791,0.07501205284801236,0.10627840696499266,0.36746755961999783,0.2616949354733751,0.08087896093192505,0.0818431316751297,0.9187455235701686,0.9154314221152307,0.10978967856806557,0.061260097849506596,3.857991577459785,3.607907748902215,0.6749401123829835,0.7051197850639377,4.3995507448179225,3.9139545644133715,0.7918018438124717,0.829915599359557
83341.66750008335,0.01223912408300872,0.007870779746812998,0.058454236868674105,0.0578843949175523,0.015642275187911833,0.01374671036314558,0.0626077579674988,0.05846304490564423,0.014835159864027106,0.010538548277284537,0.04550667040992203,0.060300822818847355,0.04871554737386228,0.04319111743520141,0.033992488595345025,0.05738723907305922,0.0719186865644247,0.04011356969912174,0.03218419642016509,0.05911079116426601,0.2511575403004256,0.11904902821847083,0.05365689676227764,0.055647564360664155,0.2762886027107233,0.7161358992242645,0.12229702505161494,0.05074687468228589,2.279430287417941,2.044614502068572,0.34494625741655094,0.37488612029727064,2.5803711978423562,2.1089188060935453,0.40806142486393987,0.4450084890803206
76930.77000007693,0.009144238394551116,0.005959360158531612,0.03863775350439085,0.040093378621349034,0.012809206660413587,0.010100330871240074,0.042981025151155414,0.04008534355059232,0.011528319964260327,0.007167997323779847,0.02654037857457916,0.04113309477165765,0.03289085184890322,0.054825333293683144,0.02147442078930789,0.03961948745463261,0.03171213194627633,0.057631916780321715,0.021722066280880487,0.042417480564218325,0.2010660980262071,0.08139715613684029,0.04398839559846416,0.0471441946089237,0.26753909811348286,0.3490300625001696,0.12246775306096862,0.04625663712728571,1.646963929749383,1.4312035343853884,0.22894034129031554,0.25822359684492674,1.8401464994935097,1.4053734523046209,0.2731054393577239,0.3087039191306708
71435.71500007145,0.008796243594650588,0.003906443394293445,0.02850388107709822,0.03127175179302056,0.01148177796641472,0.008280280497738443,0.03289001872572504,0.030789690745330327,0.014057847852017025,0.011157386232060857,0.017754407171739452,0.03118226936956941,0.030113876183357986,0.06783931970448502,0.019152192105696162,0.03044589790007415,0.04671884239951001,0.07875286739468752,0.020728628338619524,0.03410798551521207,0.1651020372801862,0.07491085555833626,0.03919265722209325,0.0426687636091446,0.576072493850821,0.29713125651269656,0.12738712410525907,0.05139763205719292,1.3100752995666112,1.0998343438648477,0.1703768507765712,0.19790972940776452,1.4557029852989334,1.0165757990023043,0.205233038042532,0.23831210597016886
66673.33400006668,0.008277361077980078,0.0043987031608767,0.021855447667564504,0.026787273115940403,0.011554827095452294,0.007429836831054891,0.026361108551774808,0.025724216536030457,0.015138314137577765,0.014801558768006033,0.012094588133135267,0.025124170820404426,0.024877102648540653,0.06385890392694007,0.018908285273170875,0.024450725725457083,0.019130702464878396,0.07122953351730676,0.020846974577525337,0.02846690598620364,0.1878562232256643,0.0627203314197551,0.037043776237097086,0.04113494820737142,0.529554531227703,0.24498220138327415,0.12876025821592668,0.044901834412419746,1.1042555436106132,0.9083540438054868,0.13304241954266474,0.15994606706809475,1.2140750879576363,0.7939316021472808,0.16171152111387777,0.19391072998852038
62506.25062506251,0.006747348622704456,0.002458817262916896,0.01771137349444766,0.02392606189033984,0.01028699329603913,0.006985342316302115,0.022279837810422604,0.022426850813803228,0.014454276303597365,0.0030623994754203983,0.009827804136658503,0.02112436762242114,0.02340659506939142,0.07734344589850091,0.020142235998091305,0.020622922427054456,0.036582886220761,0.0647048712565528,0.02226831510366538,0.025072159895215024,0.16537304784411969,0.05093926890192479,0.03574500074315248,0.040216970653098115,0.18862301062912765,0.5544013728922845,0.13151291352086386,0.04527813162898205,0.9716211363037002,0.7670198921585578,0.10943918800452873,0.13708576789181334,1.034942560199742,0.6533781679213887,0.13580016293383082,0.1653478156870556
58829.41235300001,0.007303015065117322,0.0030755361428983366,0.014534008402879337,0.022408889745475603,0.009748656124531708,0.005405489712018512,0.01921329956790018,0.02049757365366426,0.020620421103638903,0.018160993118976496,0.008520083406506035,0.018390488604152877,0.02278028250022865,0.07038948325132006,0.021089157650437305,0.01768941599502366,0.020672375067525863,0.07665049276099048,0.023244275081744623,0.02250567048573939,0.1679927518718847,0.052415709035946674,0.034532868100507756,0.039270884512757516,0.1423291138691908,0.20128215527828697,0.1314515696141359,0.04708426021173047,0.854236462006291,0.6964291100790095,0.09207653167982258,0.11736967509456786,0.9304321482993769,0.5330851643946444,0.11529964824877571,0.1439612967640321
55561.11166672223,0.0075363439212914485,0.004292974408463646,0.012332727505289439,0.02152271126061389,0.010016018950943317,0.005388439145166389,0.017104619074036913,0.01930359756928919,0.0025749837150814843,0.008884104812449395,0.008064091473660962,0.016471290905532694,0.019830120757288912,0.07568999075233034,0.021943498670328774,0.01558042098846542,0.017243652966068876,0.10077914522991556,0.024079240972551767,0.02074162186449115,0.16199767434460416,0.06626055838349461,0.03389401940249452,0.03890299277849734,0.23343334998397477,0.17085091845456835,0.13149541944792262,0.048134180692799844,0.7686045805250292,0.6116273045469167,0.08014144233190845,0.10471635275326284,0.8147766343191444,0.4465603552125072,0.1013073741045498,0.12882453951977865
52636.84263163158,0.008829997694404464,0.0044766248228408885,0.010417909948752371,0.021014811991281298,0.01035380028007636,0.005373222913964054,0.015328786640671336,0.01849591365112708,0.024639972781978704,0.02050271755886845,0.008209337098443464,0.01503971566663329,0.02434331276518181,0.0700000949063552,0.02265807791194082,0.013928773353863298,0.025017581082301222,0.09818079694460084,0.024773948602254185,0.019394548099202415,0.15957383884020368,0.05132710842336311,0.033772818010812306,0.038841245685171034,0.1496607533608099,0.21396831856326784,0.13219507474273598,0.04955961494318034,0.7206844766092505,0.5746091340499591,0.07051280129986759,0.0941010975317812,0.7569402889896147,0.3953886985182688,0.09055920672093797,0.11640367364324603
