Time,Planets 1 and 2 mutual inclination,Planets 1 and 3 mutual inclination,Planets 2 and 3 mutual inclination,Planets 1 and 4 mutual inclination,Planets 2 and 4 mutual inclination,Planets 3 and 4 mutual inclination
0.0,1.354811362563647,0.8210053357611039,0.5338060268021682,2.8769811790043764,4.231792541567937,3.6979865147655957
100.01000100010002,1.335547686320441,0.8155363754563021,0.54585565895575,2.8836742468264354,4.196935774086234,3.697993208520198
200.02000200020004,1.343442845070526,0.8076866066539717,0.6309758462730242,2.8950605908764544,4.148166926691697,3.6979285653033624
300.03000300030004,1.3737879202040888,0.797540081743073,0.7584658128494818,2.9108179335365056,4.084764933431182,3.6979104925687016
400.0400040004001,1.411344133573349,0.7847968245041763,0.8926493454286085,2.930284078321372,4.004853414704468,3.6979011788530656
500.0500050005001,1.439701162623393,0.7685185264513108,1.01542900496901,2.9534802663181634,3.901737670554091,3.697877610314341
600.0600060006001,1.4476710772576842,0.7478515456769026,1.1204565664756176,2.9804352079367016,3.7688673010175133,3.6979017426218115
700.0700070007001,1.4338795935920017,0.7226792928754511,1.2093115659814428,3.0104397742644573,3.605298898036299,3.697844291421724
800.0800080008001,1.4067038625933117,0.6933781956609336,1.2912442300718532,3.042993164696622,3.412750235264447,3.69789739565632
900.0900090009002,1.3805160948894362,0.6604851950650565,1.3768511306341713,3.0772993729032216,3.1953740127931245,3.6978435550992503
1000.1000100010002,1.3673062290939046,0.625886758377678,1.4686573657254722,3.1116655684979913,2.964331934307827,3.6978788044079147
1100.1100110011,1.3735374661503577,0.5913784234790218,1.5646825612234885,3.1442496745711135,2.7321100589427347,3.69782727561012
1200.1200120012002,1.3926150794425978,0.5585489863965044,1.6563899615600486,3.173600490108386,2.5084074146275257,3.6978448554912724
1300.1300130013003,1.413190060643605,0.5285598619635613,1.7348070682804042,3.1984874333037827,2.3018080925955946,3.6978083787873466
1400.1400140014002,1.4225229509859245,0.5032717913035893,1.7905069411054624,3.217475769445178,2.1257215895788097,3.6977836623550338
1500.1500150015004,1.417457481647995,0.4831774794122403,1.823679763324167,3.2305795353562634,1.9868413280845487,3.6977397255631805
1600.1600160016003,1.4014542128790746,0.46890543307924887,1.8379530155550396,3.2380290436166486,1.894115250094671,3.697667654247432
1700.1700170017002,1.385887630722803,0.4611405921549779,1.8411480519985277,3.240416179361787,1.8570238642529253,3.6976582142527312
1800.1800180018004,1.380704098170231,0.460116691153893,1.8398971865498628,3.238171184211723,1.8787192692852543,3.6975572167221364
1900.1900190019005,1.3899560130312487,0.46586229342351154,1.8370562959571928,3.231749841119623,1.955657240695321,3.6975533476100666
2000.2000200020004,1.4088879714221763,0.47799391606090025,1.8294434152779313,3.221016583971145,2.0796886032807556,3.6974404597755908
2100.2100210021003,1.4250453679447472,0.4959111916735596,1.8094424942902738,3.20588112545088,2.2370922992050097,3.697424042208862
2200.2200220022,1.4284002360173491,0.5189732308761988,1.7693536745153915,3.1858187621430107,2.4192272572411198,3.6973160182963998
2300.2300230023006,1.413991212569571,0.5468931582039199,1.7036435732869266,3.1604386075350797,2.621354971931871,3.697259297825869
2400.2400240024003,1.3882864566938908,0.5783910697946868,1.6155787888923134,3.1304722239903264,2.835756638464823,3.6971732909414547
2500.2500250025005,1.3632172024300426,0.6125476972365127,1.5123166987824432,3.0967463507260358,3.058083054762037,3.6971006455527506
2600.2600260026006,1.3534203043797917,0.6482165810989581,1.4048413416622916,3.0605596823660015,3.2833421208427946,3.6970494557662192
2700.2700270027003,1.3654955214721096,0.683865267231562,1.3021121023817248,3.0234839503434023,3.503470243144504,3.696928197554835
2800.2800280028005,1.3960269140697028,0.7171423736993162,1.2118953400189187,2.988258984251513,3.7043074324428016,3.6968788303238513
2900.2900290029,1.4306530070237187,0.7467038877701967,1.1293530474583495,2.956230628606778,3.8780162117791663,3.6967390666654554
3000.3000300030008,1.4540622226272328,0.7717184762850342,1.0446708762323285,2.9287048853520576,4.018215618921015,3.696711862077887
3100.3100310031004,1.4541635145482692,0.7911052190044618,0.9480066537662842,2.9069710152264725,4.118564324355814,3.6965677577206524
3200.3200320032006,1.4307228360304995,0.8053703046990801,0.8346681919008818,2.8913151498482774,4.182015430963628,3.696530608382242
3300.3300330033003,1.3920548637841448,0.8152730069048241,0.7082740915234857,2.88149156838337,4.214227773813689,3.6964346158655537
3400.3400340034004,1.3543357043224913,0.8217233219913238,0.5899576342932452,2.8773411674346927,4.221397235589082,3.6963791800293384
3500.3500350035006,1.3352261005824557,0.825506239102856,0.5168705471939486,2.8783736722437037,4.211232256190832,3.696309927822589
3600.3600360036007,1.3429804175173916,0.8269551911865765,0.522900330772444,2.884233604990696,4.18710752881858,3.6962250067334064
3700.370037003701,1.3739682888860887,0.8258605426178663,0.602047158270669,2.8948182222366587,4.14811717749658,3.6962047273769674
3800.380038003801,1.4116649019207255,0.8212680646150713,0.7118522453088568,2.909891900977153,4.089921870704124,3.6961252930195916
3900.3900390039,1.4403134589525732,0.812303886213604,0.8229239340301806,2.9295846811934685,4.00637814034778,3.6961314340956077
4000.400040004001,1.4481535835866755,0.7978426818238793,0.9232152638659729,2.9540460486351363,3.890142418554987,3.696046857239071
4100.410041004101,1.4345533885782187,0.7779928655235312,1.013527576428254,2.982677185385405,3.7404291485997176,3.6960628216707527
4200.420042004201,1.4070203842411353,0.7529559655921951,1.101831561237197,3.0147164379829245,3.559071418027574,3.6959867449491477
4300.4300430043,1.3802868419500989,0.7238291953516658,1.1982489474074682,3.049222197062736,3.351762124144125,3.6960039943075946
