Time,Planets 1 and 2 mutual inclination,Planets 1 and 3 mutual inclination,Planets 2 and 3 mutual inclination
0.0,1.1517105690175018,1.3394938121538402,0.2786737351098154
100.01000100010002,1.1555451306124407,1.3370055927467428,0.27680695091924173
200.02000200020004,1.159592486985516,1.3343381892331838,0.2746218915056806
300.03000300030004,1.1638793827044835,1.3315092072407675,0.2721708398969428
400.0400040004001,1.1683648866555265,1.3285132215593196,0.2695135881893282
500.0500050005001,1.1729852641582816,1.3253962850939007,0.2666643046892686
600.0600060006001,1.1777989415597223,1.3221108941191528,0.26377185484327326
700.0700070007001,1.1827880457790598,1.3186831606906484,0.2608195518251338
800.0800080008001,1.1879673894772431,1.3151457236122148,0.25785659458963295
900.0900090009002,1.1933267439953308,1.3114591124066306,0.2549482582432864
1000.1000100010002,1.1988324203585308,1.3076731802908554,0.25214214960028025
1100.1100110011,1.2044555981515896,1.3037717305337653,0.24955707900778124
1200.1200120012002,1.210243644535042,1.2997422727176366,0.2471784008979829
1300.1300130013003,1.216206940330508,1.2956025310047818,0.2451019895824346
1400.1400140014002,1.2223029372865455,1.2913665150746219,0.2433619340813377
1500.1500150015004,1.2284938947277797,1.2870730946083728,0.24195914750954423
1600.1600160016003,1.2347104690076842,1.282725483838501,0.24099969006479885
1700.1700170017002,1.2409148152833116,1.2783837958961934,0.24045205948838835
1800.1800180018004,1.2470826379840523,1.2740792608085472,0.24031009608486645
1900.1900190019005,1.253204278710946,1.269811101052453,0.2406137694877817
2000.2000200020004,1.2592254599668806,1.2656262591966652,0.24125333114579053
2100.2100210021003,1.2650753416736185,1.2615391613074163,0.24222161889897742
2200.2200220022,1.270738565750427,1.2575648565708624,0.2434467535364442
2300.2300230023006,1.2762523612391272,1.2537056601148142,0.2449152349018412
2400.2400240024003,1.2813469523573602,1.2501652518819626,0.24657481529687547
2500.2500250025005,1.2866052034043218,1.246490536904446,0.24827909711677232
2600.2600260026006,1.2916322470539483,1.2429464788131759,0.2499954298841141
2700.2700270027003,1.2964465864633659,1.2395294808279524,0.2516641542138186
2800.2800280028005,1.301077712273565,1.236237112970973,0.25324911924536997
2900.2900290029,1.305512003321733,1.2330610193462193,0.2546943989664896
3000.3000300030008,1.3097138603369594,1.2300713658810336,0.25601881967959855
3100.3100310031004,1.313671928396296,1.2272162984216932,0.2570126296525388
3200.3200320032006,1.317491295796803,1.224395121607393,0.2576748468892777
3300.3300330033003,1.3211361615298909,1.2216719096060926,0.25804199986207915
3400.3400340034004,1.3246117760778848,1.2190501173508728,0.25807361462567846
3500.3500350035006,1.3279323360858464,1.2165325124820856,0.25773923130743803
3600.3600360036007,1.3310790098213225,1.2140924014383485,0.25704158665207677
3700.370037003701,1.334017490533122,1.2117588722672843,0.25593334145919927
3800.380038003801,1.3368616023852653,1.2094666244895078,0.2545274486911857
3900.3900390039,1.3395769366296943,1.2072305336337816,0.252794343944516
4000.400040004001,1.3422181570982903,1.2050720732952824,0.250789541284228
4100.410041004101,1.3447462233314276,1.2029457785276874,0.2485462288246776
4200.420042004201,1.3471862252817857,1.200854566975639,0.24608921785776816
4300.4300430043,1.3495450206486572,1.1987912062937087,0.24351337512477286
4400.4400440044,1.3518744624390306,1.1967499840034375,0.24082107548025136
4500.450045004501,1.3541979624492295,1.1947204484405718,0.23808268461907586
4600.460046004601,1.3565048545246332,1.1926952200666512,0.23539137568168028
4700.470047004701,1.3587985081292457,1.190656147891834,0.23277209114397063
4800.480048004801,1.3611106494143668,1.1885921806710462,0.23031104955418144
4900.4900490049,1.3634396481530273,1.1865049760987563,0.22807217292328613
5000.500050005001,1.36579871939341,1.1844532419360114,0.2260614391433924
5100.510051005101,1.3682014598758945,1.1823591296650282,0.22440436164477856
5200.520052005201,1.3706121621639198,1.1802777255258456,0.22311532550429347
5300.5300530053,1.373002533548104,1.178201025388944,0.22225212175226494
5400.540054005401,1.3753820060737356,1.1761674073961028,0.22180908282801656
5500.550055005501,1.3777532055278148,1.1741842408860694,0.22182448827668644
5600.560056005601,1.37987207175547,1.1724503018033823,0.2222868535903751
5700.570057005701,1.3821922011929875,1.170532461059719,0.22311654198117722
5800.5800580058,1.3844334036462487,1.1686968742995882,0.22429984101818246
5900.590059005901,1.3865449226531625,1.1669629633925347,0.22574917695298616
6000.6000600060015,1.3885878256286857,1.1653477258103786,0.22747220568308688
6100.6100610061,1.3904912231634008,1.1638389399979023,0.2293655217536821
6200.620062006201,1.3923300338293336,1.1624078742394752,0.23149747620181252
6300.630063006301,1.3939417847283757,1.1611486686633887,0.2335629693172551
6400.640064006401,1.3954017458052166,1.159991817559982,0.2356692415125555
6500.650065006502,1.3967003172031938,1.1589884720289747,0.23773549825759696
6600.660066006601,1.39781957820753,1.158142947452261,0.2397130624221244
6700.670067006701,1.3987436937963265,1.1574474023501606,0.24157351922410356
6800.680068006801,1.3994504638964944,1.1569199756700146,0.2432584624855748
6900.6900690069015,1.3998863160578188,1.156574556217351,0.24467679295429562
7000.700070007001,1.400108454038243,1.1564374316403154,0.24585798387392
7100.710071007101,1.4000508876846773,1.1565018551372428,0.24673060451891698
7200.720072007201,1.3997457673455402,1.1567960645108952,0.24729123038116224
7300.730073007301,1.3991274290745643,1.1572955157564557,0.24749098376104103
7400.740074007401,1.3982027238970882,1.1580147701434673,0.24732862337715766
7500.750075007501,1.3970147128269308,1.1589420030707052,0.24684889172515717
7600.760076007601,1.395532007916717,1.1600967527960844,0.24603605962758446
7700.770077007702,1.3937949712658624,1.1614680779050395,0.2449587579126367
