Time,Planets 1 and 2 mutual inclination,Planets 1 and 3 mutual inclination,Planets 2 and 3 mutual inclination,Planets 1 and 4 mutual inclination,Planets 2 and 4 mutual inclination,Planets 3 and 4 mutual inclination,Planets 1 and 5 mutual inclination,Planets 2 and 5 mutual inclination,Planets 3 and 5 mutual inclination,Planets 4 and 5 mutual inclination
0.0,0.8850500289950419,0.3310005681371581,0.7030647697708134,1.90458594940287,1.1662050892549145,1.6023477742649779,0.6455408228508075,1.4497499125123654,0.7505420869278748,2.27094425923703
100.01000100010002,0.877685346409948,0.3286339443954496,0.7241717808753467,1.8651760640513995,1.09265102288774,1.592824378596477,0.6397333188264296,1.4567107881322776,0.7437552109501852,2.3001210336463687
200.02000200020004,0.8701150456927045,0.3295188925512518,0.7435126722031541,1.822415828200156,1.0201534873765619,1.5851826827875917,0.6351542002606467,1.461904171301484,0.7413048235561015,2.3177900719319378
300.03000300030004,0.8623090065148945,0.33283642767664,0.7608453196069102,1.778728329597758,0.9534556053657871,1.5810593775641661,0.6315707007854743,1.4649945325967024,0.7432114172469294,2.3242462301345754
400.0400040004001,0.8542758013491302,0.338013904658104,0.7757340975086496,1.7323019201864533,0.8925435620339287,1.5774286670481892,0.629084028566828,1.4660350874908388,0.7498725455405233,2.3167115934555778
500.0500050005001,0.8460683622972828,0.3443860975453218,0.7886242009046123,1.6877554825348635,0.843590811854419,1.5787260984706775,0.6276177955961632,1.464996700592718,0.7606630343543417,2.2990875084430398
600.0600060006001,0.8376536161750153,0.35152110988230945,0.7989663022321329,1.6420937697085651,0.8058035435926306,1.580408463539137,0.6271975275784247,1.461851593338954,0.7757289264820101,2.26747808176024
700.0700070007001,0.8290535015258585,0.35920521106114006,0.8071281328147625,1.5990136677472597,0.784906149593347,1.5863269481786677,0.6277798022816452,1.4565666412250482,0.7944554847209442,2.2248077316542885
800.0800080008001,0.8203076699948821,0.36624996390797415,0.812817750324644,1.5594584716342386,0.7818775133257142,1.5946722507021613,0.6294869554889491,1.4493092973936215,0.816018424411647,2.17164578334321
900.0900090009002,0.8114950090730451,0.3729672112217913,0.8159420096010055,1.5212858211468396,0.794517684646831,1.603189724979538,0.6323080262302041,1.4401599813598651,0.8404191064312108,2.1054359330780117
1000.1000100010002,0.8025721952057745,0.37889968181759776,0.8168313903263097,1.4878575429852556,0.8240397478881833,1.6143436863497778,0.6360959300393678,1.4289553580699033,0.8664026096082035,2.0293397577014747
1100.1100110011,0.7936194310730416,0.38412971433899545,0.815157820934173,1.4567499727847384,0.8665986472774178,1.6252574197604217,0.6409984617892814,1.415949621207494,0.8940373177812225,1.9405794180976679
1200.1200120012002,0.7847042412760041,0.38822964996671905,0.8111994943182346,1.430785898146438,0.9209960821585138,1.6376793234022953,0.6469159667993513,1.4011911923328388,0.9221316453732905,1.8425265107742412
1300.1300130013003,0.7758558310432008,0.39134361391805067,0.8052377138071556,1.4109038273996384,0.9846923512408718,1.652154094888818,0.6540769361904009,1.384968278522566,0.9504738693080794,1.7369256712135812
1400.1400140014002,0.7670860302099293,0.393483853217356,0.797108389155625,1.3958571691289694,1.0549399262760368,1.6673404868327277,0.6623257131225924,1.3671953545944553,0.978602279639756,1.6226762867046294
1500.1500150015004,0.758477298783587,0.3942404402872281,0.7869417756538775,1.3845182311859965,1.1268791863575032,1.6811168874358866,0.6717129158350389,1.3481213162112242,1.0056214596939779,1.5015432877698325
1600.1600160016003,0.7500633318860263,0.39414782447529045,0.7750246416273665,1.37879480586769,1.202383624856899,1.6963809720852385,0.6822069248580195,1.3278630965934994,1.031522831763427,1.37561295919539
1700.1700170017002,0.7418307303604148,0.39284841682763355,0.7612497183201659,1.375587960194705,1.276572637462238,1.7095063673078466,0.6937968679794332,1.306524464127471,1.0555850327882088,1.2453721787435559
1800.1800180018004,0.7338489838471021,0.39093171810141714,0.745598874455572,1.3756066086824248,1.3519067367238062,1.7224128991695278,0.7065124321184143,1.284339415961667,1.0781034043384226,1.1118909603807026
1900.1900190019005,0.7261420484088186,0.3881676324654689,0.7287460803336937,1.3799638116831514,1.4256055338457936,1.735790981478096,0.7202223259924756,1.261412606850947,1.0981901375918204,0.9833097678634091
2000.2000200020004,0.7187788475932979,0.3845291362866091,0.7103690802028677,1.384280239732546,1.4952768232409501,1.7457705322066122,0.7350278511873886,1.2380694751841175,1.11574611292724,0.8597839553959731
2100.2100210021003,0.7116920155932187,0.38056757083409437,0.6908751176519947,1.3921147862425258,1.5637862602029071,1.7568187105062714,0.7506706451305399,1.214224357404012,1.1307676526109458,0.7526355674727893
2200.2200220022,0.7049320822238587,0.3760230770227454,0.6701106743596309,1.3987223013506358,1.6273743763703463,1.7642931321844653,0.7672354954243356,1.190187750604276,1.1428894965043,0.6684103634539789
2300.2300230023006,0.6985013321266189,0.37124965530157006,0.6482816925807969,1.4064410475645885,1.6883245991954303,1.771206084794446,0.7845284222515853,1.1660802143695332,1.152088168576356,0.6232686480769577
2400.2400240024003,0.6924057626700563,0.36636216039391406,0.6260706161089229,1.4137416805177032,1.7437275721421939,1.7763497667124473,0.8026251652604964,1.1421167808728478,1.1585246717458806,0.626132624601426
2500.2500250025005,0.6866212481107232,0.3612946784940281,0.6029734404167596,1.4185147028112826,1.793803292099138,1.7779132521465453,0.8212868675813507,1.1183389273608064,1.1617803942033826,0.6754696604237298
2600.2600260026006,0.6811697655956503,0.3563686543067929,0.5796372030394671,1.4221073902332848,1.8387266972732135,1.7777162050645876,0.8404509117788493,1.0949433251853533,1.1622326593343817,0.7625654539460707
