Time,Planets 1 and 2 mutual inclination,Planets 1 and 3 mutual inclination,Planets 2 and 3 mutual inclination,Planets 1 and 4 mutual inclination,Planets 2 and 4 mutual inclination,Planets 3 and 4 mutual inclination
0.0,4.432538755113944,4.852922205524723,0.4203834504111039,4.16466707379667,0.26787168131756817,0.6882551317279699
100.01000100010002,4.443817442043536,4.845046908638011,0.7810562181886289,4.143763196135978,0.6949901936584061,0.7013225753357976
200.02000200020004,4.366778622250181,4.77963343103418,1.3752152124829942,4.036346127531075,1.2676127523077658,0.7435340786743511
300.03000300030004,4.187300947459727,4.6528084093492925,1.9842790227170246,3.8380982810589375,1.8229713144860527,0.8156915754519934
400.0400040004001,3.9418872767210624,4.480261079745427,2.600429959290936,3.559819478570218,2.3623634059459766,0.9231533612957158
500.0500050005001,3.7278955081189076,4.281447365760236,3.232039314471422,3.2265264127345303,2.8954720329789936,1.0598318095164856
600.0600060006001,3.5977192968995393,4.077921806100003,3.836821535777017,2.867472238644775,3.385445814137993,1.218470844522327
700.0700070007001,3.504044210861506,3.8739651202148067,4.346702536753812,2.5034027164481665,3.7714725038744503,1.385482882042336
800.0800080008001,3.3376906095226033,3.67331886115424,4.729028994296401,2.1455173354069563,4.010072383448505,1.56205149859004
900.0900090009002,3.071713894063437,3.469554313803431,5.00292287647731,1.8114110644969759,4.107587825932941,1.7430335696057966
1000.1000100010002,2.7916174566962693,3.2755041894727235,5.229349027809132,1.5459541503248433,4.109421035433143,1.9325789700937501
1100.1100110011,2.632968179508551,3.1049468322813,5.426778157867879,1.4195064386178677,4.051654834483413,2.118667320995365
1200.1200120012002,2.6242599149453785,2.983582912210191,5.564584821632742,1.4726239910395948,3.929275571560276,2.292423389271113
1300.1300130013003,2.6753330225482435,2.936072695838874,5.597971767876955,1.6663008317136745,3.7111268666862007,2.4499153392070303
1400.1400140014002,2.7163282822785195,2.975702958403069,5.509761670826546,1.931913169852169,3.3759937495830012,2.592018871920649
1500.1500150015004,2.776269120791626,3.097154473313653,5.3213730494335065,2.22143927531915,2.9384895138872325,2.719522136222207
1600.1600160016003,2.9184771537381358,3.27826352534499,5.067314032187369,2.503142766781948,2.4411770012633034,2.8297967059469635
1700.1700170017002,3.1401528433754153,3.4872684972941608,4.759747535789884,2.7488025137026066,1.925880742609155,2.9165678527882646
1800.1800180018004,3.374894801394624,3.6936087224908287,4.381311875229424,2.9333375099900527,1.4154312165669236,2.973348040155715
1900.1900190019005,3.5770858050537893,3.8782336999177467,3.9151328669281287,3.042820059840088,0.9476051062708838,2.9995741854749474
2000.2000200020004,3.752809965547245,4.03386364795248,3.372819071477849,3.0761343347535335,0.7085815782165925,3.002152886521433
2100.2100210021003,3.923484205284498,4.161270049207999,2.791835202931796,3.0395153870088096,0.9468114967797766,2.9920542156386034
2200.2200220022,4.084324771599762,4.264405473401639,2.204651820294283,2.939429356565372,1.4138662220312164,2.9797192362968192
2300.2300230023006,4.209536778169019,4.344359159974599,1.6164759236762383,2.7808244436182155,1.8931582747602793,2.971776046126242
2400.2400240024003,4.285364514838675,4.398151455116523,1.0136317148804328,2.5693248237501236,2.327752478354978,2.9704209561165835
2500.2500250025005,4.320911962106963,4.418287598801134,0.3968155968425226,2.312667883434127,2.708067654431481,2.977368607303161
2600.2600260026006,4.31926221155975,4.402737997350133,0.2464731538913572,2.0194008701314416,3.018570771112977,3.0008859281187137
2700.2700270027003,4.271540990998973,4.353361921809963,0.8314848435629694,1.6968345421653266,3.2426439073501165,3.0483837989258036
2800.2800280028005,4.174291870340792,4.276095643355746,1.4094799582129254,1.3555618878512994,3.3720743227266112,3.123880604872964
2900.2900290029,4.046884739707071,4.176204452791047,1.9785529461658007,1.0151681434878337,3.41514953493858,3.2248475783044626
3000.3000300030008,3.9034305140118453,4.065782703125118,2.5319507809196615,0.7145600106059788,3.3735706485225596,3.351514990706835
3100.3100310031004,3.7557720413624174,3.9438371963384253,3.058649177684337,0.5269092073212182,3.2584230587738103,3.4916012655824074
3200.3200320032006,3.5797590282916674,3.8090316904585153,3.537304093749241,0.5284085816721176,3.0610089168810735,3.6376483287784755
3300.3300330033003,3.364060224583468,3.6539670735813536,3.968927141791772,0.6679698147296943,2.7850152139504876,3.7791802347148202
3400.3400340034004,3.1123893351774066,3.4780293393276414,4.342009158933225,0.8522048908435716,2.432734888803808,3.9069889290938544
3500.3500350035006,2.873247586782833,3.2917088118955897,4.664190983240113,1.0414730767233578,2.034938717987945,4.015348601840482
3600.3600360036007,2.6985523350914336,3.1153449209171256,4.935731709924054,1.21225937541473,1.641262377564261,4.099716745014114
3700.370037003701,2.597168820385951,2.9743499848728057,5.146519738183231,1.337972255020567,1.317682524077322,4.159030469130115
3800.380038003801,2.5214678163640083,2.8894995832416255,5.274302822737824,1.393678160385198,1.1278734433134507,4.190978996327244
3900.3900390039,2.4489445721221816,2.8703148849062896,5.313563818459253,1.3671570663036894,1.1508677256892124,4.193677864400934
4000.400040004001,2.4115983007040707,2.910428814317633,5.264560005761397,1.2643645372457948,1.3881736169677472,4.1640571779115465
4100.410041004101,2.484495084983037,3.0034176847655627,5.164331694701502,1.1028537980635829,1.7750129527931002,4.106254252871911
4200.420042004201,2.646556110144916,3.127214852620178,4.994616690192616,0.8986812962035426,2.1880029889209265,4.015465110930174
4300.4300430043,2.8500817691104587,3.281509031375801,4.781992899261211,0.6525218659993512,2.576528900322248,3.9054976788474565
4400.4400440044,3.0139863837600265,3.4614088349387395,4.489084453648946,0.35471260825172773,2.8818805347585155,3.779568983661343
4500.450045004501,3.1455134491390826,3.66497171128011,4.1043143630148045,0.04694707941949845,3.0997188372728814,3.64250010167695
4600.460046004601,3.3020807759133324,3.8830583239600385,3.64582564708922,0.4071854269571515,3.2493642448098066,3.4997310044343575
4700.470047004701,3.5079020244303436,4.097157538411165,3.149038462414062,0.8226058105875997,3.339666588386881,3.3577413835779746
4800.480048004801,3.71961150493607,4.285418768666797,2.6371211999298585,1.2290382304173024,3.354366763630086,3.222812017528826
4900.4900490049,3.878402661459456,4.433526602309162,2.109445934868203,1.6108737887109363,3.268715136958499,3.100299146351405
5000.500050005001,3.9669329820020036,4.539201937630725,1.5625657112223759,1.9651283918884963,3.074278246839336,2.9937033926001537
5100.510051005101,4.011660571325209,4.609603528346493,1.025925794870709,2.2932884429786964,2.7865831357968442,2.9044622832900777
5200.520052005201,4.039595417830767,4.6529697277855355,0.6441572523667689,2.590062907686143,2.431243664727367,2.8344620631308124
5300.5300530053,4.048124719865446,4.670438385860526,0.7584261261163953,2.842771128933459,2.02569979974031,2.7833540784630104
5400.540054005401,4.014914182609843,4.659681148529673,1.2277028744690823,3.0397524193779892,1.5774439609943136,2.7488207743026654
5500.550055005501,3.9325274749688455,4.617556365839336,1.7831892196750416,3.1754159102074113,1.0973122095205536,2.727227695813586
5600.560056005601,3.807534775123346,4.546509802087197,2.3488942889515996,3.250867349470851,0.6354940852022276,2.7108848004389943
5700.570057005701,3.654112887045069,4.4485832168146535,2.8933518466495167,3.2683453597608785,0.43689927537306805,2.6905110122163847
5800.5800580058,3.4733229374145833,4.3313126055891145,3.4008642562312708,3.2295486437345473,0.7628121774537233,2.662561566047637
5900.590059005901,3.2534006430935265,4.195527214890663,3.842799055408649,3.135663979389007,1.2282679078905487,2.6152329390500726
6000.6000600060015,2.9928043157228266,4.053515013206221,4.233939264355784,2.990004898810298,1.705287261604092,2.55416669068019
6100.6100610061,2.6992005426975116,3.9106953435706724,4.564462557913864,2.8013083460862696,2.1636691289745316,2.4712170891026153
6200.620062006201,2.4111524030966573,3.779955365954117,4.849368920002919,2.5841697915867545,2.595028060394929,2.3739960085198186
6300.630063006301,2.1599667944016,3.6787264345732527,5.093170467372538,2.358115613018109,2.987178695572629,2.2684343230823156
6400.640064006401,1.9687185418475903,3.614513769180103,5.279705501255394,2.1485109365442114,3.315470033120815,2.157559220602501
6500.650065006502,1.8474976820595534,3.5909742443521577,5.389468101319499,1.9867039587452389,3.560361887078263,2.0412131510740066
6600.660066006601,1.830589490656166,3.61101601398184,5.426408738451695,1.9076430461736797,3.722500192966606,1.9229189783927376
6700.670067006701,1.948087275654835,3.6752685908138965,5.4083289066814695,1.9365747786767644,3.8104694295893786,1.812464535870437
6800.680068006801,2.158222981884646,3.772350912812143,5.314830247314159,2.0733070751417424,3.808241036146387,1.7062216246466047
6900.6900690069015,2.3992399431397384,3.9000210513793414,5.143603927639994,2.293903688805583,3.7091718169944636,1.6120949578145913
7000.700070007001,2.6349111284651103,4.054813642229705,4.888433963938463,2.5665603359190476,3.507114506462455,1.5339050303753605
7100.710071007101,2.8610478565682502,4.225553753479162,4.533333648930551,2.8636035913857265,3.196151029003649,1.4673718087264311
7200.720072007201,3.103149932893815,4.408054814441644,4.108916608651061,3.1606564282705363,2.801980296258015,1.420305435764103
7300.730073007301,3.3655405427672176,4.579523439326233,3.6206003378716067,3.434277693102214,2.3406007986098367,1.3841949741089699
7400.740074007401,3.614458382009568,4.729254125635612,3.108991138434852,3.6608784536054255,1.8432160343700268,1.3666385414808961
7500.750075007501,3.806031555512311,4.8415606934015525,2.5836118893988553,3.822064529497179,1.3177171220394421,1.3652502444272965
7600.760076007601,3.9108449286956852,4.916040982544269,2.0562991254313427,3.90909055394214,0.7632758858894263,1.3825516131437017
